"prod","sottoarea","data","vendite"
1,7,"2016-05-26",2.91428709030151
1,7,"2016-05-27",2.81736183166504
1,7,"2016-05-28",0.694579839706421
2,8,"2016-05-21",1.69698798656464
2,8,"2016-05-25",2.73641991615295
2,8,"2016-05-22",1.00799655914307
2,8,"2016-05-23",2.25955390930176
2,8,"2016-05-24",2.42082023620605
2,8,"2016-05-29",0
2,8,"2016-05-26",2.56438994407654
2,8,"2016-05-27",2.34174489974976
2,8,"2016-05-28",0.807695508003235
2,8,"2016-05-20",2.79613780975342
1,8,"2016-05-20",4.41922569274902
1,8,"2016-05-21",0
1,8,"2016-05-22",0
1,8,"2016-05-23",6.41051864624023
1,8,"2016-05-24",6.12698984146118
1,8,"2016-05-25",6.46002149581909
1,8,"2016-05-26",6.1315279006958
1,8,"2016-05-27",6.00762510299683
1,8,"2016-05-28",1.37363362312317
1,8,"2016-05-29",0.321034342050552
2,9,"2016-05-25",1.86480557918549
2,9,"2016-05-22",0
2,9,"2016-05-23",1.36665868759155
2,9,"2016-05-24",1.46844935417175
2,9,"2016-05-20",1.24238681793213
2,9,"2016-05-21",0.871347188949585
1,9,"2016-05-20",2.43531703948975
1,9,"2016-05-21",0
1,9,"2016-05-22",0
1,9,"2016-05-23",4.49170398712158
1,9,"2016-05-24",4.20303249359131
1,9,"2016-05-25",4.57502222061157
1,9,"2016-05-26",4.2920126914978
1,9,"2016-05-27",3.9711377620697
1,9,"2016-05-28",1.03641629219055
1,9,"2016-05-29",0
2,9,"2016-05-29",0
2,9,"2016-05-26",1.67994177341461
2,9,"2016-05-27",1.43640494346619
2,9,"2016-05-28",0.677864611148834
1,10,"2016-05-20",3.32741141319275
1,10,"2016-05-21",0
1,10,"2016-05-22",0
1,10,"2016-05-23",5.34770631790161
1,10,"2016-05-24",5.08832502365112
1,10,"2016-05-25",5.46301364898682
1,10,"2016-05-26",5.18788385391235
1,10,"2016-05-27",4.87201929092407
1,10,"2016-05-28",1.24017882347107
2,10,"2016-05-20",1.84269094467163
2,10,"2016-05-21",1.06380295753479
2,10,"2016-05-22",0.0436456501483917
2,10,"2016-05-23",1.95033061504364
2,10,"2016-05-24",2.04712057113647
2,10,"2016-05-25",2.44617605209351
2,10,"2016-05-26",2.28402328491211
2,10,"2016-05-27",2.0454957485199
2,10,"2016-05-28",0.879107356071472
1,10,"2016-05-29",0
2,10,"2016-05-29",0
2,11,"2016-05-21",0.782044470310211
2,11,"2016-05-20",1.28864812850952
1,11,"2016-05-20",3.26554846763611
1,11,"2016-05-21",0
1,11,"2016-05-22",0
1,11,"2016-05-23",5.27899265289307
1,11,"2016-05-24",5.05307674407959
1,11,"2016-05-25",5.23604965209961
1,11,"2016-05-26",5.01507186889648
1,11,"2016-05-27",4.63222217559814
1,11,"2016-05-28",0.999911963939667
1,11,"2016-05-29",0.206437617540359
2,11,"2016-05-25",1.72866272926331
2,11,"2016-05-22",0.0770047605037689
2,11,"2016-05-23",1.4446439743042
2,11,"2016-05-24",1.51779675483704
2,11,"2016-05-29",0
2,11,"2016-05-26",1.6697496175766
2,11,"2016-05-27",1.44834160804749
2,11,"2016-05-28",0.573849976062775
1,12,"2016-05-20",2.39203691482544
1,12,"2016-05-21",0
1,12,"2016-05-22",0
1,12,"2016-05-23",4.31954908370972
1,12,"2016-05-24",4.07954120635986
2,12,"2016-05-20",1.32054281234741
2,12,"2016-05-21",0.869285881519318
2,12,"2016-05-22",0.177380353212357
2,12,"2016-05-23",1.5819593667984
2,12,"2016-05-24",1.63460755348206
1,12,"2016-05-25",4.26419878005981
1,12,"2016-05-26",4.0591402053833
1,12,"2016-05-27",3.7792649269104
1,12,"2016-05-28",0.804922997951508
1,12,"2016-05-29",0.0177129805088043
2,12,"2016-05-25",1.83882176876068
2,12,"2016-05-26",1.70582735538483
2,12,"2016-05-27",1.50183129310608
2,12,"2016-05-28",0.68268609046936
2,12,"2016-05-29",0
1,13,"2016-05-21",0.565644323825836
1,13,"2016-05-20",8.1664571762085
2,13,"2016-05-20",4.63102912902832
2,13,"2016-05-21",2.4571008682251
1,13,"2016-05-22",0
1,13,"2016-05-23",9.95951461791992
1,13,"2016-05-24",10.1734323501587
1,13,"2016-05-25",10.2374248504639
1,13,"2016-05-26",10.2042503356934
1,13,"2016-05-27",9.53294467926025
1,13,"2016-05-28",1.9347505569458
1,13,"2016-05-29",0.862263083457947
2,13,"2016-05-25",4.76030158996582
2,13,"2016-05-22",1.31625366210938
2,13,"2016-05-23",3.96541547775269
2,13,"2016-05-24",4.96160650253296
2,13,"2016-05-29",0.829538464546204
2,13,"2016-05-26",4.96162986755371
2,13,"2016-05-27",4.64610147476196
2,13,"2016-05-28",2.0378577709198
1,14,"2016-05-20",0.784897923469543
1,14,"2016-05-21",0
1,14,"2016-05-22",0
1,14,"2016-05-23",2.98259449005127
1,14,"2016-05-24",2.85036540031433
2,14,"2016-05-20",1.19705402851105
2,14,"2016-05-21",0.587739288806915
2,14,"2016-05-22",0.0401599407196045
2,14,"2016-05-23",1.36974596977234
2,14,"2016-05-24",1.76468396186829
2,14,"2016-05-25",1.62939131259918
2,14,"2016-05-26",1.59842848777771
2,14,"2016-05-27",1.3777334690094
2,14,"2016-05-28",0.408067762851715
2,14,"2016-05-29",0
1,14,"2016-05-29",0
1,14,"2016-05-25",2.70192766189575
1,14,"2016-05-26",2.58113837242126
1,14,"2016-05-27",2.28310489654541
1,14,"2016-05-28",0.0292558073997498
1,15,"2016-05-20",0.831514000892639
1,15,"2016-05-21",0
1,15,"2016-05-22",0
1,15,"2016-05-23",2.91324830055237
1,15,"2016-05-24",2.74343585968018
1,15,"2016-05-25",2.65087366104126
1,15,"2016-05-26",2.40959453582764
1,15,"2016-05-27",2.12714791297913
1,15,"2016-05-28",0
1,15,"2016-05-29",0
2,15,"2016-05-21",0.942524313926697
2,15,"2016-05-22",0.468924164772034
2,15,"2016-05-23",1.32997059822083
2,15,"2016-05-20",1.09490132331848
2,15,"2016-05-25",1.09327185153961
2,15,"2016-05-26",0.914178788661957
2,15,"2016-05-27",0.633288860321045
2,15,"2016-05-24",1.16727757453918
2,15,"2016-05-29",0
2,15,"2016-05-28",0.088620662689209
1,16,"2016-05-21",0
1,16,"2016-05-22",0
1,16,"2016-05-20",4.79288911819458
2,16,"2016-05-20",3.44091105461121
2,16,"2016-05-21",1.95510876178741
2,16,"2016-05-22",1.42560434341431
1,16,"2016-05-23",6.67595243453979
1,16,"2016-05-24",6.56396007537842
1,16,"2016-05-25",6.68969249725342
1,16,"2016-05-26",6.61796712875366
1,16,"2016-05-27",5.99830770492554
1,16,"2016-05-28",0.711560130119324
1,16,"2016-05-29",0.287301570177078
2,16,"2016-05-25",2.98499464988708
2,16,"2016-05-26",3.18121910095215
2,16,"2016-05-23",2.62883591651917
2,16,"2016-05-24",3.11914348602295
2,16,"2016-05-29",0.312529951334
2,16,"2016-05-27",2.84155631065369
2,16,"2016-05-28",0.897185206413269
1,17,"2016-05-21",0
1,17,"2016-05-20",0
1,17,"2016-05-25",1.59307563304901
1,17,"2016-05-22",0
1,17,"2016-05-23",1.93896651268005
1,17,"2016-05-24",1.58528292179108
2,17,"2016-05-20",0.35481321811676
2,17,"2016-05-21",0.566636264324188
2,17,"2016-05-22",0.325879395008087
2,17,"2016-05-23",0.501409232616425
2,17,"2016-05-24",0.171265631914139
2,17,"2016-05-25",0.197614967823029
2,17,"2016-05-26",0.0735882818698883
2,17,"2016-05-27",0
2,17,"2016-05-28",0
2,17,"2016-05-29",0
1,17,"2016-05-29",0
1,17,"2016-05-26",1.36581158638
1,17,"2016-05-27",1.17166709899902
1,17,"2016-05-28",0
2,18,"2016-05-21",1.44518256187439
2,18,"2016-05-25",1.81229841709137
2,18,"2016-05-22",0.91705733537674
2,18,"2016-05-23",2.03764963150024
2,18,"2016-05-24",1.61796689033508
2,18,"2016-05-29",0
2,18,"2016-05-26",1.68827021121979
2,18,"2016-05-27",1.43486535549164
2,18,"2016-05-28",0.558727562427521
2,18,"2016-05-20",1.92217791080475
1,18,"2016-05-20",3.09078931808472
1,18,"2016-05-21",0
1,18,"2016-05-22",0
1,18,"2016-05-23",5.03135538101196
1,18,"2016-05-24",4.48527479171753
1,18,"2016-05-25",4.8023829460144
1,18,"2016-05-26",4.6218056678772
1,18,"2016-05-27",4.34818458557129
1,18,"2016-05-28",0.986133694648743
1,18,"2016-05-29",0.543450951576233
1,19,"2016-05-20",1.6531994342804
1,19,"2016-05-21",0
1,19,"2016-05-22",0
1,19,"2016-05-23",3.57257056236267
1,19,"2016-05-24",3.29235410690308
1,19,"2016-05-25",3.32873344421387
1,19,"2016-05-26",3.05491304397583
1,19,"2016-05-27",2.91404938697815
1,19,"2016-05-28",0.024935394525528
1,19,"2016-05-29",0
2,19,"2016-05-21",1.11467623710632
2,19,"2016-05-22",0.625618100166321
2,19,"2016-05-23",1.45098984241486
2,19,"2016-05-20",1.37586140632629
2,19,"2016-05-25",1.21077394485474
2,19,"2016-05-26",1.08674693107605
2,19,"2016-05-27",0.892003297805786
2,19,"2016-05-24",1.15583741664886
2,19,"2016-05-29",0
2,19,"2016-05-28",0.231675326824188
1,20,"2016-05-21",0
1,20,"2016-05-22",0
1,20,"2016-05-20",0
2,20,"2016-05-20",0
2,20,"2016-05-21",0
2,20,"2016-05-22",0
1,20,"2016-05-23",0
1,20,"2016-05-24",0
1,20,"2016-05-25",0
1,20,"2016-05-26",0
1,20,"2016-05-27",0
1,20,"2016-05-28",0
1,20,"2016-05-29",0
2,20,"2016-05-25",0
2,20,"2016-05-26",0
2,20,"2016-05-23",0
2,20,"2016-05-24",0
2,20,"2016-05-29",0
2,20,"2016-05-27",0
2,20,"2016-05-28",0
2,21,"2016-05-21",1.98278474807739
2,21,"2016-05-20",3.02829694747925
1,21,"2016-05-20",3.39950037002563
1,21,"2016-05-21",0
1,21,"2016-05-22",0
1,21,"2016-05-23",5.33657789230347
1,21,"2016-05-24",5.10430812835693
1,21,"2016-05-25",5.45198392868042
1,21,"2016-05-26",5.28284215927124
1,21,"2016-05-27",4.97771120071411
1,21,"2016-05-28",1.16415786743164
1,21,"2016-05-29",0.0495573580265045
2,21,"2016-05-25",3.01625776290894
2,21,"2016-05-22",0.962315142154694
2,21,"2016-05-23",2.38191604614258
2,21,"2016-05-24",2.5984480381012
2,21,"2016-05-29",0.0815154016017914
2,21,"2016-05-26",2.95895504951477
2,21,"2016-05-27",2.75693249702454
2,21,"2016-05-28",1.17508089542389
2,22,"2016-05-20",1.25594413280487
2,22,"2016-05-21",0.872609674930573
2,22,"2016-05-22",0
2,22,"2016-05-23",1.51071453094482
2,22,"2016-05-24",1.43787896633148
2,22,"2016-05-25",1.76166605949402
2,22,"2016-05-26",1.80957043170929
2,22,"2016-05-27",1.79663991928101
2,22,"2016-05-28",0.671756505966187
2,22,"2016-05-29",0
1,22,"2016-05-28",0.547945499420166
1,22,"2016-05-29",0
1,22,"2016-05-21",0
1,22,"2016-05-22",0
1,22,"2016-05-23",4.30710887908936
1,22,"2016-05-20",2.55580258369446
1,22,"2016-05-25",4.47926425933838
1,22,"2016-05-26",4.34313535690308
1,22,"2016-05-27",4.2270941734314
1,22,"2016-05-24",4.19698858261108
2,23,"2016-05-22",0
2,23,"2016-05-23",2.47994637489319
2,23,"2016-05-24",2.14478063583374
2,23,"2016-05-20",1.89708399772644
2,23,"2016-05-21",1.01544034481049
1,23,"2016-05-20",4.0419454574585
1,23,"2016-05-21",0
1,23,"2016-05-22",0
1,23,"2016-05-23",6.16354513168335
1,23,"2016-05-24",5.7339243888855
1,23,"2016-05-25",5.97097539901733
1,23,"2016-05-26",5.79388236999512
1,23,"2016-05-27",5.67784309387207
1,23,"2016-05-28",0.713801145553589
1,23,"2016-05-29",0
2,23,"2016-05-25",2.42334580421448
2,23,"2016-05-26",2.41531896591187
2,23,"2016-05-27",2.40238857269287
2,23,"2016-05-28",0.814587414264679
2,23,"2016-05-29",0
2,24,"2016-05-21",1.82641685009003
2,24,"2016-05-22",0.747308373451233
2,24,"2016-05-23",2.22750425338745
2,24,"2016-05-25",2.93814015388489
2,24,"2016-05-26",2.91930079460144
2,24,"2016-05-27",2.70669054985046
2,24,"2016-05-24",2.61270260810852
2,24,"2016-05-29",0
1,24,"2016-05-29",0.161534458398819
1,24,"2016-05-21",0
2,24,"2016-05-28",1.06462669372559
2,24,"2016-05-20",2.9498815536499
1,24,"2016-05-20",5.31975841522217
1,24,"2016-05-25",7.48755788803101
1,24,"2016-05-22",0
1,24,"2016-05-23",7.30441093444824
1,24,"2016-05-24",7.19529962539673
1,24,"2016-05-26",7.28898668289185
1,24,"2016-05-27",6.98736715316772
1,24,"2016-05-28",1.3633337020874
2,25,"2016-05-21",1.63492846488953
2,25,"2016-05-20",2.71434593200684
1,25,"2016-05-20",4.45998811721802
1,25,"2016-05-21",0
1,25,"2016-05-22",0
1,25,"2016-05-23",6.45224666595459
1,25,"2016-05-24",6.34313535690308
1,25,"2016-05-25",6.63539361953735
1,25,"2016-05-26",6.43682241439819
1,25,"2016-05-27",6.13520336151123
1,25,"2016-05-28",0.953999280929565
1,25,"2016-05-29",0
2,25,"2016-05-25",2.71021127700806
2,25,"2016-05-22",0.5799560546875
2,25,"2016-05-23",1.99957418441772
2,25,"2016-05-24",2.38477420806885
2,25,"2016-05-29",0
2,25,"2016-05-26",2.69137191772461
2,25,"2016-05-27",2.47876167297363
2,25,"2016-05-28",0.8731369972229
2,26,"2016-05-22",0.784288763999939
2,26,"2016-05-23",2.29778528213501
2,26,"2016-05-20",2.30119943618774
2,26,"2016-05-21",1.48920059204102
1,26,"2016-05-20",4.27800559997559
1,26,"2016-05-21",0
1,26,"2016-05-22",0
1,26,"2016-05-23",6.19171524047852
1,26,"2016-05-24",6.07965707778931
1,26,"2016-05-25",6.34048986434937
1,26,"2016-05-26",6.15790224075317
1,26,"2016-05-27",5.92999458312988
1,26,"2016-05-28",1.40264284610748
1,26,"2016-05-29",0.72279953956604
2,26,"2016-05-25",2.86301064491272
2,26,"2016-05-26",2.82398390769958
2,26,"2016-05-27",2.6423773765564
2,26,"2016-05-24",2.56587767601013
2,26,"2016-05-29",0.561500549316406
2,26,"2016-05-28",1.31068360805511
1,27,"2016-05-21",0
1,27,"2016-05-22",0
1,27,"2016-05-20",3.36555290222168
1,27,"2016-05-25",5.37498188018799
1,27,"2016-05-26",5.18178367614746
1,27,"2016-05-23",5.20301866531372
1,27,"2016-05-24",5.0569634437561
2,27,"2016-05-20",1.5915539264679
2,27,"2016-05-21",0.994644582271576
2,27,"2016-05-22",0.0684376657009125
2,27,"2016-05-23",1.80374646186829
2,27,"2016-05-24",1.82956111431122
2,27,"2016-05-25",2.18909311294556
2,27,"2016-05-26",2.15006589889526
1,27,"2016-05-27",4.9155125617981
1,27,"2016-05-28",1.10989427566528
1,27,"2016-05-29",0.163536339998245
2,27,"2016-05-29",0
2,27,"2016-05-27",1.93009614944458
2,27,"2016-05-28",0.82881760597229
1,28,"2016-05-21",0.107433050870895
1,28,"2016-05-22",0
1,28,"2016-05-23",10.4967193603516
1,28,"2016-05-20",8.651047706604
1,28,"2016-05-25",10.6609029769897
1,28,"2016-05-26",10.483811378479
1,28,"2016-05-27",10.367772102356
1,28,"2016-05-24",10.3632459640503
2,28,"2016-05-20",3.77908968925476
2,28,"2016-05-21",1.74308001995087
2,28,"2016-05-22",0.355216801166534
2,28,"2016-05-23",4.38210391998291
2,28,"2016-05-24",3.93344807624817
2,28,"2016-05-25",4.27261447906494
2,28,"2016-05-26",4.28933238983154
2,28,"2016-05-27",4.27640056610107
1,28,"2016-05-28",1.56969821453094
1,28,"2016-05-29",0
2,28,"2016-05-29",0.03545281291008
2,28,"2016-05-28",1.54128742218018
1,29,"2016-05-21",0.114032208919525
1,29,"2016-05-22",0
1,29,"2016-05-20",8.1563606262207
1,29,"2016-05-25",10.2882022857666
1,29,"2016-05-26",10.0886383056641
1,29,"2016-05-23",10.5109262466431
1,29,"2016-05-24",10.0161514282227
1,29,"2016-05-29",0.260571092367172
2,29,"2016-05-21",1.6515166759491
1,29,"2016-05-27",9.95464992523193
1,29,"2016-05-28",1.6578620672226
2,29,"2016-05-20",3.58063888549805
2,29,"2016-05-25",4.17536354064941
2,29,"2016-05-22",0.466120034456253
2,29,"2016-05-23",4.00883960723877
2,29,"2016-05-24",3.8701376914978
2,29,"2016-05-29",0.147670686244965
2,29,"2016-05-26",4.0683708190918
2,29,"2016-05-27",4.03853511810303
2,29,"2016-05-28",1.43891370296478
1,30,"2016-05-21",0
1,30,"2016-05-20",3.29288220405579
1,30,"2016-05-25",4.97597551345825
1,30,"2016-05-22",0
1,30,"2016-05-23",5.41063117980957
1,30,"2016-05-24",4.90414094924927
2,30,"2016-05-20",1.72067940235138
2,30,"2016-05-21",1.44948244094849
2,30,"2016-05-22",0.733735680580139
2,30,"2016-05-23",1.89805233478546
2,30,"2016-05-24",1.60930049419403
2,30,"2016-05-25",1.69435477256775
2,30,"2016-05-26",1.56501376628876
2,30,"2016-05-27",1.37143111228943
2,30,"2016-05-28",0.593579411506653
2,30,"2016-05-29",0
1,30,"2016-05-28",1.1482081413269
1,30,"2016-05-29",0.334532260894775
1,30,"2016-05-26",4.81515121459961
1,30,"2016-05-27",4.66556119918823
2,31,"2016-05-22",0.981015682220459
2,31,"2016-05-25",2.37527775764465
2,31,"2016-05-26",2.2416090965271
2,31,"2016-05-23",2.58540272712708
2,31,"2016-05-24",2.41570520401001
2,31,"2016-05-29",0.00103366374969482
1,31,"2016-05-28",2.25719118118286
2,31,"2016-05-27",2.04881620407104
2,31,"2016-05-28",0.86729484796524
2,31,"2016-05-20",2.39806699752808
2,31,"2016-05-21",1.72319805622101
1,31,"2016-05-20",5.6420578956604
1,31,"2016-05-21",0.852315306663513
1,31,"2016-05-22",0.0362361073493958
1,31,"2016-05-23",7.44990587234497
1,31,"2016-05-24",7.41199064254761
1,31,"2016-05-25",7.4409556388855
1,31,"2016-05-26",7.275803565979
1,31,"2016-05-27",7.10959959030151
1,31,"2016-05-29",1.30275905132294
2,32,"2016-05-20",0
1,32,"2016-05-20",0
1,32,"2016-05-21",0
1,32,"2016-05-22",0
1,32,"2016-05-23",0.982645511627197
1,32,"2016-05-24",0.402331054210663
1,32,"2016-05-25",0.434676140546799
1,32,"2016-05-26",0.215390473604202
1,32,"2016-05-27",0.147163927555084
1,32,"2016-05-28",0
1,32,"2016-05-29",0
2,32,"2016-05-21",0
2,32,"2016-05-22",0
2,32,"2016-05-23",0
2,32,"2016-05-24",0
2,32,"2016-05-25",0
2,32,"2016-05-26",0
2,32,"2016-05-27",0
2,32,"2016-05-28",0
2,32,"2016-05-29",0
1,33,"2016-05-21",0
1,33,"2016-05-22",0
1,33,"2016-05-23",2.62943935394287
1,33,"2016-05-20",0.303694248199463
2,33,"2016-05-20",0.456715017557144
2,33,"2016-05-21",0.631032049655914
2,33,"2016-05-22",0.260850310325623
2,33,"2016-05-23",0.750407040119171
1,33,"2016-05-24",2.22340106964111
1,33,"2016-05-25",2.10848164558411
1,33,"2016-05-26",1.90976023674011
1,33,"2016-05-27",1.80857563018799
1,33,"2016-05-28",0.083154708147049
1,33,"2016-05-29",0
2,33,"2016-05-25",0.461020678281784
2,33,"2016-05-26",0.323397397994995
2,33,"2016-05-27",0.129814475774765
2,33,"2016-05-24",0.569057762622833
2,33,"2016-05-29",0
2,33,"2016-05-28",0
1,34,"2016-05-21",0
1,34,"2016-05-22",0
1,34,"2016-05-20",1.54724979400635
1,34,"2016-05-25",3.35229182243347
1,34,"2016-05-26",3.12884640693665
1,34,"2016-05-23",3.51257300376892
1,34,"2016-05-24",3.30794668197632
2,34,"2016-05-20",0.915952205657959
2,34,"2016-05-21",0.831905961036682
2,34,"2016-05-22",0.341318726539612
2,34,"2016-05-23",1.08079659938812
2,34,"2016-05-24",0.852572798728943
2,34,"2016-05-25",0.903799891471863
2,34,"2016-05-26",0.769277572631836
2,34,"2016-05-27",0.57586544752121
2,34,"2016-05-28",0
2,34,"2016-05-29",0
1,34,"2016-05-29",0
1,34,"2016-05-27",3.02783250808716
1,34,"2016-05-28",0.561658322811127
2,35,"2016-05-21",1.74774467945099
2,35,"2016-05-22",1.21043467521667
2,35,"2016-05-25",2.55929350852966
2,35,"2016-05-26",2.40297698974609
2,35,"2016-05-23",2.43831539154053
2,35,"2016-05-24",2.36054944992065
2,35,"2016-05-29",0.167892575263977
1,35,"2016-05-29",1.31390511989594
2,35,"2016-05-27",2.14780569076538
2,35,"2016-05-28",0.817449331283569
2,35,"2016-05-20",2.57144570350647
1,35,"2016-05-20",5.18155193328857
1,35,"2016-05-21",0.987438678741455
1,35,"2016-05-22",0.145200431346893
1,35,"2016-05-23",6.88144063949585
1,35,"2016-05-24",6.94192600250244
1,35,"2016-05-25",7.06741571426392
1,35,"2016-05-26",6.82217693328857
1,35,"2016-05-27",6.65940427780151
1,35,"2016-05-28",2.18415713310242
2,36,"2016-05-20",2.7532434463501
1,36,"2016-05-20",3.09671306610107
1,36,"2016-05-21",0
1,36,"2016-05-22",0
1,36,"2016-05-23",5.05363798141479
1,36,"2016-05-24",4.75749158859253
1,36,"2016-05-25",5.11637020111084
1,36,"2016-05-26",4.84732627868652
1,36,"2016-05-27",4.61902093887329
1,36,"2016-05-28",0.824414730072021
1,36,"2016-05-29",0.134864777326584
2,36,"2016-05-21",2.41071391105652
2,36,"2016-05-22",1.69418811798096
2,36,"2016-05-23",1.91240727901459
2,36,"2016-05-24",2.49747776985168
2,36,"2016-05-25",2.73961758613586
2,36,"2016-05-26",2.62792873382568
2,36,"2016-05-27",2.34074783325195
2,36,"2016-05-28",1.00446128845215
2,36,"2016-05-29",0.102684438228607
1,37,"2016-05-21",2.24778199195862
1,37,"2016-05-22",0
1,37,"2016-05-23",11.8008785247803
1,37,"2016-05-20",10.6938209533691
2,37,"2016-05-20",6.2589693069458
2,37,"2016-05-21",4.32987976074219
2,37,"2016-05-22",2.95054340362549
2,37,"2016-05-23",4.56941986083984
1,37,"2016-05-24",12.4590291976929
1,37,"2016-05-25",12.7678356170654
1,37,"2016-05-26",12.5055360794067
1,37,"2016-05-27",12.2161312103271
1,37,"2016-05-28",3.56398439407349
1,37,"2016-05-29",1.35148191452026
2,37,"2016-05-25",6.05792570114136
2,37,"2016-05-26",5.9623064994812
2,37,"2016-05-27",5.67117691040039
2,37,"2016-05-24",5.86692428588867
2,37,"2016-05-29",0.976777017116547
2,37,"2016-05-28",2.57525134086609
1,38,"2016-05-21",0
1,38,"2016-05-22",0
1,38,"2016-05-20",1.54905819892883
