"sottoarea","prod","data","zona","area","vendite_random_forest_FAKE","sse_random_forest_FAKE","vendite_sarima_FAKE","sse_sarima_FAKE","vendite_xgboost_FAKE","sse_xgboost_FAKE","vendite"
100,1,"2016-05-20",7,16,4.44134411269144,3.41900944127118,4.44134411269144,2.87860781591717,4.44134411269144,2.87860781591717,4.44134411269144
100,1,"2016-05-21",7,16,0.580703067314359,3.41900944127118,0.580703067314359,2.87860781591717,0.580703067314359,2.87860781591717,0.580703067314359
100,1,"2016-05-22",7,16,0,3.41900944127118,0,2.87860781591717,0,2.87860781591717,0
100,1,"2016-05-23",7,16,6.54055878247597,3.41900944127118,6.54055878247597,2.87860781591717,6.54055878247597,2.87860781591717,6.54055878247597
100,1,"2016-05-24",7,16,4.92871883871505,3.41900944127118,4.92871883871505,2.87860781591717,4.92871883871505,2.87860781591717,4.92871883871505
100,1,"2016-05-25",7,16,5.68620930277403,3.41900944127118,5.68620930277403,2.87860781591717,5.68620930277403,2.87860781591717,5.68620930277403
100,1,"2016-05-26",7,16,5.71275033218331,3.41900944127118,5.71275033218331,2.87860781591717,5.71275033218331,2.87860781591717,5.71275033218331
100,1,"2016-05-27",7,16,6.04529678738465,3.41900944127118,6.04529678738465,2.87860781591717,6.04529678738465,2.87860781591717,6.04529678738465
100,1,"2016-05-28",7,16,1.50583655685145,3.41900944127118,1.50583655685145,2.87860781591717,1.50583655685145,2.87860781591717,1.50583655685145
100,1,"2016-05-29",7,16,0,3.41900944127118,0,2.87860781591717,0,2.87860781591717,0
100,2,"2016-05-20",7,16,4.0013944556238,7.4976293111293,4.0013944556238,8.20651916436534,4.0013944556238,8.20651916436534,4.0013944556238
100,2,"2016-05-21",7,16,2.9305231637523,7.4976293111293,2.9305231637523,8.20651916436534,2.9305231637523,8.20651916436534,2.9305231637523
100,2,"2016-05-22",7,16,2.72200163601462,7.4976293111293,2.72200163601462,8.20651916436534,2.72200163601462,8.20651916436534,2.72200163601462
100,2,"2016-05-23",7,16,3.65906192391242,7.4976293111293,3.65906192391242,8.20651916436534,3.65906192391242,8.20651916436534,3.65906192391242
100,2,"2016-05-24",7,16,9.00073782390187,7.4976293111293,9.00073782390187,8.20651916436534,9.00073782390187,8.20651916436534,9.00073782390187
100,2,"2016-05-25",7,16,3.74939659605494,7.4976293111293,3.74939659605494,8.20651916436534,3.74939659605494,8.20651916436534,3.74939659605494
100,2,"2016-05-26",7,16,4.41852930010517,7.4976293111293,4.41852930010517,8.20651916436534,4.41852930010517,8.20651916436534,4.41852930010517
100,2,"2016-05-27",7,16,7.54197237529387,7.4976293111293,7.54197237529387,8.20651916436534,7.54197237529387,8.20651916436534,7.54197237529387
100,2,"2016-05-28",7,16,3.39897451093102,7.4976293111293,3.39897451093102,8.20651916436534,3.39897451093102,8.20651916436534,3.39897451093102
100,2,"2016-05-29",7,16,5.22607077192905,7.4976293111293,5.22607077192905,8.20651916436534,5.22607077192905,8.20651916436534,5.22607077192905
101,1,"2016-05-20",17,47,3.93984491846545,0.692677925737535,3.93984491846545,0.418431703940981,3.93984491846545,0.418431703940981,3.93984491846545
101,1,"2016-05-21",17,47,0.431377332572217,0.692677925737535,0.431377332572217,0.418431703940981,0.431377332572217,0.418431703940981,0.431377332572217
101,1,"2016-05-22",17,47,0,0.692677925737535,0,0.418431703940981,0,0.418431703940981,0
101,1,"2016-05-23",17,47,4.82950543681586,0.692677925737535,4.82950543681586,0.418431703940981,4.82950543681586,0.418431703940981,4.82950543681586
101,1,"2016-05-24",17,47,4.46082145997617,0.692677925737535,4.46082145997617,0.418431703940981,4.46082145997617,0.418431703940981,4.46082145997617
101,1,"2016-05-25",17,47,4.35588759734307,0.692677925737535,4.35588759734307,0.418431703940981,4.35588759734307,0.418431703940981,4.35588759734307
101,1,"2016-05-26",17,47,4.71494928414812,0.692677925737535,4.71494928414812,0.418431703940981,4.71494928414812,0.418431703940981,4.71494928414812
101,1,"2016-05-27",17,47,4.64674218068865,0.692677925737535,4.64674218068865,0.418431703940981,4.64674218068865,0.418431703940981,4.64674218068865
101,1,"2016-05-28",17,47,0.651071013078612,0.692677925737535,0.651071013078612,0.418431703940981,0.651071013078612,0.418431703940981,0.651071013078612
101,1,"2016-05-29",17,47,0,0.692677925737535,0,0.418431703940981,0,0.418431703940981,0
101,2,"2016-05-20",17,47,3.22848437256808,3.80773716859075,3.22848437256808,4.55407276215187,3.22848437256808,4.55407276215187,3.22848437256808
101,2,"2016-05-21",17,47,1.43462773797984,3.80773716859075,1.43462773797984,4.55407276215187,1.43462773797984,4.55407276215187,1.43462773797984
101,2,"2016-05-22",17,47,1.01928300363864,3.80773716859075,1.01928300363864,4.55407276215187,1.01928300363864,4.55407276215187,1.01928300363864
101,2,"2016-05-23",17,47,1.48905921685647,3.80773716859075,1.48905921685647,4.55407276215187,1.48905921685647,4.55407276215187,1.48905921685647
101,2,"2016-05-24",17,47,5.05984745762472,3.80773716859075,5.05984745762472,4.55407276215187,5.05984745762472,4.55407276215187,5.05984745762472
101,2,"2016-05-25",17,47,2.81314829012494,3.80773716859075,2.81314829012494,4.55407276215187,2.81314829012494,4.55407276215187,2.81314829012494
101,2,"2016-05-26",17,47,3.35311570108569,3.80773716859075,3.35311570108569,4.55407276215187,3.35311570108569,4.55407276215187,3.35311570108569
101,2,"2016-05-27",17,47,3.79746568914999,3.80773716859075,3.79746568914999,4.55407276215187,3.79746568914999,4.55407276215187,3.79746568914999
101,2,"2016-05-28",17,47,1.70303405666531,3.80773716859075,1.70303405666531,4.55407276215187,1.70303405666531,4.55407276215187,1.70303405666531
101,2,"2016-05-29",17,47,1.31820048250931,3.80773716859075,1.31820048250931,4.55407276215187,1.31820048250931,4.55407276215187,1.31820048250931
102,1,"2016-05-20",17,47,7.65657150346373,3.20083662874226,7.65657150346373,2.57077353707201,7.65657150346373,2.57077353707201,7.65657150346373
102,1,"2016-05-21",17,47,0.894316993497619,3.20083662874226,0.894316993497619,2.57077353707201,0.894316993497619,2.57077353707201,0.894316993497619
102,1,"2016-05-22",17,47,0.889987115606174,3.20083662874226,0.889987115606174,2.57077353707201,0.889987115606174,2.57077353707201,0.889987115606174
102,1,"2016-05-23",17,47,7.6426395682988,3.20083662874226,7.6426395682988,2.57077353707201,7.6426395682988,2.57077353707201,7.6426395682988
102,1,"2016-05-24",17,47,7.09771411011144,3.20083662874226,7.09771411011144,2.57077353707201,7.09771411011144,2.57077353707201,7.09771411011144
102,1,"2016-05-25",17,47,7.67227303208818,3.20083662874226,7.67227303208818,2.57077353707201,7.67227303208818,2.57077353707201,7.67227303208818
102,1,"2016-05-26",17,47,8.72869640730794,3.20083662874226,8.72869640730794,2.57077353707201,8.72869640730794,2.57077353707201,8.72869640730794
102,1,"2016-05-27",17,47,9.79600956257204,3.20083662874226,9.79600956257204,2.57077353707201,9.79600956257204,2.57077353707201,9.79600956257204
102,1,"2016-05-28",17,47,0.375454627939851,3.20083662874226,0.375454627939851,2.57077353707201,0.375454627939851,2.57077353707201,0.375454627939851
102,1,"2016-05-29",17,47,0,3.20083662874226,0,2.57077353707201,0,2.57077353707201,0
102,2,"2016-05-20",17,47,5.00520300853762,2.2219436116072,5.00520300853762,2.63514032878675,5.00520300853762,2.63514032878675,5.00520300853762
102,2,"2016-05-21",17,47,0.688892919995377,2.2219436116072,0.688892919995377,2.63514032878675,0.688892919995377,2.63514032878675,0.688892919995377
102,2,"2016-05-22",17,47,1.12370060859534,2.2219436116072,1.12370060859534,2.63514032878675,1.12370060859534,2.63514032878675,1.12370060859534
102,2,"2016-05-23",17,47,3.7062855535516,2.2219436116072,3.7062855535516,2.63514032878675,3.7062855535516,2.63514032878675,3.7062855535516
102,2,"2016-05-24",17,47,4.76100785747391,2.2219436116072,4.76100785747391,2.63514032878675,4.76100785747391,2.63514032878675,4.76100785747391
102,2,"2016-05-25",17,47,4.7712957554586,2.2219436116072,4.7712957554586,2.63514032878675,4.7712957554586,2.63514032878675,4.7712957554586
102,2,"2016-05-26",17,47,1.96989777358303,2.2219436116072,1.96989777358303,2.63514032878675,1.96989777358303,2.63514032878675,1.96989777358303
102,2,"2016-05-27",17,47,5.19598441566933,2.2219436116072,5.19598441566933,2.63514032878675,5.19598441566933,2.63514032878675,5.19598441566933
102,2,"2016-05-28",17,47,3.03974230678152,2.2219436116072,3.03974230678152,2.63514032878675,3.03974230678152,2.63514032878675,3.03974230678152
102,2,"2016-05-29",17,47,0.582775734408689,2.2219436116072,0.582775734408689,2.63514032878675,0.582775734408689,2.63514032878675,0.582775734408689
103,1,"2016-05-20",20,56,4.32254791562373,0.913596020985536,4.32254791562373,0.808093027419508,4.32254791562373,0.808093027419508,4.32254791562373
103,1,"2016-05-21",20,56,0.281458529767189,0.913596020985536,0.281458529767189,0.808093027419508,0.281458529767189,0.808093027419508,0.281458529767189
103,1,"2016-05-22",20,56,0,0.913596020985536,0,0.808093027419508,0,0.808093027419508,0
103,1,"2016-05-23",20,56,3.45244146922627,0.913596020985536,3.45244146922627,0.808093027419508,3.45244146922627,0.808093027419508,3.45244146922627
103,1,"2016-05-24",20,56,3.50372174903894,0.913596020985536,3.50372174903894,0.808093027419508,3.50372174903894,0.808093027419508,3.50372174903894
103,1,"2016-05-25",20,56,3.7486935021817,0.913596020985536,3.7486935021817,0.808093027419508,3.7486935021817,0.808093027419508,3.7486935021817
103,1,"2016-05-26",20,56,3.78907080301568,0.913596020985536,3.78907080301568,0.808093027419508,3.78907080301568,0.808093027419508,3.78907080301568
103,1,"2016-05-27",20,56,3.33313634862483,0.913596020985536,3.33313634862483,0.808093027419508,3.33313634862483,0.808093027419508,3.33313634862483
103,1,"2016-05-28",20,56,0,0.913596020985536,0,0.808093027419508,0,0.808093027419508,0
103,1,"2016-05-29",20,56,0,0.913596020985536,0,0.808093027419508,0,0.808093027419508,0
103,2,"2016-05-20",20,56,3.1411275423872,0.618635342358864,3.1411275423872,0.541151064509654,3.1411275423872,0.541151064509654,3.1411275423872
103,2,"2016-05-21",20,56,1.32810443583688,0.618635342358864,1.32810443583688,0.541151064509654,1.32810443583688,0.541151064509654,1.32810443583688
103,2,"2016-05-22",20,56,0.421697918197903,0.618635342358864,0.421697918197903,0.541151064509654,0.421697918197903,0.541151064509654,0.421697918197903
103,2,"2016-05-23",20,56,1.66628459467865,0.618635342358864,1.66628459467865,0.541151064509654,1.66628459467865,0.541151064509654,1.66628459467865
103,2,"2016-05-24",20,56,2.02221853501024,0.618635342358864,2.02221853501024,0.541151064509654,2.02221853501024,0.541151064509654,2.02221853501024
103,2,"2016-05-25",20,56,2.42318755671462,0.618635342358864,2.42318755671462,0.541151064509654,2.42318755671462,0.541151064509654,2.42318755671462
103,2,"2016-05-26",20,56,2.71808006972671,0.618635342358864,2.71808006972671,0.541151064509654,2.71808006972671,0.541151064509654,2.71808006972671
103,2,"2016-05-27",20,56,2.96695806904104,0.618635342358864,2.96695806904104,0.541151064509654,2.96695806904104,0.541151064509654,2.96695806904104
103,2,"2016-05-28",20,56,1.79170577725674,0.618635342358864,1.79170577725674,0.541151064509654,1.79170577725674,0.541151064509654,1.79170577725674
103,2,"2016-05-29",20,56,0,0.618635342358864,0,0.541151064509654,0,0.541151064509654,0
104,1,"2016-05-20",20,56,4.58151479479459,1.60844445390168,4.58151479479459,1.39734081270606,4.58151479479459,1.39734081270606,4.58151479479459
104,1,"2016-05-21",20,56,0,1.60844445390168,0,1.39734081270606,0,1.39734081270606,0
104,1,"2016-05-22",20,56,0,1.60844445390168,0,1.39734081270606,0,1.39734081270606,0
104,1,"2016-05-23",20,56,3.52465689461872,1.60844445390168,3.52465689461872,1.39734081270606,3.52465689461872,1.39734081270606,3.52465689461872
104,1,"2016-05-24",20,56,4.05257101559981,1.60844445390168,4.05257101559981,1.39734081270606,4.05257101559981,1.39734081270606,4.05257101559981
104,1,"2016-05-25",20,56,4.39545378839115,1.60844445390168,4.39545378839115,1.39734081270606,4.39545378839115,1.39734081270606,4.39545378839115
104,1,"2016-05-26",20,56,4.16514960177113,1.60844445390168,4.16514960177113,1.39734081270606,4.16514960177113,1.39734081270606,4.16514960177113
104,1,"2016-05-27",20,56,3.45207970585212,1.60844445390168,3.45207970585212,1.39734081270606,3.45207970585212,1.39734081270606,3.45207970585212
104,1,"2016-05-28",20,56,0,1.60844445390168,0,1.39734081270606,0,1.39734081270606,0
104,1,"2016-05-29",20,56,0,1.60844445390168,0,1.39734081270606,0,1.39734081270606,0
104,2,"2016-05-20",20,56,2.23930575854694,0.682896627403567,2.23930575854694,0.62912598390421,2.23930575854694,0.62912598390421,2.23930575854694
104,2,"2016-05-21",20,56,1.30990400724676,0.682896627403567,1.30990400724676,0.62912598390421,1.30990400724676,0.62912598390421,1.30990400724676
104,2,"2016-05-22",20,56,0.16151538761967,0.682896627403567,0.16151538761967,0.62912598390421,0.16151538761967,0.62912598390421,0.16151538761967
104,2,"2016-05-23",20,56,1.78447269993018,0.682896627403567,1.78447269993018,0.62912598390421,1.78447269993018,0.62912598390421,1.78447269993018
104,2,"2016-05-24",20,56,1.03014227827724,0.682896627403567,1.03014227827724,0.62912598390421,1.03014227827724,0.62912598390421,1.03014227827724
104,2,"2016-05-25",20,56,1.81476769601007,0.682896627403567,1.81476769601007,0.62912598390421,1.81476769601007,0.62912598390421,1.81476769601007
104,2,"2016-05-26",20,56,2.40966874980789,0.682896627403567,2.40966874980789,0.62912598390421,2.40966874980789,0.62912598390421,2.40966874980789
104,2,"2016-05-27",20,56,2.07520998690814,0.682896627403567,2.07520998690814,0.62912598390421,2.07520998690814,0.62912598390421,2.07520998690814
104,2,"2016-05-28",20,56,0.973157358463603,0.682896627403567,0.973157358463603,0.62912598390421,0.973157358463603,0.62912598390421,0.973157358463603
104,2,"2016-05-29",20,56,0,0.682896627403567,0,0.62912598390421,0,0.62912598390421,0
105,1,"2016-05-20",5,11,7.81510242195207,3.47289760592428,7.81510242195207,3.37874491121157,7.81510242195207,3.37874491121157,7.81510242195207
105,1,"2016-05-21",5,11,2.39442726597888,3.47289760592428,2.39442726597888,3.37874491121157,2.39442726597888,3.37874491121157,2.39442726597888
105,1,"2016-05-22",5,11,0.126109959520893,3.47289760592428,0.126109959520893,3.37874491121157,0.126109959520893,3.37874491121157,0.126109959520893
105,1,"2016-05-23",5,11,8.65846963902676,3.47289760592428,8.65846963902676,3.37874491121157,8.65846963902676,3.37874491121157,8.65846963902676
105,1,"2016-05-24",5,11,7.87783879693731,3.47289760592428,7.87783879693731,3.37874491121157,7.87783879693731,3.37874491121157,7.87783879693731
105,1,"2016-05-25",5,11,8.36953685155565,3.47289760592428,8.36953685155565,3.37874491121157,8.36953685155565,3.37874491121157,8.36953685155565
105,1,"2016-05-26",5,11,10.3594133676698,3.47289760592428,10.3594133676698,3.37874491121157,10.3594133676698,3.37874491121157,10.3594133676698
105,1,"2016-05-27",5,11,10.2650446100021,3.47289760592428,10.2650446100021,3.37874491121157,10.2650446100021,3.37874491121157,10.2650446100021
105,1,"2016-05-28",5,11,0.651322380483912,3.47289760592428,0.651322380483912,3.37874491121157,0.651322380483912,3.37874491121157,0.651322380483912
105,1,"2016-05-29",5,11,0,3.47289760592428,0,3.37874491121157,0,3.37874491121157,0
105,2,"2016-05-20",5,11,6.68555384917423,10.5768495169679,6.68555384917423,9.59834079198716,6.68555384917423,9.59834079198716,6.68555384917423
105,2,"2016-05-21",5,11,5.97289919808426,10.5768495169679,5.97289919808426,9.59834079198716,5.97289919808426,9.59834079198716,5.97289919808426
105,2,"2016-05-22",5,11,2.0422592857878,10.5768495169679,2.0422592857878,9.59834079198716,2.0422592857878,9.59834079198716,2.0422592857878
105,2,"2016-05-23",5,11,4.45562455264086,10.5768495169679,4.45562455264086,9.59834079198716,4.45562455264086,9.59834079198716,4.45562455264086
105,2,"2016-05-24",5,11,10.1425877551494,10.5768495169679,10.1425877551494,9.59834079198716,10.1425877551494,9.59834079198716,10.1425877551494
105,2,"2016-05-25",5,11,5.825222685018,10.5768495169679,5.825222685018,9.59834079198716,5.825222685018,9.59834079198716,5.825222685018
105,2,"2016-05-26",5,11,9.25955016890155,10.5768495169679,9.25955016890155,9.59834079198716,9.25955016890155,9.59834079198716,9.25955016890155
105,2,"2016-05-27",5,11,6.53707579058194,10.5768495169679,6.53707579058194,9.59834079198716,6.53707579058194,9.59834079198716,6.53707579058194
105,2,"2016-05-28",5,11,4.04958717345142,10.5768495169679,4.04958717345142,9.59834079198716,4.04958717345142,9.59834079198716,4.04958717345142
105,2,"2016-05-29",5,11,8.12809964839344,10.5768495169679,8.12809964839344,9.59834079198716,8.12809964839344,9.59834079198716,8.12809964839344
106,1,"2016-05-20",6,14,8.17527737272537,4.41349447739392,8.17527737272537,3.67044845698892,8.17527737272537,3.67044845698892,8.17527737272537
106,1,"2016-05-21",6,14,3.50866623169005,4.41349447739392,3.50866623169005,3.67044845698892,3.50866623169005,3.67044845698892,3.50866623169005
106,1,"2016-05-22",6,14,0.61646523757688,4.41349447739392,0.61646523757688,3.67044845698892,0.61646523757688,3.67044845698892,0.61646523757688
106,1,"2016-05-23",6,14,8.81312684395812,4.41349447739392,8.81312684395812,3.67044845698892,8.81312684395812,3.67044845698892,8.81312684395812
106,1,"2016-05-24",6,14,7.32364913790073,4.41349447739392,7.32364913790073,3.67044845698892,7.32364913790073,3.67044845698892,7.32364913790073
106,1,"2016-05-25",6,14,8.67047144791086,4.41349447739392,8.67047144791086,3.67044845698892,8.67047144791086,3.67044845698892,8.67047144791086
106,1,"2016-05-26",6,14,11.2425093505296,4.41349447739392,11.2425093505296,3.67044845698892,11.2425093505296,3.67044845698892,11.2425093505296
106,1,"2016-05-27",6,14,9.42491989619732,4.41349447739392,9.42491989619732,3.67044845698892,9.42491989619732,3.67044845698892,9.42491989619732
106,1,"2016-05-28",6,14,3.19304679204682,4.41349447739392,3.19304679204682,3.67044845698892,3.19304679204682,3.67044845698892,3.19304679204682
106,1,"2016-05-29",6,14,0,4.41349447739392,0,3.67044845698892,0,3.67044845698892,0
106,2,"2016-05-20",6,14,6.01761485284656,8.07554804393614,6.01761485284656,7.33803440255271,6.01761485284656,7.33803440255271,6.01761485284656
106,2,"2016-05-21",6,14,3.24235024930825,8.07554804393614,3.24235024930825,7.33803440255271,3.24235024930825,7.33803440255271,3.24235024930825
106,2,"2016-05-22",6,14,3.13320911280851,8.07554804393614,3.13320911280851,7.33803440255271,3.13320911280851,7.33803440255271,3.13320911280851
106,2,"2016-05-23",6,14,3.23492710706845,8.07554804393614,3.23492710706845,7.33803440255271,3.23492710706845,7.33803440255271,3.23492710706845
106,2,"2016-05-24",6,14,9.55737853146797,8.07554804393614,9.55737853146797,7.33803440255271,9.55737853146797,7.33803440255271,9.55737853146797
106,2,"2016-05-25",6,14,6.04158505353192,8.07554804393614,6.04158505353192,7.33803440255271,6.04158505353192,7.33803440255271,6.04158505353192
106,2,"2016-05-26",6,14,5.72484877625554,8.07554804393614,5.72484877625554,7.33803440255271,5.72484877625554,7.33803440255271,5.72484877625554
106,2,"2016-05-27",6,14,7.37031875480949,8.07554804393614,7.37031875480949,7.33803440255271,7.37031875480949,7.33803440255271,7.37031875480949
106,2,"2016-05-28",6,14,3.18401938961488,8.07554804393614,3.18401938961488,7.33803440255271,3.18401938961488,7.33803440255271,3.18401938961488
106,2,"2016-05-29",6,14,8.17286799054008,8.07554804393614,8.17286799054008,7.33803440255271,8.17286799054008,7.33803440255271,8.17286799054008
107,1,"2016-05-20",6,14,2.06404751286813,0.946082145868232,2.06404751286813,1.17957576475142,2.06404751286813,1.17957576475142,2.06404751286813
107,1,"2016-05-21",6,14,1.15760606859558,0.946082145868232,1.15760606859558,1.17957576475142,1.15760606859558,1.17957576475142,1.15760606859558
107,1,"2016-05-22",6,14,0,0.946082145868232,0,1.17957576475142,0,1.17957576475142,0
107,1,"2016-05-23",6,14,1.70236042199194,0.946082145868232,1.70236042199194,1.17957576475142,1.70236042199194,1.17957576475142,1.70236042199194
107,1,"2016-05-24",6,14,1.81960784949804,0.946082145868232,1.81960784949804,1.17957576475142,1.81960784949804,1.17957576475142,1.81960784949804
107,1,"2016-05-25",6,14,2.39532907676244,0.946082145868232,2.39532907676244,1.17957576475142,2.39532907676244,1.17957576475142,2.39532907676244
107,1,"2016-05-26",6,14,2.7677956848484,0.946082145868232,2.7677956848484,1.17957576475142,2.7677956848484,1.17957576475142,2.7677956848484
107,1,"2016-05-27",6,14,1.82688048169403,0.946082145868232,1.82688048169403,1.17957576475142,1.82688048169403,1.17957576475142,1.82688048169403
107,1,"2016-05-28",6,14,0,0.946082145868232,0,1.17957576475142,0,1.17957576475142,0
107,1,"2016-05-29",6,14,0,0.946082145868232,0,1.17957576475142,0,1.17957576475142,0
107,2,"2016-05-20",6,14,2.46203397153439,2.36929690024252,2.46203397153439,2.49149392134402,2.46203397153439,2.49149392134402,2.46203397153439
107,2,"2016-05-21",6,14,1.1888215092416,2.36929690024252,1.1888215092416,2.49149392134402,1.1888215092416,2.49149392134402,1.1888215092416
107,2,"2016-05-22",6,14,2.25955835639514,2.36929690024252,2.25955835639514,2.49149392134402,2.25955835639514,2.49149392134402,2.25955835639514
107,2,"2016-05-23",6,14,1.14114474357468,2.36929690024252,1.14114474357468,2.49149392134402,1.14114474357468,2.49149392134402,1.14114474357468
107,2,"2016-05-24",6,14,3.59161688227716,2.36929690024252,3.59161688227716,2.49149392134402,3.59161688227716,2.49149392134402,3.59161688227716
107,2,"2016-05-25",6,14,2.17097055333149,2.36929690024252,2.17097055333149,2.49149392134402,2.17097055333149,2.49149392134402,2.17097055333149
107,2,"2016-05-26",6,14,2.50348870527505,2.36929690024252,2.50348870527505,2.49149392134402,2.50348870527505,2.49149392134402,2.50348870527505
107,2,"2016-05-27",6,14,5.05847722678465,2.36929690024252,5.05847722678465,2.49149392134402,5.05847722678465,2.49149392134402,5.05847722678465
107,2,"2016-05-28",6,14,0.572493209047414,2.36929690024252,0.572493209047414,2.49149392134402,0.572493209047414,2.49149392134402,0.572493209047414
