"data","prod","zona","area","sottoarea","vendite","giorno_mese","giorno_settimana","giorno_anno","mese","settimana_anno","anno","weekend","stagione","key","primo_del_mese","sp_anno","sp_mese","sp_settimana","vendite_missing","latitudine","longitudine","cluster3","cluster6","cluster20","vacanza","vendite_giorn_prod","vendite_giorn_tot"
2016-05-10,1,1,1,5,8.76178073883057,10,2,131,5,19,2016,0,2,"1-1-5",0,951,56,19,0,42.4990729575758,13.7617083090909,2,4,8,0,792,1205
2016-05-11,1,1,1,5,8.58708763122559,11,3,132,5,19,2016,0,2,"1-1-5",0,959,64,27,0,42.4990729575758,13.7617083090909,2,4,8,0,919,1279
2016-05-12,1,1,1,5,8.51999950408936,12,4,133,5,19,2016,0,2,"1-1-5",0,967,72,35,0,42.4990729575758,13.7617083090909,2,4,8,0,877,1306
2016-05-13,1,1,1,5,8.71993541717529,13,5,134,5,20,2016,0,2,"1-1-5",0,977,82,0,0,42.4990729575758,13.7617083090909,2,4,8,0,816,1251
2016-05-14,1,1,1,5,3.00828909873962,14,6,135,5,20,2016,1,2,"1-1-5",0,984,89,7,0,42.4990729575758,13.7617083090909,2,4,8,0,53,290
2016-05-15,1,1,1,5,1.1674268245697,15,7,136,5,20,2016,1,2,"1-1-5",0,984,89,7,0,42.4990729575758,13.7617083090909,2,4,8,0,9,70
2016-05-16,1,1,1,5,8.58631420135498,16,1,137,5,20,2016,0,2,"1-1-5",0,984,89,7,0,42.4990729575758,13.7617083090909,2,4,8,0,976,1274
2016-05-17,1,1,1,5,8.76931571960449,17,2,138,5,20,2016,0,2,"1-1-5",0,994,99,17,0,42.4990729575758,13.7617083090909,2,4,8,0,858,1226
2016-05-18,1,1,1,5,8.48385429382324,18,3,139,5,20,2016,0,2,"1-1-5",0,1002,107,25,0,42.4990729575758,13.7617083090909,2,4,8,0,909,1216
2016-05-19,1,1,1,5,8.10291290283203,19,4,140,5,20,2016,0,2,"1-1-5",0,1011,116,34,0,42.4990729575758,13.7617083090909,2,4,8,0,465,829
2016-05-10,1,1,1,6,1.84072887897491,10,2,131,5,19,2016,0,2,"1-1-6",0,108,6,2,0,42.0110725,13.4630063571429,2,4,6,0,792,1205
2016-05-11,1,1,1,6,1.69953155517578,11,3,132,5,19,2016,0,2,"1-1-6",0,109,7,3,0,42.0110725,13.4630063571429,2,4,6,0,919,1279
2016-05-12,1,1,1,6,1.50069665908813,12,4,133,5,19,2016,0,2,"1-1-6",0,110,8,4,0,42.0110725,13.4630063571429,2,4,6,0,877,1306
2016-05-13,1,1,1,6,1.76353216171265,13,5,134,5,20,2016,0,2,"1-1-6",0,111,9,0,0,42.0110725,13.4630063571429,2,4,6,0,816,1251
2016-05-14,1,1,1,6,-0.154752016067505,14,6,135,5,20,2016,1,2,"1-1-6",0,112,10,1,0,42.0110725,13.4630063571429,2,4,6,0,53,290
2016-05-15,1,1,1,6,-0.504729270935059,15,7,136,5,20,2016,1,2,"1-1-6",0,112,10,1,0,42.0110725,13.4630063571429,2,4,6,0,9,70
2016-05-16,1,1,1,6,2.13908648490906,16,1,137,5,20,2016,0,2,"1-1-6",0,112,10,1,0,42.0110725,13.4630063571429,2,4,6,0,976,1274
2016-05-17,1,1,1,6,1.81645596027374,17,2,138,5,20,2016,0,2,"1-1-6",0,113,11,2,0,42.0110725,13.4630063571429,2,4,6,0,858,1226
2016-05-18,1,1,1,6,1.50893843173981,18,3,139,5,20,2016,0,2,"1-1-6",0,114,12,3,0,42.0110725,13.4630063571429,2,4,6,0,909,1216
2016-05-19,1,1,1,6,1.17158448696136,19,4,140,5,20,2016,0,2,"1-1-6",0,116,14,5,0,42.0110725,13.4630063571429,2,4,6,0,465,829
2016-05-10,1,1,2,7,3.3879828453064,10,2,131,5,19,2016,0,2,"1-2-7",0,304,18,5,0,42.3167516511628,14.2181936046512,2,4,8,0,792,1205
2016-05-11,1,1,2,7,3.21187114715576,11,3,132,5,19,2016,0,2,"1-2-7",0,307,21,8,0,42.3167516511628,14.2181936046512,2,4,8,0,919,1279
2016-05-12,1,1,2,7,3.21385741233826,12,4,133,5,19,2016,0,2,"1-2-7",0,310,24,11,0,42.3167516511628,14.2181936046512,2,4,8,0,877,1306
2016-05-13,1,1,2,7,3.48527002334595,13,5,134,5,20,2016,0,2,"1-2-7",0,314,28,0,0,42.3167516511628,14.2181936046512,2,4,8,0,816,1251
2016-05-14,1,1,2,7,0.90491259098053,14,6,135,5,20,2016,1,2,"1-2-7",0,317,31,3,0,42.3167516511628,14.2181936046512,2,4,8,0,53,290
2016-05-15,1,1,2,7,0.014435350894928,15,7,136,5,20,2016,1,2,"1-2-7",0,317,31,3,0,42.3167516511628,14.2181936046512,2,4,8,0,9,70
2016-05-16,1,1,2,7,3.56360864639282,16,1,137,5,20,2016,0,2,"1-2-7",0,317,31,3,0,42.3167516511628,14.2181936046512,2,4,8,0,976,1274
2016-05-17,1,1,2,7,3.51412892341614,17,2,138,5,20,2016,0,2,"1-2-7",0,321,35,7,0,42.3167516511628,14.2181936046512,2,4,8,0,858,1226
2016-05-18,1,1,2,7,3.25014424324036,18,3,139,5,20,2016,0,2,"1-2-7",0,323,37,9,0,42.3167516511628,14.2181936046512,2,4,8,0,909,1216
2016-05-19,1,1,2,7,2.91910743713379,19,4,140,5,20,2016,0,2,"1-2-7",0,326,40,12,0,42.3167516511628,14.2181936046512,2,4,8,0,465,829
2016-05-10,1,1,2,8,6.94211626052856,10,2,131,5,19,2016,0,2,"1-2-8",0,668,39,13,0,41.8170241764706,14.4429095429864,2,4,8,0,792,1205
2016-05-11,1,1,2,8,6.78324317932129,11,3,132,5,19,2016,0,2,"1-2-8",0,673,44,18,0,41.8170241764706,14.4429095429864,2,4,8,0,919,1279
2016-05-12,1,1,2,8,6.60099172592163,12,4,133,5,19,2016,0,2,"1-2-8",0,678,49,23,0,41.8170241764706,14.4429095429864,2,4,8,0,877,1306
2016-05-13,1,1,2,8,6.88829755783081,13,5,134,5,20,2016,0,2,"1-2-8",0,684,55,0,0,41.8170241764706,14.4429095429864,2,4,8,0,816,1251
2016-05-14,1,1,2,8,1.70578420162201,14,6,135,5,20,2016,1,2,"1-2-8",0,689,60,5,0,41.8170241764706,14.4429095429864,2,4,8,0,53,290
2016-05-15,1,1,2,8,0.615016102790833,15,7,136,5,20,2016,1,2,"1-2-8",0,690,61,6,0,41.8170241764706,14.4429095429864,2,4,8,0,9,70
2016-05-16,1,1,2,8,6.96559238433838,16,1,137,5,20,2016,0,2,"1-2-8",0,690,61,6,0,41.8170241764706,14.4429095429864,2,4,8,0,976,1274
2016-05-17,1,1,2,8,6.97704792022705,17,2,138,5,20,2016,0,2,"1-2-8",0,698,69,14,0,41.8170241764706,14.4429095429864,2,4,8,0,858,1226
2016-05-18,1,1,2,8,6.68722105026245,18,3,139,5,20,2016,0,2,"1-2-8",0,704,75,20,0,41.8170241764706,14.4429095429864,2,4,8,0,909,1216
2016-05-19,1,1,2,8,6.34558629989624,19,4,140,5,20,2016,0,2,"1-2-8",0,710,81,26,0,41.8170241764706,14.4429095429864,2,4,8,0,465,829
2016-05-10,1,13,33,9,4.76394367218018,10,2,131,5,19,2016,0,2,"13-33-9",0,500,30,11,0,43.7334912282608,12.741713076087,2,5,9,0,792,1205
2016-05-11,1,13,33,9,4.62329149246216,11,3,132,5,19,2016,0,2,"13-33-9",0,504,34,15,0,43.7334912282608,12.741713076087,2,5,9,0,919,1279
2016-05-12,1,13,33,9,4.64855718612671,12,4,133,5,19,2016,0,2,"13-33-9",0,510,40,21,0,43.7334912282608,12.741713076087,2,5,9,0,877,1306
2016-05-13,1,13,33,9,4.83818769454956,13,5,134,5,20,2016,0,2,"13-33-9",0,515,45,0,0,43.7334912282608,12.741713076087,2,5,9,0,816,1251
2016-05-14,1,13,33,9,1.13614177703857,14,6,135,5,20,2016,1,2,"13-33-9",0,518,48,3,0,43.7334912282608,12.741713076087,2,5,9,0,53,290
2016-05-15,1,13,33,9,-0.00888955593109131,15,7,136,5,20,2016,1,2,"13-33-9",0,519,49,4,0,43.7334912282608,12.741713076087,2,5,9,0,9,70
2016-05-16,1,13,33,9,4.8928599357605,16,1,137,5,20,2016,0,2,"13-33-9",0,519,49,4,0,43.7334912282608,12.741713076087,2,5,9,0,976,1274
2016-05-17,1,13,33,9,4.86235952377319,17,2,138,5,20,2016,0,2,"13-33-9",0,525,55,10,0,43.7334912282608,12.741713076087,2,5,9,0,858,1226
2016-05-18,1,13,33,9,4.62817907333374,18,3,139,5,20,2016,0,2,"13-33-9",0,529,59,14,0,43.7334912282608,12.741713076087,2,5,9,0,909,1216
2016-05-19,1,13,33,9,4.28298234939575,19,4,140,5,20,2016,0,2,"13-33-9",0,535,65,20,0,43.7334912282608,12.741713076087,2,5,9,0,465,829
2016-05-10,1,13,33,10,5.68364000320435,10,2,131,5,19,2016,0,2,"13-33-10",0,610,33,13,0,43.5490130625,13.17461525,2,4,9,0,792,1205
2016-05-11,1,13,33,10,5.55032348632812,11,3,132,5,19,2016,0,2,"13-33-10",0,615,38,18,0,43.5490130625,13.17461525,2,4,9,0,919,1279
2016-05-12,1,13,33,10,5.57902145385742,12,4,133,5,19,2016,0,2,"13-33-10",0,622,45,25,0,43.5490130625,13.17461525,2,4,9,0,877,1306
2016-05-13,1,13,33,10,5.75693702697754,13,5,134,5,20,2016,0,2,"13-33-10",0,628,51,0,0,43.5490130625,13.17461525,2,4,9,0,816,1251
2016-05-14,1,13,33,10,1.50688564777374,14,6,135,5,20,2016,1,2,"13-33-10",0,633,56,5,0,43.5490130625,13.17461525,2,4,9,0,53,290
2016-05-15,1,13,33,10,0.17912620306015,15,7,136,5,20,2016,1,2,"13-33-10",0,633,56,5,0,43.5490130625,13.17461525,2,4,9,0,9,70
2016-05-16,1,13,33,10,5.7908821105957,16,1,137,5,20,2016,0,2,"13-33-10",0,633,56,5,0,43.5490130625,13.17461525,2,4,9,0,976,1274
2016-05-17,1,13,33,10,5.74082088470459,17,2,138,5,20,2016,0,2,"13-33-10",0,640,63,12,0,43.5490130625,13.17461525,2,4,9,0,858,1226
2016-05-18,1,13,33,10,5.51397514343262,18,3,139,5,20,2016,0,2,"13-33-10",0,644,67,16,0,43.5490130625,13.17461525,2,4,9,0,909,1216
2016-05-19,1,13,33,10,5.17220735549927,19,4,140,5,20,2016,0,2,"13-33-10",0,650,73,22,0,43.5490130625,13.17461525,2,4,9,0,465,829
2016-05-10,1,22,68,11,5.46603631973267,10,2,131,5,19,2016,0,2,"22-68-11",0,590,42,14,0,45.5163374545455,7.58600771022728,1,2,7,0,792,1205
2016-05-11,1,22,68,11,5.37277173995972,11,3,132,5,19,2016,0,2,"22-68-11",0,594,46,18,0,45.5163374545455,7.58600771022728,1,2,7,0,919,1279
2016-05-12,1,22,68,11,5.56821203231812,12,4,133,5,19,2016,0,2,"22-68-11",0,599,51,23,0,45.5163374545455,7.58600771022728,1,2,7,0,877,1306
2016-05-13,1,22,68,11,5.50755643844604,13,5,134,5,20,2016,0,2,"22-68-11",0,605,57,0,0,45.5163374545455,7.58600771022728,1,2,7,0,816,1251
2016-05-14,1,22,68,11,1.33426332473755,14,6,135,5,20,2016,1,2,"22-68-11",0,609,61,4,0,45.5163374545455,7.58600771022728,1,2,7,0,53,290
2016-05-15,1,22,68,11,0.37801456451416,15,7,136,5,20,2016,1,2,"22-68-11",0,609,61,4,0,45.5163374545455,7.58600771022728,1,2,7,0,9,70
2016-05-16,1,22,68,11,5.83059883117676,16,1,137,5,20,2016,0,2,"22-68-11",0,609,61,4,0,45.5163374545455,7.58600771022728,1,2,7,0,976,1274
2016-05-17,1,22,68,11,5.4424409866333,17,2,138,5,20,2016,0,2,"22-68-11",0,617,69,12,0,45.5163374545455,7.58600771022728,1,2,7,0,858,1226
2016-05-18,1,22,68,11,5.25877332687378,18,3,139,5,20,2016,0,2,"22-68-11",0,624,76,19,0,45.5163374545455,7.58600771022728,1,2,7,0,909,1216
2016-05-19,1,22,68,11,4.93284177780151,19,4,140,5,20,2016,0,2,"22-68-11",0,629,81,24,0,45.5163374545455,7.58600771022728,1,2,7,0,465,829
2016-05-10,1,22,68,12,4.51358985900879,10,2,131,5,19,2016,0,2,"22-68-12",0,445,27,9,0,45.1816375897436,7.8064237948718,1,2,7,0,792,1205
2016-05-11,1,22,68,12,4.43455028533936,11,3,132,5,19,2016,0,2,"22-68-12",0,447,29,11,0,45.1816375897436,7.8064237948718,1,2,7,0,919,1279
2016-05-12,1,22,68,12,4.58848714828491,12,4,133,5,19,2016,0,2,"22-68-12",0,452,34,16,0,45.1816375897436,7.8064237948718,1,2,7,0,877,1306
2016-05-13,1,22,68,12,4.5440821647644,13,5,134,5,20,2016,0,2,"22-68-12",0,456,38,0,0,45.1816375897436,7.8064237948718,1,2,7,0,816,1251
2016-05-14,1,22,68,12,1.10325050354004,14,6,135,5,20,2016,1,2,"22-68-12",0,460,42,4,0,45.1816375897436,7.8064237948718,1,2,7,0,53,290
2016-05-15,1,22,68,12,0.0643695890903473,15,7,136,5,20,2016,1,2,"22-68-12",0,460,42,4,0,45.1816375897436,7.8064237948718,1,2,7,0,9,70
2016-05-16,1,22,68,12,4.70392179489136,16,1,137,5,20,2016,0,2,"22-68-12",0,460,42,4,0,45.1816375897436,7.8064237948718,1,2,7,0,976,1274
2016-05-17,1,22,68,12,4.50379180908203,17,2,138,5,20,2016,0,2,"22-68-12",0,465,47,9,0,45.1816375897436,7.8064237948718,1,2,7,0,858,1226
2016-05-18,1,22,68,12,4.30970430374146,18,3,139,5,20,2016,0,2,"22-68-12",0,469,51,13,0,45.1816375897436,7.8064237948718,1,2,7,0,909,1216
2016-05-19,1,22,68,12,3.92863273620605,19,4,140,5,20,2016,0,2,"22-68-12",0,473,55,17,0,45.1816375897436,7.8064237948718,1,2,7,0,465,829
2016-05-10,1,17,45,13,10.692214012146,10,2,131,5,19,2016,0,2,"17-45-13",0,1073,75,25,0,41.004753673913,16.996119326087,3,1,3,0,792,1205
2016-05-11,1,17,45,13,10.421669960022,11,3,132,5,19,2016,0,2,"17-45-13",0,1083,85,35,0,41.004753673913,16.996119326087,3,1,3,0,919,1279
2016-05-12,1,17,45,13,10.2418527603149,12,4,133,5,19,2016,0,2,"17-45-13",0,1094,96,46,0,41.004753673913,16.996119326087,3,1,3,0,877,1306
2016-05-13,1,17,45,13,10.1564121246338,13,5,134,5,20,2016,0,2,"17-45-13",0,1107,109,0,0,41.004753673913,16.996119326087,3,1,3,0,816,1251
2016-05-14,1,17,45,13,2.19255590438843,14,6,135,5,20,2016,1,2,"17-45-13",0,1119,121,12,0,41.004753673913,16.996119326087,3,1,3,0,53,290
2016-05-15,1,17,45,13,2.03863191604614,15,7,136,5,20,2016,1,2,"17-45-13",0,1119,121,12,0,41.004753673913,16.996119326087,3,1,3,0,9,70
2016-05-16,1,17,45,13,10.4287576675415,16,1,137,5,20,2016,0,2,"17-45-13",0,1119,121,12,0,41.004753673913,16.996119326087,3,1,3,0,976,1274
2016-05-17,1,17,45,13,10.3373517990112,17,2,138,5,20,2016,0,2,"17-45-13",0,1130,132,23,0,41.004753673913,16.996119326087,3,1,3,0,858,1226
2016-05-18,1,17,45,13,9.83599376678467,18,3,139,5,20,2016,0,2,"17-45-13",0,1141,143,34,0,41.004753673913,16.996119326087,3,1,3,0,909,1216
2016-05-19,1,17,45,13,9.7916841506958,19,4,140,5,20,2016,0,2,"17-45-13",0,1152,154,45,0,41.004753673913,16.996119326087,3,1,3,0,465,829
2016-05-10,1,17,45,14,2.73086214065552,10,2,131,5,19,2016,0,2,"17-45-14",0,241,16,6,0,40.9330190666667,16.6620516,3,1,3,0,792,1205
2016-05-11,1,17,45,14,2.49884462356567,11,3,132,5,19,2016,0,2,"17-45-14",0,243,18,8,0,40.9330190666667,16.6620516,3,1,3,0,919,1279
2016-05-12,1,17,45,14,2.38420224189758,12,4,133,5,19,2016,0,2,"17-45-14",0,245,20,10,0,40.9330190666667,16.6620516,3,1,3,0,877,1306
2016-05-13,1,17,45,14,2.51205945014954,13,5,134,5,20,2016,0,2,"17-45-14",0,247,22,0,0,40.9330190666667,16.6620516,3,1,3,0,816,1251
2016-05-14,1,17,45,14,0.0781461894512177,14,6,135,5,20,2016,1,2,"17-45-14",0,250,25,3,0,40.9330190666667,16.6620516,3,1,3,0,53,290
2016-05-15,1,17,45,14,-0.159759402275085,15,7,136,5,20,2016,1,2,"17-45-14",0,250,25,3,0,40.9330190666667,16.6620516,3,1,3,0,9,70
2016-05-16,1,17,45,14,2.91587805747986,16,1,137,5,20,2016,0,2,"17-45-14",0,250,25,3,0,40.9330190666667,16.6620516,3,1,3,0,976,1274
2016-05-17,1,17,45,14,2.70715427398682,17,2,138,5,20,2016,0,2,"17-45-14",0,252,27,5,0,40.9330190666667,16.6620516,3,1,3,0,858,1226
2016-05-18,1,17,45,14,2.27040576934814,18,3,139,5,20,2016,0,2,"17-45-14",0,255,30,8,0,40.9330190666667,16.6620516,3,1,3,0,909,1216
2016-05-19,1,17,45,14,2.07640957832336,19,4,140,5,20,2016,0,2,"17-45-14",0,257,32,10,0,40.9330190666667,16.6620516,3,1,3,0,465,829
2016-05-10,1,2,3,15,2.72579646110535,10,2,131,5,19,2016,0,2,"2-3-15",0,238,15,6,0,40.4182578301887,16.4805773962264,3,1,3,0,792,1205
2016-05-11,1,2,3,15,2.60801529884338,11,3,132,5,19,2016,0,2,"2-3-15",0,240,17,8,0,40.4182578301887,16.4805773962264,3,1,3,0,919,1279
2016-05-12,1,2,3,15,2.47048258781433,12,4,133,5,19,2016,0,2,"2-3-15",0,243,20,11,0,40.4182578301887,16.4805773962264,3,1,3,0,877,1306
2016-05-13,1,2,3,15,2.73957324028015,13,5,134,5,20,2016,0,2,"2-3-15",0,246,23,0,0,40.4182578301887,16.4805773962264,3,1,3,0,816,1251
2016-05-14,1,2,3,15,0.0623622238636017,14,6,135,5,20,2016,1,2,"2-3-15",0,249,26,3,0,40.4182578301887,16.4805773962264,3,1,3,0,53,290
2016-05-15,1,2,3,15,-0.0079808235168457,15,7,136,5,20,2016,1,2,"2-3-15",0,249,26,3,0,40.4182578301887,16.4805773962264,3,1,3,0,9,70
2016-05-16,1,2,3,15,3.00480699539185,16,1,137,5,20,2016,0,2,"2-3-15",0,249,26,3,0,40.4182578301887,16.4805773962264,3,1,3,0,976,1274
2016-05-17,1,2,3,15,2.81744956970215,17,2,138,5,20,2016,0,2,"2-3-15",0,252,29,6,0,40.4182578301887,16.4805773962264,3,1,3,0,858,1226
2016-05-18,1,2,3,15,2.44543266296387,18,3,139,5,20,2016,0,2,"2-3-15",0,254,31,8,0,40.4182578301887,16.4805773962264,3,1,3,0,909,1216
2016-05-19,1,2,3,15,2.24488258361816,19,4,140,5,20,2016,0,2,"2-3-15",0,256,33,10,0,40.4182578301887,16.4805773962264,3,1,3,0,465,829
2016-05-10,1,2,3,16,7.15325307846069,10,2,131,5,19,2016,0,2,"2-3-16",0,690,45,16,0,40.4880508846153,17.2766156923077,3,1,3,0,792,1205
2016-05-11,1,2,3,16,6.83296728134155,11,3,132,5,19,2016,0,2,"2-3-16",0,695,50,21,0,40.4880508846153,17.2766156923077,3,1,3,0,919,1279
2016-05-12,1,2,3,16,6.66943693161011,12,4,133,5,19,2016,0,2,"2-3-16",0,703,58,29,0,40.4880508846153,17.2766156923077,3,1,3,0,877,1306
2016-05-13,1,2,3,16,6.74073648452759,13,5,134,5,20,2016,0,2,"2-3-16",0,710,65,0,0,40.4880508846153,17.2766156923077,3,1,3,0,816,1251
2016-05-14,1,2,3,16,0.988179922103882,14,6,135,5,20,2016,1,2,"2-3-16",0,716,71,6,0,40.4880508846153,17.2766156923077,3,1,3,0,53,290
2016-05-15,1,2,3,16,1.50326466560364,15,7,136,5,20,2016,1,2,"2-3-16",0,716,71,6,0,40.4880508846153,17.2766156923077,3,1,3,0,9,70
2016-05-16,1,2,3,16,6.97579002380371,16,1,137,5,20,2016,0,2,"2-3-16",0,716,71,6,0,40.4880508846153,17.2766156923077,3,1,3,0,976,1274
2016-05-17,1,2,3,16,6.75164031982422,17,2,138,5,20,2016,0,2,"2-3-16",0,724,79,14,0,40.4880508846153,17.2766156923077,3,1,3,0,858,1226
2016-05-18,1,2,3,16,6.37404680252075,18,3,139,5,20,2016,0,2,"2-3-16",0,730,85,20,0,40.4880508846153,17.2766156923077,3,1,3,0,909,1216
2016-05-19,1,2,3,16,6.34006881713867,19,4,140,5,20,2016,0,2,"2-3-16",0,737,92,27,0,40.4880508846153,17.2766156923077,3,1,3,0,465,829
