"Zona","Area","Sottoarea","Categoria_prodotto","Data","Vendite"
"Zona_7","Area_16","Sottoarea_100","Prodotto_1","2016-05-22",1.098217858156
"Zona_7","Area_16","Sottoarea_100","Prodotto_1","2016-05-23",6.16711193618752
"Zona_7","Area_16","Sottoarea_100","Prodotto_1","2016-05-24",6.15142591870453
"Zona_7","Area_16","Sottoarea_100","Prodotto_1","2016-05-25",6.60403360997242
"Zona_7","Area_16","Sottoarea_100","Prodotto_1","2016-05-26",6.09195064431415
"Zona_7","Area_16","Sottoarea_100","Prodotto_1","2016-05-27",6.02345737360642
"Zona_7","Area_16","Sottoarea_100","Prodotto_1","2016-05-28",2.10976295792616
"Zona_7","Area_16","Sottoarea_100","Prodotto_1","2016-05-29",1.12607840867351
"Zona_7","Area_16","Sottoarea_100","Prodotto_2","2016-05-20",4.27391288956618
"Zona_7","Area_16","Sottoarea_100","Prodotto_2","2016-05-21",3.32373219613119
"Zona_7","Area_16","Sottoarea_100","Prodotto_2","2016-05-22",1.4646853945514
"Zona_7","Area_16","Sottoarea_100","Prodotto_2","2016-05-23",2.92629680980482
"Zona_7","Area_16","Sottoarea_100","Prodotto_2","2016-05-24",3.96827075486308
"Zona_7","Area_16","Sottoarea_100","Prodotto_2","2016-05-25",4.03007058361329
"Zona_7","Area_16","Sottoarea_100","Prodotto_2","2016-05-26",4.13282814037712
"Zona_7","Area_16","Sottoarea_100","Prodotto_2","2016-05-27",4.05701272013457
"Zona_7","Area_16","Sottoarea_100","Prodotto_2","2016-05-28",2.82382171945101
"Zona_7","Area_16","Sottoarea_100","Prodotto_2","2016-05-29",1.21295491691929
"Zona_17","Area_47","Sottoarea_101","Prodotto_1","2016-05-20",3.87160001653459
"Zona_17","Area_47","Sottoarea_101","Prodotto_1","2016-05-21",1.1568093855245
"Zona_17","Area_47","Sottoarea_101","Prodotto_1","2016-05-22",0.948329415781904
"Zona_17","Area_47","Sottoarea_101","Prodotto_1","2016-05-23",4.83492470157659
"Zona_17","Area_47","Sottoarea_101","Prodotto_1","2016-05-24",4.87328122473013
"Zona_17","Area_47","Sottoarea_101","Prodotto_1","2016-05-25",4.84495114915154
"Zona_17","Area_47","Sottoarea_101","Prodotto_1","2016-05-26",4.80818238709338
"Zona_17","Area_47","Sottoarea_101","Prodotto_1","2016-05-27",4.47003857763094
"Zona_17","Area_47","Sottoarea_101","Prodotto_1","2016-05-28",1.41137166395649
"Zona_17","Area_47","Sottoarea_101","Prodotto_1","2016-05-29",0.972601916712007
"Zona_17","Area_47","Sottoarea_101","Prodotto_2","2016-05-20",3.21961390529079
"Zona_17","Area_47","Sottoarea_101","Prodotto_2","2016-05-21",2.26293505121082
"Zona_17","Area_47","Sottoarea_101","Prodotto_2","2016-05-22",0.98390086460273
"Zona_17","Area_47","Sottoarea_101","Prodotto_2","2016-05-23",2.01427102552418
"Zona_17","Area_47","Sottoarea_101","Prodotto_2","2016-05-24",3.55353839707408
"Zona_17","Area_47","Sottoarea_101","Prodotto_2","2016-05-25",3.47911335137398
"Zona_17","Area_47","Sottoarea_101","Prodotto_2","2016-05-26",3.41504975668232
"Zona_17","Area_47","Sottoarea_101","Prodotto_2","2016-05-27",3.20849670272778
"Zona_17","Area_47","Sottoarea_101","Prodotto_2","2016-05-28",1.96229515520801
"Zona_17","Area_47","Sottoarea_101","Prodotto_2","2016-05-29",0.78845413612288
"Zona_17","Area_47","Sottoarea_102","Prodotto_1","2016-05-20",6.5492260924731
"Zona_17","Area_47","Sottoarea_102","Prodotto_1","2016-05-21",1.57716287973142
"Zona_17","Area_47","Sottoarea_102","Prodotto_1","2016-05-22",1.31310599193116
"Zona_17","Area_47","Sottoarea_102","Prodotto_1","2016-05-23",7.26487916450692
"Zona_17","Area_47","Sottoarea_102","Prodotto_1","2016-05-24",7.42101933915091
"Zona_17","Area_47","Sottoarea_102","Prodotto_1","2016-05-25",7.37112249886618
"Zona_17","Area_47","Sottoarea_102","Prodotto_1","2016-05-26",7.46250144133088
"Zona_17","Area_47","Sottoarea_102","Prodotto_1","2016-05-27",7.23355980922148
"Zona_17","Area_47","Sottoarea_102","Prodotto_1","2016-05-28",2.17877996831419
"Zona_17","Area_47","Sottoarea_102","Prodotto_1","2016-05-29",1.58173812283953
"Zona_17","Area_47","Sottoarea_102","Prodotto_2","2016-05-20",4.42078488880541
"Zona_17","Area_47","Sottoarea_102","Prodotto_2","2016-05-21",2.5635728563199
"Zona_17","Area_47","Sottoarea_102","Prodotto_2","2016-05-22",1.24401291263523
"Zona_17","Area_47","Sottoarea_102","Prodotto_2","2016-05-23",2.89667093823586
"Zona_17","Area_47","Sottoarea_102","Prodotto_2","2016-05-24",4.71165727364714
"Zona_17","Area_47","Sottoarea_102","Prodotto_2","2016-05-25",4.25188544976275
"Zona_17","Area_47","Sottoarea_102","Prodotto_2","2016-05-26",4.08185217937266
"Zona_17","Area_47","Sottoarea_102","Prodotto_2","2016-05-27",4.1924385680238
"Zona_17","Area_47","Sottoarea_102","Prodotto_2","2016-05-28",2.37327684740272
"Zona_17","Area_47","Sottoarea_102","Prodotto_2","2016-05-29",1.06598122199482
"Zona_20","Area_56","Sottoarea_103","Prodotto_1","2016-05-20",3.14261485789407
"Zona_20","Area_56","Sottoarea_103","Prodotto_1","2016-05-21",0.879326725186751
"Zona_20","Area_56","Sottoarea_103","Prodotto_1","2016-05-22",0.484425563022172
"Zona_20","Area_56","Sottoarea_103","Prodotto_1","2016-05-23",3.96902573199558
"Zona_20","Area_56","Sottoarea_103","Prodotto_1","2016-05-24",3.63892459988899
"Zona_20","Area_56","Sottoarea_103","Prodotto_1","2016-05-25",3.81037516793022
"Zona_20","Area_56","Sottoarea_103","Prodotto_1","2016-05-26",3.71527682774414
"Zona_20","Area_56","Sottoarea_103","Prodotto_1","2016-05-27",3.84648595709003
"Zona_20","Area_56","Sottoarea_103","Prodotto_1","2016-05-28",1.29186710989871
"Zona_20","Area_56","Sottoarea_103","Prodotto_1","2016-05-29",0.512091910919056
"Zona_20","Area_56","Sottoarea_103","Prodotto_2","2016-05-20",2.0273547077433
"Zona_20","Area_56","Sottoarea_103","Prodotto_2","2016-05-21",1.26332798450092
"Zona_20","Area_56","Sottoarea_103","Prodotto_2","2016-05-22",0.497872884244173
"Zona_20","Area_56","Sottoarea_103","Prodotto_2","2016-05-23",1.63481495805911
"Zona_20","Area_56","Sottoarea_103","Prodotto_2","2016-05-24",2.01356819563209
"Zona_20","Area_56","Sottoarea_103","Prodotto_2","2016-05-25",2.0112216315699
"Zona_20","Area_56","Sottoarea_103","Prodotto_2","2016-05-26",2.203127638065
"Zona_20","Area_56","Sottoarea_103","Prodotto_2","2016-05-27",2.09034041664794
"Zona_20","Area_56","Sottoarea_103","Prodotto_2","2016-05-28",1.20423809867267
"Zona_20","Area_56","Sottoarea_103","Prodotto_2","2016-05-29",0.483219280603695
"Zona_20","Area_56","Sottoarea_104","Prodotto_1","2016-05-20",3.4743549526669
"Zona_20","Area_56","Sottoarea_104","Prodotto_1","2016-05-21",1.0381885523697
"Zona_20","Area_56","Sottoarea_104","Prodotto_1","2016-05-22",0.650431429875676
"Zona_20","Area_56","Sottoarea_104","Prodotto_1","2016-05-23",4.51187601473963
"Zona_20","Area_56","Sottoarea_104","Prodotto_1","2016-05-24",4.14095160796174
"Zona_20","Area_56","Sottoarea_104","Prodotto_1","2016-05-25",4.37691255969899
"Zona_20","Area_56","Sottoarea_104","Prodotto_1","2016-05-26",4.18623757110724
"Zona_20","Area_56","Sottoarea_104","Prodotto_1","2016-05-27",4.20945591319307
"Zona_20","Area_56","Sottoarea_104","Prodotto_1","2016-05-28",1.48227548935208
"Zona_20","Area_56","Sottoarea_104","Prodotto_1","2016-05-29",0.662987311361502
"Zona_20","Area_56","Sottoarea_104","Prodotto_2","2016-05-20",2.02701065286549
"Zona_20","Area_56","Sottoarea_104","Prodotto_2","2016-05-21",1.08384392092166
"Zona_20","Area_56","Sottoarea_104","Prodotto_2","2016-05-22",0.423047855055643
"Zona_20","Area_56","Sottoarea_104","Prodotto_2","2016-05-23",1.75063980422936
"Zona_20","Area_56","Sottoarea_104","Prodotto_2","2016-05-24",2.01452780832469
"Zona_20","Area_56","Sottoarea_104","Prodotto_2","2016-05-25",2.05520169747405
"Zona_20","Area_56","Sottoarea_104","Prodotto_2","2016-05-26",2.24871952489102
"Zona_20","Area_56","Sottoarea_104","Prodotto_2","2016-05-27",2.11592774984543
"Zona_20","Area_56","Sottoarea_104","Prodotto_2","2016-05-28",1.01813908792552
"Zona_20","Area_56","Sottoarea_104","Prodotto_2","2016-05-29",0.400802856632431
"Zona_5","Area_11","Sottoarea_105","Prodotto_1","2016-05-20",7.44575229762255
"Zona_5","Area_11","Sottoarea_105","Prodotto_1","2016-05-21",1.90487486625083
"Zona_5","Area_11","Sottoarea_105","Prodotto_1","2016-05-22",1.40459572312068
"Zona_5","Area_11","Sottoarea_105","Prodotto_1","2016-05-23",8.4147446226564
"Zona_5","Area_11","Sottoarea_105","Prodotto_1","2016-05-24",8.38950773711622
"Zona_5","Area_11","Sottoarea_105","Prodotto_1","2016-05-25",8.66694433953331
"Zona_5","Area_11","Sottoarea_105","Prodotto_1","2016-05-26",8.35924436667061
"Zona_5","Area_11","Sottoarea_105","Prodotto_1","2016-05-27",8.3041243071523
"Zona_5","Area_11","Sottoarea_105","Prodotto_1","2016-05-28",2.55582706218021
"Zona_5","Area_11","Sottoarea_105","Prodotto_1","2016-05-29",1.57407196324209
"Zona_5","Area_11","Sottoarea_105","Prodotto_2","2016-05-20",5.30884478897326
"Zona_5","Area_11","Sottoarea_105","Prodotto_2","2016-05-21",3.07925122756235
"Zona_5","Area_11","Sottoarea_105","Prodotto_2","2016-05-22",2.18581051739309
"Zona_5","Area_11","Sottoarea_105","Prodotto_2","2016-05-23",3.93635248484356
"Zona_5","Area_11","Sottoarea_105","Prodotto_2","2016-05-24",5.01475268751459
"Zona_5","Area_11","Sottoarea_105","Prodotto_2","2016-05-25",4.77657854807478
"Zona_5","Area_11","Sottoarea_105","Prodotto_2","2016-05-26",5.48042224577651
"Zona_5","Area_11","Sottoarea_105","Prodotto_2","2016-05-27",5.01070869293073
"Zona_5","Area_11","Sottoarea_105","Prodotto_2","2016-05-28",2.77461021275519
"Zona_5","Area_11","Sottoarea_105","Prodotto_2","2016-05-29",1.79433592348175
"Zona_6","Area_14","Sottoarea_106","Prodotto_1","2016-05-20",6.797721834419
"Zona_6","Area_14","Sottoarea_106","Prodotto_1","2016-05-21",1.92241763400813
"Zona_6","Area_14","Sottoarea_106","Prodotto_1","2016-05-22",0.99527967835762
"Zona_6","Area_14","Sottoarea_106","Prodotto_1","2016-05-23",7.42058326935143
"Zona_6","Area_14","Sottoarea_106","Prodotto_1","2016-05-24",7.55478011971186
"Zona_6","Area_14","Sottoarea_106","Prodotto_1","2016-05-25",7.91875885984777
"Zona_6","Area_14","Sottoarea_106","Prodotto_1","2016-05-26",7.73937885761838
"Zona_6","Area_14","Sottoarea_106","Prodotto_1","2016-05-27",7.73249923058156
"Zona_6","Area_14","Sottoarea_106","Prodotto_1","2016-05-28",2.62491097131589
"Zona_6","Area_14","Sottoarea_106","Prodotto_1","2016-05-29",1.12765183864277
"Zona_6","Area_14","Sottoarea_106","Prodotto_2","2016-05-20",4.58870509983996
"Zona_6","Area_14","Sottoarea_106","Prodotto_2","2016-05-21",2.92390743346582
"Zona_6","Area_14","Sottoarea_106","Prodotto_2","2016-05-22",1.35938282169091
"Zona_6","Area_14","Sottoarea_106","Prodotto_2","2016-05-23",2.75608264276362
"Zona_6","Area_14","Sottoarea_106","Prodotto_2","2016-05-24",3.67024582220709
"Zona_6","Area_14","Sottoarea_106","Prodotto_2","2016-05-25",3.93097900551282
"Zona_6","Area_14","Sottoarea_106","Prodotto_2","2016-05-26",4.84482953532062
"Zona_6","Area_14","Sottoarea_106","Prodotto_2","2016-05-27",4.0505524902479
"Zona_6","Area_14","Sottoarea_106","Prodotto_2","2016-05-28",2.30034000584569
"Zona_6","Area_14","Sottoarea_106","Prodotto_2","2016-05-29",1.02368265009601
"Zona_6","Area_14","Sottoarea_107","Prodotto_1","2016-05-20",2.07932614697783
"Zona_6","Area_14","Sottoarea_107","Prodotto_1","2016-05-21",0.840415845357153
"Zona_6","Area_14","Sottoarea_107","Prodotto_1","2016-05-22",0.51080693264026
"Zona_6","Area_14","Sottoarea_107","Prodotto_1","2016-05-23",2.74428471905631
"Zona_6","Area_14","Sottoarea_107","Prodotto_1","2016-05-24",2.70165541620494
"Zona_6","Area_14","Sottoarea_107","Prodotto_1","2016-05-25",2.95446558642553
"Zona_6","Area_14","Sottoarea_107","Prodotto_1","2016-05-26",2.71212259321932
"Zona_6","Area_14","Sottoarea_107","Prodotto_1","2016-05-27",2.66160692817551
"Zona_6","Area_14","Sottoarea_107","Prodotto_1","2016-05-28",0.931487751922665
"Zona_6","Area_14","Sottoarea_107","Prodotto_1","2016-05-29",0.516001665202316
"Zona_6","Area_14","Sottoarea_107","Prodotto_2","2016-05-20",2.77766490023773
"Zona_6","Area_14","Sottoarea_107","Prodotto_2","2016-05-21",1.45769185197018
"Zona_6","Area_14","Sottoarea_107","Prodotto_2","2016-05-22",1.03801572889202
"Zona_6","Area_14","Sottoarea_107","Prodotto_2","2016-05-23",1.73625720553955
"Zona_6","Area_14","Sottoarea_107","Prodotto_2","2016-05-24",1.96279826571156
"Zona_6","Area_14","Sottoarea_107","Prodotto_2","2016-05-25",2.41084883657897
"Zona_6","Area_14","Sottoarea_107","Prodotto_2","2016-05-26",2.85420788238651
"Zona_6","Area_14","Sottoarea_107","Prodotto_2","2016-05-27",2.08473665979015
"Zona_6","Area_14","Sottoarea_107","Prodotto_2","2016-05-28",1.46636678513079
"Zona_6","Area_14","Sottoarea_107","Prodotto_2","2016-05-29",0.88656558658547
"Zona_18","Area_48","Sottoarea_108","Prodotto_1","2016-05-20",3.78037652981974
"Zona_18","Area_48","Sottoarea_108","Prodotto_1","2016-05-21",1.05732242824192
"Zona_18","Area_48","Sottoarea_108","Prodotto_1","2016-05-22",0.771714813284081
"Zona_18","Area_48","Sottoarea_108","Prodotto_1","2016-05-23",4.9013754942461
"Zona_18","Area_48","Sottoarea_108","Prodotto_1","2016-05-24",4.86380866564181
"Zona_18","Area_48","Sottoarea_108","Prodotto_1","2016-05-25",5.27135241236768
"Zona_18","Area_48","Sottoarea_108","Prodotto_1","2016-05-26",4.84225478403432
"Zona_18","Area_48","Sottoarea_108","Prodotto_1","2016-05-27",4.5663988894672
"Zona_18","Area_48","Sottoarea_108","Prodotto_1","2016-05-28",1.29080936507873
"Zona_18","Area_48","Sottoarea_108","Prodotto_1","2016-05-29",0.744958390720984
"Zona_18","Area_48","Sottoarea_108","Prodotto_2","2016-05-20",1.47615147340823
"Zona_18","Area_48","Sottoarea_108","Prodotto_2","2016-05-21",0.958101427004381
"Zona_18","Area_48","Sottoarea_108","Prodotto_2","2016-05-22",0.398310126200298
"Zona_18","Area_48","Sottoarea_108","Prodotto_2","2016-05-23",1.22942459038785
"Zona_18","Area_48","Sottoarea_108","Prodotto_2","2016-05-24",1.54871980738634
"Zona_18","Area_48","Sottoarea_108","Prodotto_2","2016-05-25",1.70998411170955
"Zona_18","Area_48","Sottoarea_108","Prodotto_2","2016-05-26",1.71548684710557
"Zona_18","Area_48","Sottoarea_108","Prodotto_2","2016-05-27",1.49525625071202
"Zona_18","Area_48","Sottoarea_108","Prodotto_2","2016-05-28",0.772955930477869
"Zona_18","Area_48","Sottoarea_108","Prodotto_2","2016-05-29",0.373031399849589
"Zona_18","Area_48","Sottoarea_109","Prodotto_1","2016-05-20",6.30671839126258
"Zona_18","Area_48","Sottoarea_109","Prodotto_1","2016-05-21",1.52703156373697
"Zona_18","Area_48","Sottoarea_109","Prodotto_1","2016-05-22",1.14626921186568
"Zona_18","Area_48","Sottoarea_109","Prodotto_1","2016-05-23",7.46302241181056
"Zona_18","Area_48","Sottoarea_109","Prodotto_1","2016-05-24",7.48316019097133
"Zona_18","Area_48","Sottoarea_109","Prodotto_1","2016-05-25",7.9868799124351
"Zona_18","Area_48","Sottoarea_109","Prodotto_1","2016-05-26",7.37010854806616
"Zona_18","Area_48","Sottoarea_109","Prodotto_1","2016-05-27",7.11580935280641
"Zona_18","Area_48","Sottoarea_109","Prodotto_1","2016-05-28",2.09376971958803
"Zona_18","Area_48","Sottoarea_109","Prodotto_1","2016-05-29",1.1280697338326
"Zona_18","Area_48","Sottoarea_109","Prodotto_2","2016-05-20",3.13747989432381
"Zona_18","Area_48","Sottoarea_109","Prodotto_2","2016-05-21",2.10128140100547
"Zona_18","Area_48","Sottoarea_109","Prodotto_2","2016-05-22",0.819667140097061
"Zona_18","Area_48","Sottoarea_109","Prodotto_2","2016-05-23",2.08964094764413
"Zona_18","Area_48","Sottoarea_109","Prodotto_2","2016-05-24",3.16077240358836
"Zona_18","Area_48","Sottoarea_109","Prodotto_2","2016-05-25",3.15711270164036
"Zona_18","Area_48","Sottoarea_109","Prodotto_2","2016-05-26",3.50213666092929
"Zona_18","Area_48","Sottoarea_109","Prodotto_2","2016-05-27",3.25621028498938
"Zona_18","Area_48","Sottoarea_109","Prodotto_2","2016-05-28",1.99084466344006
"Zona_18","Area_48","Sottoarea_109","Prodotto_2","2016-05-29",0.75536312951324
"Zona_22","Area_68","Sottoarea_11","Prodotto_1","2016-05-20",4.16778941984061
"Zona_22","Area_68","Sottoarea_11","Prodotto_1","2016-05-21",1.09279675588146
"Zona_22","Area_68","Sottoarea_11","Prodotto_1","2016-05-22",0.804438991985582
"Zona_22","Area_68","Sottoarea_11","Prodotto_1","2016-05-23",5.23727061589853
"Zona_22","Area_68","Sottoarea_11","Prodotto_1","2016-05-24",5.14396444238529
"Zona_22","Area_68","Sottoarea_11","Prodotto_1","2016-05-25",5.29668953136105
"Zona_22","Area_68","Sottoarea_11","Prodotto_1","2016-05-26",5.18394773548178
"Zona_22","Area_68","Sottoarea_11","Prodotto_1","2016-05-27",5.00570403828229
"Zona_22","Area_68","Sottoarea_11","Prodotto_1","2016-05-28",1.61110275045131
"Zona_22","Area_68","Sottoarea_11","Prodotto_1","2016-05-29",0.918421030526277
"Zona_22","Area_68","Sottoarea_11","Prodotto_2","2016-05-20",1.57497494580041
"Zona_22","Area_68","Sottoarea_11","Prodotto_2","2016-05-21",0.952452799470714
"Zona_22","Area_68","Sottoarea_11","Prodotto_2","2016-05-22",0.280861224307207
"Zona_22","Area_68","Sottoarea_11","Prodotto_2","2016-05-23",1.32451940527809
"Zona_22","Area_68","Sottoarea_11","Prodotto_2","2016-05-24",1.59519138303113
"Zona_22","Area_68","Sottoarea_11","Prodotto_2","2016-05-25",1.5471689481233
"Zona_22","Area_68","Sottoarea_11","Prodotto_2","2016-05-26",1.71323790830798
"Zona_22","Area_68","Sottoarea_11","Prodotto_2","2016-05-27",1.66248502148038
"Zona_22","Area_68","Sottoarea_11","Prodotto_2","2016-05-28",0.823842467418424
"Zona_22","Area_68","Sottoarea_11","Prodotto_2","2016-05-29",0.239754413392346
"Zona_18","Area_49","Sottoarea_110","Prodotto_1","2016-05-20",2.86330836252302
"Zona_18","Area_49","Sottoarea_110","Prodotto_1","2016-05-21",1.02399884521643
"Zona_18","Area_49","Sottoarea_110","Prodotto_1","2016-05-22",0.759979622646129
"Zona_18","Area_49","Sottoarea_110","Prodotto_1","2016-05-23",3.82035214989772
"Zona_18","Area_49","Sottoarea_110","Prodotto_1","2016-05-24",3.7726035932581
"Zona_18","Area_49","Sottoarea_110","Prodotto_1","2016-05-25",3.93504181014601
"Zona_18","Area_49","Sottoarea_110","Prodotto_1","2016-05-26",3.70359461531813
"Zona_18","Area_49","Sottoarea_110","Prodotto_1","2016-05-27",3.46798002580853
"Zona_18","Area_49","Sottoarea_110","Prodotto_1","2016-05-28",1.06910350280259
"Zona_18","Area_49","Sottoarea_110","Prodotto_1","2016-05-29",0.728799335403378
"Zona_18","Area_49","Sottoarea_110","Prodotto_2","2016-05-20",1.67205959515779
"Zona_18","Area_49","Sottoarea_110","Prodotto_2","2016-05-21",1.0575441009505
"Zona_18","Area_49","Sottoarea_110","Prodotto_2","2016-05-22",0.443730210445086
"Zona_18","Area_49","Sottoarea_110","Prodotto_2","2016-05-23",1.1862747454853
"Zona_18","Area_49","Sottoarea_110","Prodotto_2","2016-05-24",1.6901842266694
"Zona_18","Area_49","Sottoarea_110","Prodotto_2","2016-05-25",1.79686345458539
"Zona_18","Area_49","Sottoarea_110","Prodotto_2","2016-05-26",1.82232589432515
"Zona_18","Area_49","Sottoarea_110","Prodotto_2","2016-05-27",1.65223164863835
"Zona_18","Area_49","Sottoarea_110","Prodotto_2","2016-05-28",0.8837930525667
"Zona_18","Area_49","Sottoarea_110","Prodotto_2","2016-05-29",0.415172284498327
"Zona_18","Area_49","Sottoarea_111","Prodotto_1","2016-05-20",9.90567852120162
"Zona_18","Area_49","Sottoarea_111","Prodotto_1","2016-05-21",3.06310282177846
"Zona_18","Area_49","Sottoarea_111","Prodotto_1","2016-05-22",1.66588955759792
"Zona_18","Area_49","Sottoarea_111","Prodotto_1","2016-05-23",10.7352698620826
"Zona_18","Area_49","Sottoarea_111","Prodotto_1","2016-05-24",11.1125334696811
"Zona_18","Area_49","Sottoarea_111","Prodotto_1","2016-05-25",11.6710115629516
"Zona_18","Area_49","Sottoarea_111","Prodotto_1","2016-05-26",10.8849185919
"Zona_18","Area_49","Sottoarea_111","Prodotto_1","2016-05-27",10.8291670728979
"Zona_18","Area_49","Sottoarea_111","Prodotto_1","2016-05-28",3.71483541436769
"Zona_18","Area_49","Sottoarea_111","Prodotto_1","2016-05-29",1.79295477158754
"Zona_18","Area_49","Sottoarea_111","Prodotto_2","2016-05-20",6.54720304059392
"Zona_18","Area_49","Sottoarea_111","Prodotto_2","2016-05-21",3.83720599188039
"Zona_18","Area_49","Sottoarea_111","Prodotto_2","2016-05-22",2.05423672429398
"Zona_18","Area_49","Sottoarea_111","Prodotto_2","2016-05-23",4.19971335523263
"Zona_18","Area_49","Sottoarea_111","Prodotto_2","2016-05-24",6.15590330374503
"Zona_18","Area_49","Sottoarea_111","Prodotto_2","2016-05-25",6.02705310818993
"Zona_18","Area_49","Sottoarea_111","Prodotto_2","2016-05-26",6.66798647139194
"Zona_18","Area_49","Sottoarea_111","Prodotto_2","2016-05-27",6.55312467433433
"Zona_18","Area_49","Sottoarea_111","Prodotto_2","2016-05-28",3.77164988333546
"Zona_18","Area_49","Sottoarea_111","Prodotto_2","2016-05-29",1.8182242439247
"Zona_18","Area_50","Sottoarea_112","Prodotto_1","2016-05-20",4.44004918548594
"Zona_18","Area_50","Sottoarea_112","Prodotto_1","2016-05-21",1.28887827660209
"Zona_18","Area_50","Sottoarea_112","Prodotto_1","2016-05-22",0.885034804547834
"Zona_18","Area_50","Sottoarea_112","Prodotto_1","2016-05-23",5.46095205065122
"Zona_18","Area_50","Sottoarea_112","Prodotto_1","2016-05-24",5.48195807821167
"Zona_18","Area_50","Sottoarea_112","Prodotto_1","2016-05-25",5.8257859276434
"Zona_18","Area_50","Sottoarea_112","Prodotto_1","2016-05-26",5.40725017490456
"Zona_18","Area_50","Sottoarea_112","Prodotto_1","2016-05-27",5.18125999787627
"Zona_18","Area_50","Sottoarea_112","Prodotto_1","2016-05-28",1.56350556573975
"Zona_18","Area_50","Sottoarea_112","Prodotto_1","2016-05-29",0.852048808521553
"Zona_18","Area_50","Sottoarea_112","Prodotto_2","2016-05-20",1.46315682303353
"Zona_18","Area_50","Sottoarea_112","Prodotto_2","2016-05-21",1.06648928908953
"Zona_18","Area_50","Sottoarea_112","Prodotto_2","2016-05-22",0.410888151048708
"Zona_18","Area_50","Sottoarea_112","Prodotto_2","2016-05-23",1.1077134653329
"Zona_18","Area_50","Sottoarea_112","Prodotto_2","2016-05-24",1.58803867825748
"Zona_18","Area_50","Sottoarea_112","Prodotto_2","2016-05-25",1.68969065383944
