"prod","sottoarea","data","vendite"
1,8,2016-05-28,0.659095521303749
1,8,2016-05-29,0
1,9,2016-05-20,4.37518491888176
1,9,2016-05-21,2.08230784984953
1,9,2016-05-22,0
1,9,2016-05-23,4.79164443923143
1,9,2016-05-24,5.30492918781248
1,9,2016-05-25,4.91857615245339
1,9,2016-05-26,6.05780071864335
1,9,2016-05-27,4.34763294959678
1,9,2016-05-28,1.4440655644636
1,9,2016-05-29,0.780080518189683
1,10,2016-05-20,5.43012847355128
1,10,2016-05-21,2.20467785707529
1,10,2016-05-22,0
1,10,2016-05-23,4.58844461342631
1,10,2016-05-24,4.27725925156604
1,10,2016-05-25,5.37589773496006
1,10,2016-05-26,6.66501879898209
1,10,2016-05-27,4.53287670282059
1,10,2016-05-28,0.744920756211228
1,10,2016-05-29,0
1,11,2016-05-20,3.84085748255667
1,11,2016-05-21,1.1531626120596
1,11,2016-05-22,0.784967805700312
1,11,2016-05-23,5.07651211731533
1,11,2016-05-24,4.56415909087729
1,11,2016-05-25,5.02684488655839
1,11,2016-05-26,6.19834049281714
1,11,2016-05-27,6.40922030275808
1,11,2016-05-28,0
1,11,2016-05-29,0
1,12,2016-05-20,2.56458763403418
1,12,2016-05-21,0.881062840771794
1,12,2016-05-22,0
1,12,2016-05-23,4.25027944400194
1,12,2016-05-24,3.28364522191296
1,12,2016-05-25,3.78143090183911
1,12,2016-05-26,4.35694536937902
1,12,2016-05-27,3.4173101806453
1,12,2016-05-28,0.48277383139491
1,12,2016-05-29,0
1,13,2016-05-20,9.83623386994222
1,13,2016-05-21,0
1,13,2016-05-22,0
1,13,2016-05-23,11.6510840642381
1,13,2016-05-24,9.01806014087848
1,13,2016-05-25,10.9160821156535
1,13,2016-05-26,9.33303053485838
1,13,2016-05-27,11.2977084936881
1,13,2016-05-28,0.51563296169643
1,13,2016-05-29,0
1,14,2016-05-20,2.45330717894374
1,14,2016-05-21,0
1,14,2016-05-22,0
1,14,2016-05-23,2.29467474344146
1,14,2016-05-24,1.7062683738055
1,14,2016-05-25,2.38930669933486
1,14,2016-05-26,1.5942777371921
1,14,2016-05-27,3.16352479908856
1,14,2016-05-28,0
1,14,2016-05-29,0
1,15,2016-05-20,2.41650388471224
1,15,2016-05-21,0.637328079777356
1,15,2016-05-22,0
1,15,2016-05-23,2.16726346183513
1,15,2016-05-24,2.21300688139213
1,15,2016-05-25,2.47160348827951
1,15,2016-05-26,2.75205757196604
1,15,2016-05-27,2.41713288270873
1,15,2016-05-28,0
1,15,2016-05-29,0.137942161697109
1,16,2016-05-20,6.08766057497207
1,16,2016-05-21,0.213115414781
1,16,2016-05-22,0
1,16,2016-05-23,6.07552351981577
1,16,2016-05-24,6.26467225316986
1,16,2016-05-25,5.90550355863147
1,16,2016-05-26,6.7970135742067
1,16,2016-05-27,6.84380134727572
1,16,2016-05-28,0
1,16,2016-05-29,0
1,17,2016-05-20,0.900670225206696
1,17,2016-05-21,0.107474744068023
1,17,2016-05-22,0
1,17,2016-05-23,0.572461843588755
1,17,2016-05-24,1.142057530827
1,17,2016-05-25,0.891045642581686
1,17,2016-05-26,0.898894745821692
1,17,2016-05-27,1.07460141949655
1,17,2016-05-28,0
1,17,2016-05-29,0.278314785880602
1,18,2016-05-20,6.66883656676129
1,18,2016-05-21,0.646838845759596
1,18,2016-05-22,1.53843104539865
1,18,2016-05-23,5.97471071436105
1,18,2016-05-24,5.81249517914684
1,18,2016-05-25,6.5880155241768
1,18,2016-05-26,5.33405454427082
1,18,2016-05-27,9.23122388518742
1,18,2016-05-28,0.151869016106546
1,18,2016-05-29,0
1,19,2016-05-20,3.16056408798302
1,19,2016-05-21,0.202752541714376
1,19,2016-05-22,0
1,19,2016-05-23,2.28490354124747
1,19,2016-05-24,2.68306759581548
1,19,2016-05-25,3.73475950725857
1,19,2016-05-26,3.65948338252887
1,19,2016-05-27,3.1761808965614
1,19,2016-05-28,0
1,19,2016-05-29,0
1,20,2016-05-20,0
1,20,2016-05-21,0
1,20,2016-05-22,0
1,20,2016-05-23,0
1,20,2016-05-24,0.0325130713477301
1,20,2016-05-25,0.00630971317209784
1,20,2016-05-26,0
1,20,2016-05-27,0
1,20,2016-05-28,0
1,20,2016-05-29,0
1,21,2016-05-20,5.7505287525728
1,21,2016-05-21,2.08647307870612
1,21,2016-05-22,0.301621308356348
1,21,2016-05-23,6.43241532183595
1,21,2016-05-24,5.15902037243724
1,21,2016-05-25,5.61593445796438
1,21,2016-05-26,7.00227210977465
1,21,2016-05-27,6.10647801364964
1,21,2016-05-28,1.8910778749234
1,21,2016-05-29,0
1,22,2016-05-20,3.58861100823356
1,22,2016-05-21,0.520124929838616
1,22,2016-05-22,0
1,22,2016-05-23,3.9283990858683
1,22,2016-05-24,4.15528256229345
1,22,2016-05-25,4.84310204595159
1,22,2016-05-26,5.01889574965345
1,22,2016-05-27,4.97599782195329
1,22,2016-05-28,0
1,22,2016-05-29,0
1,23,2016-05-20,6.54677108380556
1,23,2016-05-21,1.90921051493196
1,23,2016-05-22,0
1,23,2016-05-23,5.58664643729895
1,23,2016-05-24,5.51262253725905
1,23,2016-05-25,6.21664963039076
1,23,2016-05-26,6.45697034886289
1,23,2016-05-27,6.48607074891505
1,23,2016-05-28,0.173244945164754
1,23,2016-05-29,0
1,24,2016-05-20,5.52329288002138
1,24,2016-05-21,0.681705352426293
1,24,2016-05-22,0
1,24,2016-05-23,5.02796846819067
1,24,2016-05-24,5.94608856910501
1,24,2016-05-25,7.03921037500632
1,24,2016-05-26,6.5524635652559
1,24,2016-05-27,6.81344888945134
1,24,2016-05-28,0
1,24,2016-05-29,0
1,25,2016-05-20,4.37320826934516
1,25,2016-05-21,0.745087972162454
1,25,2016-05-22,0
1,25,2016-05-23,5.49670250838881
1,25,2016-05-24,5.69824593353174
1,25,2016-05-25,5.85558368151522
1,25,2016-05-26,5.8237407051721
1,25,2016-05-27,4.11137996126537
1,25,2016-05-28,0
1,25,2016-05-29,0
1,26,2016-05-20,6.80959550443977
1,26,2016-05-21,2.27900134819964
1,26,2016-05-22,0
1,26,2016-05-23,7.22180997597643
1,26,2016-05-24,4.85047785625103
1,26,2016-05-25,6.36219210028785
1,26,2016-05-26,7.20852270129722
1,26,2016-05-27,6.39602868549043
1,26,2016-05-28,2.33871174515461
1,26,2016-05-29,0
1,27,2016-05-20,5.72816051572778
1,27,2016-05-21,2.79807473656525
1,27,2016-05-22,0
1,27,2016-05-23,5.49921885609063
1,27,2016-05-24,4.74006287450304
1,27,2016-05-25,5.48349859820065
1,27,2016-05-26,7.17085556577182
1,27,2016-05-27,4.91959647848195
1,27,2016-05-28,0.00394324928268297
1,27,2016-05-29,0
1,28,2016-05-20,10.1292723653611
1,28,2016-05-21,3.43149868705442
1,28,2016-05-22,1.02962954537896
1,28,2016-05-23,11.5253807248991
1,28,2016-05-24,8.63365394053931
1,28,2016-05-25,10.2944007351161
1,28,2016-05-26,11.862968159634
1,28,2016-05-27,12.5795897075808
1,28,2016-05-28,1.76824625189987
1,28,2016-05-29,0
1,29,2016-05-20,9.58164260563184
1,29,2016-05-21,3.08641674690476
1,29,2016-05-22,0
1,29,2016-05-23,10.3527067397834
1,29,2016-05-24,7.79505207429922
1,29,2016-05-25,9.5644782987268
1,29,2016-05-26,12.020916203931
1,29,2016-05-27,10.8686377905972
1,29,2016-05-28,0.414788894645884
1,29,2016-05-29,0
1,30,2016-05-20,6.27487213395129
1,30,2016-05-21,2.77475888633876
1,30,2016-05-22,0.514726795943755
1,30,2016-05-23,6.31699160076724
1,30,2016-05-24,3.81228504409345
1,30,2016-05-25,5.45707295373602
1,30,2016-05-26,5.64421129643286
1,30,2016-05-27,7.73090965844663
1,30,2016-05-28,2.19729167719784
1,30,2016-05-29,0
1,31,2016-05-20,9.28491597473379
1,31,2016-05-21,3.47735861032868
1,31,2016-05-22,0
1,31,2016-05-23,7.28008614612488
1,31,2016-05-24,5.40709174981184
1,31,2016-05-25,8.17100074165856
1,31,2016-05-26,8.32026442079207
1,31,2016-05-27,7.7908375583988
1,31,2016-05-28,1.81332077399004
1,31,2016-05-29,0
1,32,2016-05-20,1.02548615710452
1,32,2016-05-21,0
1,32,2016-05-22,0
1,32,2016-05-23,0.682583891603985
1,32,2016-05-24,0.256043019270718
1,32,2016-05-25,0.372117313370261
1,32,2016-05-26,0.0908624091813715
1,32,2016-05-27,0.451322419235609
1,32,2016-05-28,0.461636842563553
1,32,2016-05-29,0
1,33,2016-05-20,1.42746293615739
1,33,2016-05-21,0.346667945374929
1,33,2016-05-22,0
1,33,2016-05-23,1.6704571235889
1,33,2016-05-24,1.03622809959729
1,33,2016-05-25,1.14493359659518
1,33,2016-05-26,1.67270150046042
1,33,2016-05-27,1.93924280453755
1,33,2016-05-28,0.279047722748431
1,33,2016-05-29,0
1,34,2016-05-20,3.55903247916381
1,34,2016-05-21,1.23492627115739
1,34,2016-05-22,0
1,34,2016-05-23,4.12276788210086
1,34,2016-05-24,2.80527588817562
1,34,2016-05-25,3.18050203722819
1,34,2016-05-26,3.02417073441622
1,34,2016-05-27,2.42941426004969
1,34,2016-05-28,2.01561121312194
1,34,2016-05-29,0
1,35,2016-05-20,8.75672514249552
1,35,2016-05-21,1.60536330704614
1,35,2016-05-22,0
1,35,2016-05-23,9.24355317113252
1,35,2016-05-24,5.5750025987781
1,35,2016-05-25,7.95631320519759
1,35,2016-05-26,6.55801117826649
1,35,2016-05-27,6.85882761524893
1,35,2016-05-28,4.0332894710579
1,35,2016-05-29,0
1,36,2016-05-20,5.49294621216466
1,36,2016-05-21,2.87299673381391
1,36,2016-05-22,0.150790939564382
1,36,2016-05-23,5.73484290610998
1,36,2016-05-24,3.68139318686943
1,36,2016-05-25,6.08216522205959
1,36,2016-05-26,6.67673131567286
1,36,2016-05-27,6.2147995392341
1,36,2016-05-28,2.27750776186088
1,36,2016-05-29,0
1,37,2016-05-20,13.1465662822567
1,37,2016-05-21,3.80374141107765
1,37,2016-05-22,1.52673784411458
1,37,2016-05-23,13.5290646823783
1,37,2016-05-24,12.3053003141673
1,37,2016-05-25,13.4837843633943
1,37,2016-05-26,14.7694241863817
1,37,2016-05-27,16.9470382154747
1,37,2016-05-28,4.58806619095886
1,37,2016-05-29,0
1,38,2016-05-20,3.29939628230138
1,38,2016-05-21,1.40202657423925
1,38,2016-05-22,0
1,38,2016-05-23,2.65829460136719
1,38,2016-05-24,3.00463960251341
1,38,2016-05-25,3.48100268448278
1,38,2016-05-26,4.4588544859706
1,38,2016-05-27,3.54375333313667
1,38,2016-05-28,0.235873608549428
1,38,2016-05-29,0
1,39,2016-05-20,6.88276570260395
1,39,2016-05-21,1.70300574694494
1,39,2016-05-22,0.00817374022593625
1,39,2016-05-23,5.29857120004845
1,39,2016-05-24,6.1266136297324
1,39,2016-05-25,6.72900025294424
1,39,2016-05-26,7.16001583702697
1,39,2016-05-27,7.0220744776143
1,39,2016-05-28,1.35766039516679
1,39,2016-05-29,0
1,40,2016-05-20,7.04459947192154
1,40,2016-05-21,2.49857470599396
1,40,2016-05-22,0.0478439211495211
1,40,2016-05-23,8.68002807060163
1,40,2016-05-24,7.16868439335483
1,40,2016-05-25,7.51659826660302
1,40,2016-05-26,8.01452666723771
1,40,2016-05-27,8.85871717077453
1,40,2016-05-28,3.08980919130953
1,40,2016-05-29,0
1,41,2016-05-20,5.52629000983429
1,41,2016-05-21,0.654483258218677
1,41,2016-05-22,0
1,41,2016-05-23,7.17298213111414
1,41,2016-05-24,5.61665367316108
1,41,2016-05-25,5.40500509632801
1,41,2016-05-26,5.7623925234777
1,41,2016-05-27,4.96932358736951
1,41,2016-05-28,2.27403586291148
1,41,2016-05-29,0
1,42,2016-05-20,8.02500176513565
1,42,2016-05-21,2.75319467070074
1,42,2016-05-22,0
1,42,2016-05-23,9.90645416530428
1,42,2016-05-24,9.25168942090193
1,42,2016-05-25,8.13644530244779
1,42,2016-05-26,10.611051437288
1,42,2016-05-27,7.73448984552972
1,42,2016-05-28,1.70835503330641
1,42,2016-05-29,1.87862051635862
1,43,2016-05-20,10.0461128357836
1,43,2016-05-21,1.32268382844061
1,43,2016-05-22,0
1,43,2016-05-23,9.89666031941251
1,43,2016-05-24,8.45607470448036
1,43,2016-05-25,10.9035118286288
1,43,2016-05-26,10.0479212017892
1,43,2016-05-27,9.60072054605441
1,43,2016-05-28,1.21579425960653
1,43,2016-05-29,0
1,44,2016-05-20,4.45996802159035
1,44,2016-05-21,0.297076708934157
1,44,2016-05-22,0
1,44,2016-05-23,5.06082406687248
1,44,2016-05-24,3.47652397325979
1,44,2016-05-25,5.13668640285599
1,44,2016-05-26,5.4021880116296
1,44,2016-05-27,4.52310868259417
1,44,2016-05-28,0.597767443151812
1,44,2016-05-29,0
1,45,2016-05-20,4.74427798027576
1,45,2016-05-21,0
1,45,2016-05-22,0
1,45,2016-05-23,5.47182933917921
1,45,2016-05-24,4.63981553806653
1,45,2016-05-25,5.04756667625527
1,45,2016-05-26,3.77099286363779
1,45,2016-05-27,5.00981386695415
1,45,2016-05-28,0.769537265508175
1,45,2016-05-29,0
1,46,2016-05-20,7.45511274694478
1,46,2016-05-21,0
1,46,2016-05-22,0.504592160460854
1,46,2016-05-23,8.67718180131698
1,46,2016-05-24,6.85262399728248
1,46,2016-05-25,7.58971776818306
1,46,2016-05-26,6.17098971765266
1,46,2016-05-27,7.78498958121172
1,46,2016-05-28,2.59872360097093
1,46,2016-05-29,0
1,47,2016-05-20,3.96726992279975
1,47,2016-05-21,1.44440414501995
1,47,2016-05-22,1.32484150540299
1,47,2016-05-23,4.39487555271052
1,47,2016-05-24,3.60368186741133
1,47,2016-05-25,4.18063772474927
1,47,2016-05-26,4.82188473768698
1,47,2016-05-27,5.61207868066498
1,47,2016-05-28,1.56765583977139
1,47,2016-05-29,0
1,48,2016-05-20,2.65295735186212
1,48,2016-05-21,1.14333460888175
1,48,2016-05-22,0.583791666467577
1,48,2016-05-23,2.28166938667854
1,48,2016-05-24,2.06140435044445
1,48,2016-05-25,2.0986888758415
1,48,2016-05-26,2.50859932706427
1,48,2016-05-27,2.39371532635469
1,48,2016-05-28,0.90272150047145
1,48,2016-05-29,0.463501404552089
1,49,2016-05-20,1.31216507964179
1,49,2016-05-21,0.26592231954649
1,49,2016-05-22,0
1,49,2016-05-23,1.71847178922321
1,49,2016-05-24,2.44625007154105
1,49,2016-05-25,2.66710363415608
1,49,2016-05-26,2.5272932487339
1,49,2016-05-27,2.16840372609358
1,49,2016-05-28,0
1,49,2016-05-29,0
1,50,2016-05-20,7.81611693343224
1,50,2016-05-21,2.51143351023896
1,50,2016-05-22,0
1,50,2016-05-23,9.3669309117758
1,50,2016-05-24,8.09641081442853
1,50,2016-05-25,8.69022435205539
1,50,2016-05-26,10.3077168469341
1,50,2016-05-27,9.93078803492466
1,50,2016-05-28,1.56171418985442
1,50,2016-05-29,0
1,52,2016-05-20,6.43174179660132
1,52,2016-05-21,0
1,52,2016-05-22,0
1,52,2016-05-23,7.5841613184742
1,52,2016-05-24,5.59284127716787
1,52,2016-05-25,6.76272920051637
1,52,2016-05-26,5.85464308679253
1,52,2016-05-27,5.71289745285322
1,52,2016-05-28,0.942485306575695
1,52,2016-05-29,0
1,53,2016-05-20,6.0060160719314
1,53,2016-05-21,0
1,53,2016-05-22,0.2922892426367
1,53,2016-05-23,6.46289822272313
1,53,2016-05-24,4.80923420162078
1,53,2016-05-25,6.72857496113315
1,53,2016-05-26,4.70451036607077
1,53,2016-05-27,6.49350499151208
1,53,2016-05-28,0.757066914134775
1,53,2016-05-29,0
1,54,2016-05-20,4.55830506118724
1,54,2016-05-21,0.639375273491001
1,54,2016-05-22,0
1,54,2016-05-23,3.7359247399073
1,54,2016-05-24,4.80822476415933
1,54,2016-05-25,5.11700305634042
1,54,2016-05-26,3.48688993793644
1,54,2016-05-27,4.43756901684619
1,54,2016-05-28,0
1,54,2016-05-29,0.106797040231335
1,55,2016-05-20,7.22663324705114
1,55,2016-05-21,2.7584494316407
1,55,2016-05-22,0.453762088174672
1,55,2016-05-23,6.73064315515903
1,55,2016-05-24,5.76756968307992
1,55,2016-05-25,6.65257733809271
1,55,2016-05-26,8.64708517884376
1,55,2016-05-27,7.59581970877602
1,55,2016-05-28,1.71216705501068
1,55,2016-05-29,0
1,56,2016-05-20,0.842152084214925
1,56,2016-05-21,0.00870548564360077
1,56,2016-05-22,0
1,56,2016-05-23,1.21899925972578
1,56,2016-05-24,0.291878942107609
1,56,2016-05-25,0.42251743130662
1,56,2016-05-26,0.622175853183615
1,56,2016-05-27,0.0675354941460581
1,56,2016-05-28,0.741558290109357
1,56,2016-05-29,0
1,57,2016-05-20,9.29268640863819
1,57,2016-05-21,1.16284242230931
1,57,2016-05-22,0
1,57,2016-05-23,10.7429849515394
1,57,2016-05-24,8.75267846444956
1,57,2016-05-25,9.46468242952857
1,57,2016-05-26,8.75297004724869
1,57,2016-05-27,10.0381227324767
1,57,2016-05-28,2.95591632680739
1,57,2016-05-29,0
1,58,2016-05-20,8.04659260862788
1,58,2016-05-21,3.22632630758341
1,58,2016-05-22,0.155957725788586
1,58,2016-05-23,8.19446296787574
1,58,2016-05-24,6.11858855323539
1,58,2016-05-25,7.70515600155529
1,58,2016-05-26,9.06151680995229
1,58,2016-05-27,7.69225231431034
1,58,2016-05-28,3.01909994013715
1,58,2016-05-29,0
1,59,2016-05-20,2.65925386838107
1,59,2016-05-21,1.00110521343685
1,59,2016-05-22,0
1,59,2016-05-23,2.23600418899307
1,59,2016-05-24,2.12537969641603
1,59,2016-05-25,2.73582536401558
1,59,2016-05-26,2.83837549548853
1,59,2016-05-27,2.58818950733209
1,59,2016-05-28,0.611560888876652
1,59,2016-05-29,0
1,60,2016-05-20,13.0592651745384
1,60,2016-05-21,3.4255209752916
1,60,2016-05-22,0.754075761559413
1,60,2016-05-23,13.1874578595817
1,60,2016-05-24,11.1871787026442
1,60,2016-05-25,13.3260353656273
1,60,2016-05-26,13.3213327163221
1,60,2016-05-27,14.6856204351797
1,60,2016-05-28,3.89104450068482
1,60,2016-05-29,0
1,61,2016-05-20,8.33176328723077
1,61,2016-05-21,1.59173362274819
1,61,2016-05-22,0
1,61,2016-05-23,11.8516217304928
1,61,2016-05-24,10.8993399373866
1,61,2016-05-25,11.0318183981269
1,61,2016-05-26,11.2218098773515
1,61,2016-05-27,9.23510148076339
1,61,2016-05-28,2.49441472557335
1,61,2016-05-29,0
1,62,2016-05-20,5.35230890124159
1,62,2016-05-21,3.29074024535869
1,62,2016-05-22,0.756333232751337
1,62,2016-05-23,8.76039044211982
1,62,2016-05-24,6.80689650654349
1,62,2016-05-25,6.92275233322302
1,62,2016-05-26,10.4545458418361
1,62,2016-05-27,7.23487736716189
1,62,2016-05-28,2.33106534666178
1,62,2016-05-29,0
1,63,2016-05-20,3.01838499232959
1,63,2016-05-21,1.28651023703527
1,63,2016-05-22,0.000783062128808076
1,63,2016-05-23,3.36613169189325
1,63,2016-05-24,3.51556271984748
1,63,2016-05-25,3.30748368315835
1,63,2016-05-26,3.92068429873085
1,63,2016-05-27,2.59040776246863
1,63,2016-05-28,1.28776230492178
1,63,2016-05-29,0
1,64,2016-05-20,8.70830676966522
1,64,2016-05-21,2.14524740745929
1,64,2016-05-22,0
1,64,2016-05-23,8.4296745824901
1,64,2016-05-24,7.49018218633392
1,64,2016-05-25,8.17974486039922
1,64,2016-05-26,9.51017070155713
1,64,2016-05-27,8.54979978292467
1,64,2016-05-28,2.67093883938475
1,64,2016-05-29,0
1,65,2016-05-20,1.23152566639116
1,65,2016-05-21,0.209291755438007
1,65,2016-05-22,0.305928192735853
1,65,2016-05-23,1.72937899880312
1,65,2016-05-24,1.44555953603357
1,65,2016-05-25,1.20644322186127
1,65,2016-05-26,1.10956470834537
1,65,2016-05-27,1.32041382164938
1,65,2016-05-28,1.09908285662579
1,65,2016-05-29,0.466260024627159
1,66,2016-05-20,5.19945539765199
1,66,2016-05-21,0.268002272299968
1,66,2016-05-22,0.401774698672637
1,66,2016-05-23,5.60552808921593
1,66,2016-05-24,3.6571517581272
1,66,2016-05-25,5.36918031805276
1,66,2016-05-26,3.43198474398868
1,66,2016-05-27,6.07811908490145
1,66,2016-05-28,1.43013433900067
1,66,2016-05-29,0
1,67,2016-05-20,6.34389618196449
1,67,2016-05-21,1.18096999656963
1,67,2016-05-22,0
1,67,2016-05-23,5.74038967992842
1,67,2016-05-24,4.97583165523071
1,67,2016-05-25,6.01836877736857
1,67,2016-05-26,6.78161916690999
1,67,2016-05-27,6.04392791146996
1,67,2016-05-28,0
1,67,2016-05-29,0
1,68,2016-05-20,3.72984531601931
1,68,2016-05-21,0.689521442849668
1,68,2016-05-22,0
1,68,2016-05-23,3.52981812837949
1,68,2016-05-24,3.12793002730832
1,68,2016-05-25,3.49466671330211
1,68,2016-05-26,3.74223788889288
1,68,2016-05-27,2.91909112144628
1,68,2016-05-28,0
1,68,2016-05-29,0
1,69,2016-05-20,4.31372759752602
1,69,2016-05-21,0.757116155257572
1,69,2016-05-22,0
1,69,2016-05-23,4.05435689899788
1,69,2016-05-24,3.63403674683221
1,69,2016-05-25,3.89876699268702
1,69,2016-05-26,3.52622693676828
1,69,2016-05-27,4.89817145687496
1,69,2016-05-28,0.0334870315810052
1,69,2016-05-29,0
1,70,2016-05-20,2.91529301555796
1,70,2016-05-21,0
1,70,2016-05-22,0
1,70,2016-05-23,5.66291395981156
1,70,2016-05-24,4.12295391452695
1,70,2016-05-25,4.53765538689378
1,70,2016-05-26,3.24666121976264
1,70,2016-05-27,3.45004408151736
1,70,2016-05-28,1.17165450748697
1,70,2016-05-29,0
1,71,2016-05-20,2.36516336782955
1,71,2016-05-21,1.08642500661793
1,71,2016-05-22,0.883711797495053
1,71,2016-05-23,4.38041341207137
1,71,2016-05-24,3.37557164066772
1,71,2016-05-25,3.243379276544
1,71,2016-05-26,3.4084021971069
1,71,2016-05-27,4.42869491890556
1,71,2016-05-28,1.69873360348328
1,71,2016-05-29,0.315591189706615
1,72,2016-05-20,3.0062726953115
1,72,2016-05-21,1.1603975219827
1,72,2016-05-22,0
1,72,2016-05-23,3.86827704890646
1,72,2016-05-24,3.18714142749682
1,72,2016-05-25,3.04323673394345
1,72,2016-05-26,3.67922886857065
1,72,2016-05-27,1.84668130223793
1,72,2016-05-28,1.81919419564312
1,72,2016-05-29,1.2747661034037
1,73,2016-05-20,3.16332002255072
1,73,2016-05-21,0
1,73,2016-05-22,0
1,73,2016-05-23,4.89542535620083
1,73,2016-05-24,3.68628529190403
1,73,2016-05-25,4.43539910889795
1,73,2016-05-26,2.12368069070349
1,73,2016-05-27,1.99326895062882
1,73,2016-05-28,0
1,73,2016-05-29,0
1,74,2016-05-20,6.5761037601119
1,74,2016-05-21,0
1,74,2016-05-22,0
1,74,2016-05-23,6.85327659461516
1,74,2016-05-24,5.61256109102147
1,74,2016-05-25,7.33854914077253
1,74,2016-05-26,5.83067510933369
1,74,2016-05-27,6.09158748322446
1,74,2016-05-28,0
1,74,2016-05-29,0
1,75,2016-05-20,5.69456553159189
1,75,2016-05-21,0
1,75,2016-05-22,0
1,75,2016-05-23,7.67317221354128
1,75,2016-05-24,4.54446110240548
1,75,2016-05-25,6.07413502234705
1,75,2016-05-26,4.87793535998517
1,75,2016-05-27,5.19197728880394
1,75,2016-05-28,2.99316431665421
1,75,2016-05-29,0
1,76,2016-05-20,7.59434162299683
1,76,2016-05-21,0
1,76,2016-05-22,0
1,76,2016-05-23,9.5595901728423
1,76,2016-05-24,7.16516856618486
1,76,2016-05-25,8.31523785286004
1,76,2016-05-26,6.27498274006247
1,76,2016-05-27,5.61612776302332
1,76,2016-05-28,1.72696407566489
1,76,2016-05-29,0
1,77,2016-05-20,6.12255741548944
1,77,2016-05-21,0
1,77,2016-05-22,0
1,77,2016-05-23,8.21030737652355
1,77,2016-05-24,7.66258870749103
1,77,2016-05-25,8.15753349044478
1,77,2016-05-26,7.12620852192256
1,77,2016-05-27,6.80556165073861
1,77,2016-05-28,0.623446495946574
1,77,2016-05-29,0
1,78,2016-05-20,0.86629472212761
1,78,2016-05-21,0.0921434715567919
1,78,2016-05-22,0
1,78,2016-05-23,0.83344933834207
1,78,2016-05-24,0.724097926678434
1,78,2016-05-25,0.947709087850102
1,78,2016-05-26,0.812010466217077
1,78,2016-05-27,0.222047981841033
1,78,2016-05-28,0.101358627222769
1,78,2016-05-29,0
1,79,2016-05-20,4.20153306116324
1,79,2016-05-21,0
1,79,2016-05-22,0.38340190391674
1,79,2016-05-23,4.09939364683495
1,79,2016-05-24,3.26702131926487
1,79,2016-05-25,4.04795799550939
1,79,2016-05-26,2.72427900492867
1,79,2016-05-27,3.00306241030187
1,79,2016-05-28,0.989649412097709
1,79,2016-05-29,0.0888843328574725
1,80,2016-05-20,4.92171392221746
1,80,2016-05-21,1.16051484556409
