"sottoarea","prod","sse","mape","maxape","logloss"
39,1,1.25413985717854,0.20709726155973,0.352757865307378,-48.2001059150724
39,2,0.400198790806007,0.241562409834428,0.489885265176946,-14.757884476253
40,1,1.40707951825724,0.157372438907623,0.371497667752779,-64.0817968431521
40,2,1.42089711201882,0.242015413748912,0.68262687096229,-33.3874448482319
80,1,1.32505250315495,0.175265754046647,0.596399203590725,-42.5127754919357
80,2,1.14892536545159,0.394084490480877,1.01117752847217,-13.7883206937005
81,1,0.500755834611898,0.136218537886937,0.443755255805122,-31.0707902119851
81,2,0.653526104939978,0.378558324442969,0.820962190628052,-7.77239588879952
82,1,1.32028002236761,0.584076988346437,1.33803101146922,-10.3046622521314
82,2,0.218228395777493,0.39500226577123,1.06002913581,-0.628867715629401
96,1,2.68660495179319,0.277080739919956,0.61860753939702,-49.4408687023804
96,2,1.07173319104637,0.250260018876621,1.00793387208666,-21.7341263610824
97,1,1.27391234356419,0.29537510573864,0.780227184295654,-25.1829786856959
97,2,3.9964695969089,0.582712690035502,3.4020588795344,-10.3177612563443
105,1,3.76833015684284,0.219430135644,0.568117058795431,-67.9261912430062
105,2,9.90097501487762,0.363525479447608,1.75522018881405,-47.2029434061416
24,1,4.11698689674376,0.319701443497951,0.724667585813082,-49.3932753835757
24,2,0.416863975214937,0.348775854882072,0.583848532508401,-9.16452119386332
25,1,2.62973509716337,0.261450348988823,0.681190283402153,-42.5500750434841
25,2,0.517666376881667,0.254958743634431,0.67677642988122,-16.1011682587169
50,1,3.70642081711854,0.209377740224202,0.53082021077474,-74.8339405219611
50,2,7.51519613053939,0.394898945635015,1.72676303169944,-39.1439025806943
106,1,3.96836866014801,0.225933606624603,0.454601542154948,-75.8036979314763
106,2,6.97695490612127,0.349114603466458,1.71673509809706,-40.2735674624711
107,1,1.51431019134638,0.623642530706194,1.13410101996528,-11.4117167532676
107,2,2.05338930924933,0.51657208353281,1.23147058486938,-10.5703722072227
21,1,1.58157732406973,0.209479739889503,0.478915969530741,-44.8535858168133
21,2,0.811416158799796,0.306319303810596,0.844739874204,-17.1977556405798
100,1,3.14609551215139,0.270475077502271,0.930064282518752,-43.6918098582895
100,2,7.84147780620235,0.424625788045966,1.11255785693293,-42.456819846888
139,1,1.92646395861764,0.190090957440828,0.543840391594067,-55.1989597153975
139,2,3.23631176306222,0.277736666955446,1.33138289577083,-32.1960972328043
137,1,1.40824921575361,0.235647801945849,0.573902479032191,-36.8366064468584
137,2,0.497809897595234,0.352603355422616,0.748115256428719,-8.04154180619235
138,1,0.954972765737176,0.260547728374087,0.693313993256668,-23.0258209297996
138,2,0.365310501191318,0.299383248885473,0.797450462977091,-6.89319118313945
54,1,0.955990265864435,0.237918399712619,0.492344183080337,-28.774477155674
54,2,0.938630758986415,0.473385024815798,1.21397823095322,-8.04559840222726
55,1,1.7092603339072,0.166472388165338,0.445595639092582,-53.9509055052889
55,2,1.43909253895252,0.515286646391216,1.14952689722965,-10.3296019710307
56,1,0.161062486153479,0.839165337383747,1.63265347480774,0.450190180238067
56,2,0.0783286402412398,Inf,Inf,0.182512749391207
57,1,3.48148687643093,0.146039838914747,0.607622072294161,-77.136523614946
57,2,1.64916329760205,0.271702721714973,0.586588501930237,-34.5387363947243
58,1,2.95279754831764,0.234299678355455,0.499001368880272,-62.1697335105438
58,2,3.34846629426987,0.479306171922123,0.879455173716826,-27.6309871157695
59,1,1.23768251881616,0.467997527122498,1.09331834316254,-13.678072727748
59,2,0.246199470016937,0.46198295801878,1.46658182144165,1.21714445382894
60,1,8.70070172634713,0.251034594007901,0.430964572089059,-117.431727742183
60,2,2.98807746977294,0.259708239815452,0.671103390780362,-51.8081095921115
61,1,5.64975536270604,0.21300428369072,0.460485179772538,-90.9520221728558
61,2,3.34952265293758,0.296583935949537,0.83497683207194,-40.2951941271867
62,1,3.5461652735577,0.235480045899749,0.638521090149879,-62.1697335105438
62,2,0.980075441827445,0.238386325041453,0.818054596583048,-23.0008716724227
63,1,0.872742763584246,0.301773901169117,0.66764813203078,-20.5771199960535
63,2,0.969939395786541,0.394802042179637,1.47328323788113,-8.94237536268038
22,1,1.1537534626884,0.247210298713885,0.512750274256656,-33.3794262926771
22,2,0.953244399534634,0.432813854778514,1.23985528945923,-9.19842941913436
23,1,1.91343080423325,0.192883165443645,0.680128639819575,-48.3390248988069
23,2,0.388100017289836,0.274935033917427,0.49274730682373,-12.6476878541712
28,1,7.37954774265675,0.221710191014108,0.810082039136565,-91.9766580531229
28,2,1.9387986767026,0.316614252148253,0.941229011073257,-26.479695569277
29,1,6.77283281135051,0.225962067643801,0.807261012849354,-86.2030729256943
29,2,2.4348080640564,0.384379227246557,1.25374061720712,-21.7234886230946
66,1,1.87968120616686,0.305084793231426,0.726808523520445,-35.4827556770342
66,2,0.585369580812325,0.376881464322408,0.977166811625163,-6.85295835972232
67,1,1.82524728047845,0.204497954845428,0.660882377624512,-47.1682712390896
67,2,1.06014503176455,0.528604593127966,1.24170139431953,-8.01099676040398
45,1,1.65758506248264,0.23711836730179,0.880759766227321,-33.3829514672146
45,2,0.59155717268389,0.349487434415256,1.04676835677203,-9.1865524681176
46,1,1.87672915455632,0.195952553902903,0.350218126850743,-60.8956992556449
46,2,1.06335348912548,0.323802415813719,0.66008448600769,-20.6819013638606
83,1,0.269311175037622,0.0924754212068957,0.20318585772847,-39.1336503872037
83,2,0.272203508419108,0.212332554838874,0.401097752831199,-13.7314487136611
84,1,1.20030180612066,0.149511183301608,0.353375593821208,-58.6856868150311
84,2,2.14988166606723,0.264353544815727,0.634770600692086,-41.427018101189
43,1,5.11868804901935,0.214686474682372,0.641261088995286,-82.5969695597068
43,2,2.34955650191752,0.310533337476777,0.713415262175769,-35.6900279412168
44,1,1.72635743410981,0.198767029657597,0.891668040577958,-37.7787797464931
44,2,0.538239050932356,0.335271672198647,0.829523237128007,-11.4314779746127
140,1,4.57085834163065,0.244349541763465,0.612708330154419,-72.4115540865743
140,2,1.2347208902874,0.235689646857125,0.77687999180385,-28.7699732014141
9,1,1.002566860974,0.214293231566747,0.485637982686361,-34.5254374461271
9,2,0.297283871969659,0.249669967095057,0.763798395792643,-6.88367612433645
10,1,1.57844845060365,0.252713457789532,0.52638663802036,-39.1078272605114
10,2,0.752094213919908,0.294478017550248,0.616484238551213,-18.3116590990312
64,1,2.16673979849614,0.18371396333399,0.360425525987652,-71.0544260771461
64,2,0.405146733527846,0.150070934526382,0.394952681756789,-24.1592910630449
65,1,0.248858268771101,0.511485225624508,0.836485624313354,-1.15128154644248
65,2,0.366977080068522,0.932122891147931,1.58746113379796,1.02282547530633
70,1,1.09610403035222,0.225856459140778,0.72262818472726,-30.9602819539417
70,2,0.481709963659634,1.01776916384697,2.53603792190552,3.25654896266933
71,1,0.696100854560298,0.236202803151361,0.549011723748569,-24.1430534622053
71,2,0.335294518677672,0.937074995040894,2.13929343223572,2.63885662774472
72,1,0.644660254639111,0.225261673331261,0.84407111008962,-18.4206547438296
72,2,0.116569693434528,Inf,Inf,0.361740652191593
73,1,2.76201641986418,0.514529044981356,1.11295912000868,-20.6882493981953
73,2,0.395092608585332,0.651419497198529,1.02802210383945,0.0545283000124559
74,1,1.774482814837,0.17104839017758,0.565693011650672,-49.4520023869782
74,2,1.1988391931209,0.371261579990387,0.700227546691895,-17.2581163937486
75,1,2.44977502841776,0.269635652171241,0.7181732389662,-41.4192244838981
75,2,0.393165993428131,0.307813148749502,0.496533418956556,-10.2971066612307
76,1,2.81188420664655,0.211193171239668,0.585281618179814,-60.8935645759283
76,2,0.91959067997827,0.403111117226737,0.730428582146054,-12.6395812392492
77,1,1.77099094549836,0.184527476302913,0.453879872306449,-59.8123194793952
77,2,35.3277096980636,0.634344011086684,2.10090138362004,-63.3210250570363
78,1,0.221665330851827,0.477330287297567,1.96946044762929,1.29389802475865
78,2,0.0447927260754931,Inf,Inf,0.0199834403967832
79,1,1.09953695463575,0.275597045133854,0.825986451116101,-24.141595463307
79,2,0.281571252433649,0.948794198036194,1.80373215675354,0.777141579756058
85,1,0.626484756970173,0.312922086034502,0.704673017774309,-14.7401750416515
85,2,0.248545637696074,0.352800709505876,0.769530634085337,-3.29821918440284
86,1,3.47425736601159,0.249656019672271,0.575833089890019,-59.8671504175589
86,2,1.51769140469411,0.226816322745346,0.608682516144543,-35.6900279412168
87,1,1.14441270450388,0.381095945835114,0.86365004380544,-16.7201991469817
87,2,1.04972016246287,0.468311658501625,0.803546190261841,-11.4557728606234
88,1,18.5334784749768,0.275289047241211,0.631873168945313,-132.398517846585
88,2,3.29324102846608,0.229257651737758,0.410456793648856,-69.0774827894987
89,1,1.31519940665076,0.322116249373981,0.939917308943612,-21.5162513752257
89,2,0.667797697866283,0.362614217557405,0.742309407183999,-11.3563091844231
90,1,5.09233126615509,0.143830868235806,0.423706707201506,-119.734310835168
90,2,2.75530136622673,0.238340377807617,0.541780034049613,-58.7158588710664
3,1,0.22287776588354,0.297783970832825,0.725891039921687,-5.7545186570773
3,2,0.406016448992343,1.15506249070168,1.96172189712524,1.17436869377523
4,1,0.523012459782571,0.147775278914542,0.324200789133708,-37.9678608005258
4,2,0.870036490045874,0.402728468179703,1.18039535151588,-10.3135959628487
47,1,1.15883188656465,0.256071418523788,0.593720323899213,-29.7167110460447
47,2,0.379336495750598,0.602046774493323,1.2732986609141,-1.03805820611056
48,1,0.418338555613395,0.259582288563251,0.512550890445709,-13.8033099669817
48,2,0.193876922145272,1.32683366537094,2.45061337947845,0.530768825053698
49,1,0.915110880826825,0.433422535657883,1.1396068685195,-10.2968299384745
49,2,0.212624846211221,0.697680085897446,1.47484620412191,0.603612816573918
91,1,3.9339090077123,0.264985823631287,0.645918369293213,-58.6536006824831
91,2,1.26477868582157,0.352896786653078,1.00788134794969,-19.4886362272494
13,1,4.68705480868732,0.207511271749224,0.566698369525728,-85.1955644403934
13,2,1.87629143959735,0.229020911913652,0.517271482027494,-48.3542349526341
14,1,0.400651641633664,0.311862326720182,0.716233253479004,-10.3420526797663
14,2,0.580607641121759,0.484601369270912,1.11210410411541,-3.35986334693064
52,1,2.55121748008429,0.257849785188834,0.795425673325857,-44.7971150349042
52,2,0.678693558773813,0.273056440353394,0.547386264801025,-18.1743591734173
53,1,1.84260631810552,0.228421608404237,0.500548713061274,-45.994293645004
53,2,0.756628172714461,0.243980011769703,0.587322967393058,-20.7232378368146
101,1,0.376429491633667,0.146226896180047,0.348937246534559,-32.039481977976
101,2,3.89084168670056,0.403814036999979,1.61101164356355,-25.2078144007606
102,1,2.38578580023965,0.173566904850304,0.611086338758469,-63.2218131362977
102,2,2.68324438889199,0.329218858327621,0.792195491301708,-33.3874448482319
108,1,1.21421300397625,0.232648650320565,0.443913413257134,-36.8214497451457
108,2,0.628901856045637,0.709412376085917,1.84617718060811,-1.01649272377874
109,1,4.00290678350138,0.300820535847119,0.737953526633126,-53.9484338680602
109,2,2.32018296562888,0.361323481256312,1.0906187693278,-26.4080439697166
110,1,1.43483949587135,0.329773468971252,1.0597357749939,-19.4636755115206
110,2,0.277354803888733,0.401397407054901,0.807282057675448,-2.25657971156549
111,1,5.36231619782458,0.17615566154321,0.582907696564992,-99.0110629983031
111,2,5.61484735206578,0.41206419467926,0.915820080301036,-41.4464856736792
112,1,1.47007602778295,0.188104052096605,0.502963562806447,-44.9003603131566
112,2,0.753260722671905,0.526366755366325,1.62503957748413,-3.38795918597415
113,1,3.26221241961437,0.173491978331616,0.58457612991333,-76.8550062650676
113,2,3.14370125889475,0.351883859169192,0.842446583073314,-35.684822640728
114,1,7.85782453221489,0.222893134905742,0.625397792229286,-108.221395370243
114,2,6.73676366972421,0.500293241894764,0.936219173928966,-41.4464856736792
115,1,0.509183497731623,1.23609880208969,2.44954586029053,2.51595080035736
115,2,0.246529683592221,2.22441418468952,3.80105629563332,0.64183807978967
116,1,0.33326877976916,0.12769577087778,0.351826133150043,-28.632834915938
116,2,0.23422696683943,0.324250400066376,0.921747576106678,-0.183502388158768
117,1,0.590027903192869,0.903936855494976,1.48045003414154,1.00000500002878e-05
117,2,0.430163881048601,1.51181514064471,4.08960163593292,3.53668355084582
118,1,0.670563717265316,0.180060763108103,0.413837934795179,-33.3378461517793
118,2,0.6182734427657,0.448486099640528,1.14453156789144,-5.03301762652385
119,1,0.2588823383678,0.503491878509521,1.009830766254,-1.15128154644248
119,2,0.0630893385524885,Inf,Inf,0.238080515444765
120,1,5.75914162356014,0.257301775184838,0.56112933803249,-73.6826489754686
120,2,1.69790543484898,0.298027005460527,0.689663688341776,-29.9335702087544
41,1,1.33028912892032,0.225886452198029,0.479849497477214,-41.2882663965837
41,2,0.417901177236024,0.229427774747213,0.560144186019897,-16.0789580920829
42,1,2.14349708042941,0.158303275704384,0.517608589596218,-71.3800658824836
42,2,0.84955899395692,0.192328230754749,0.53997142894848,-31.0848617552469
68,1,0.678048691824157,0.234963845993791,0.561596155166626,-21.8405077542657
68,2,0.246401864806367,0.287940207868814,0.466881841421127,-6.81885696265234
69,1,0.72615083673253,0.215030021739729,0.536716851321134,-27.5947674258365
69,2,0.202452999337843,0.273997350533803,0.523221572240194,-6.83445533971052
103,1,0.913367778303874,0.3035027384758,0.622123990740095,-21.7824733223218
103,2,0.567228024326439,0.261927959464845,0.852665333520798,-13.6397816426249
104,1,1.72060282580342,0.374097793332992,0.721996215081984,-25.2208511810722
104,2,0.813125784505009,0.417957779608275,0.672603657371119,-11.3264123071531
1,1,0.625005659800458,0.298324438432852,0.51091601451238,-17.1873437357513
1,2,0.621019147024159,0.345876407973907,0.925819453071145,-9.11968644475149
2,1,1.35857700652043,0.229343965649605,0.409564863551747,-40.0384368514358
2,2,1.06715280199444,0.277936981274531,0.985879989770743,-19.2967597507778
94,1,1.30765274087496,0.197945244312286,0.488817024230957,-46.0516518596491
94,2,2.05952208301867,0.338354635238647,0.647450174604143,-28.782278662262
95,1,0.976357262877764,0.243733737398596,0.548054190242992,-28.7364531742468
95,2,2.57572956057895,0.474490301949637,1.12619093486241,-20.6880516122943
121,1,3.36362293351436,0.197498826013095,0.633768689805183,-67.9261912430062
121,2,4.46060543807724,0.37283588886261,0.650013732910156,-46.0516518596491
122,1,0.67008189822573,0.232368200023969,0.436620553334554,-24.1455687178503
122,2,2.08248623090191,0.512392128507296,1.00470374027888,-16.1870260608623
11,1,1.85800050838241,0.282463127658481,0.549299149286179,-37.9075983858376
11,2,0.541229266264245,0.5593040748076,1.07308561151678,-2.24935332496543
12,1,1.3808780122833,0.299106906851133,0.839932759602865,-24.1427092281763
12,2,0.17355903850623,0.196332919597626,0.613419612248739,-6.86323913091352
132,1,1.09899653035611,0.171148153543472,0.394893455505371,-47.1204690737115
132,2,0.456200293136234,0.377340282712664,0.879359245300293,-4.48604195742826
133,1,2.21185871977381,0.173115587595737,0.425197102806785,-65.4979407152619
133,2,0.511847834867071,0.244925092567097,0.729516744613647,-13.7891411729683
134,1,0.431525700327258,0.379703847425325,1.05534826006208,-6.85127804170908
134,2,0.0388242159212404,0.15566999051306,0.473006301456028,0.103083667384864
135,1,3.33595147839386,0.237163820910075,0.654599098932175,-62.1084274120681
135,2,0.961184734606779,0.309053455407803,0.786862556750958,-18.3131820210687
136,1,0.442594474718646,0.376602564255397,0.867164293924967,-7.99193617343594
136,2,0.286714602181684,0.371697127819061,1.45213564236959,0.0741071048378824
123,1,1.56008594036042,0.250679280076708,0.792155810764858,-29.92956540842
123,2,2.49669494717465,0.461045932510625,1.80730949277463,-15.2943994749109
124,1,1.76671926456691,0.147930392352017,0.687377669594505,-52.838877127328
124,2,1.5942359923058,0.491467309269038,1.02189324118874,-14.8979304802466
125,1,3.21062993101392,0.181352529674768,0.779960304498672,-62.1697335105438
125,2,1.75367386407269,0.324160442632787,0.623531972660738,-27.5850308395732
126,1,2.18061106105873,0.221583580374718,0.701372241973877,-47.1939442208988
126,2,1.84119504471585,0.487022256309336,1.09861818226901,-14.9287258340013
127,1,2.26013713935856,0.175920478999615,0.559338256716728,-63.1185736766475
127,2,1.46552067786011,0.556755378842354,0.934478759765625,-12.5642106183936
128,1,0.185107519457095,0.271942734718323,0.654652393781222,-5.72427109241558
128,2,0.188124372686154,0.654954532782237,1.17000818252563,0.528640946377381
129,1,6.22815936432564,0.259090353647868,0.803221638997396,-74.8339405219611
129,2,1.28229558808229,0.291923217235073,0.672840610627205,-24.1485504242813
130,1,3.5480554087857,0.20709637887236,0.66819467406342,-68.9391736339884
130,2,0.846894514745948,0.272511945830451,0.626732773251004,-20.6155479437478
131,1,1.41476104368204,0.140587123472299,0.336012092988882,-66.5941157574433
131,2,9.24169385077095,0.478772068023682,1.37900243865119,-41.3066274296518
26,1,2.17789422260247,0.198187924780936,0.681310779643509,-49.5055264991265
26,2,0.230300162732266,0.170445390369581,0.436491862587307,-14.9446468254765
27,1,2.12258281921352,0.256577947038285,0.551541815412805,-43.6593538620039
27,2,0.713986043046265,0.302285902556919,0.923599061511812,-12.7770411110448
144,1,36.0287833363,0.331751938466426,0.736454650238677,-153.12176568345
144,2,0.672654641039686,0.192941024496749,0.411273595449087,-31.0018951315866
98,1,1.14999217005234,0.272233273301806,0.5031829561506,-29.8926283981562
98,2,0.481838473675056,0.61695005595684,1.0285496711731,-1.12234269351775
99,1,2.14325640645172,0.295107754923048,0.663505395253499,-37.9096094908301
99,2,0.74531859525203,0.485543229750225,1.18962492261614,-5.71514597549115
92,1,3.29860726759295,0.23986411726836,0.446683710271662,-65.2879120840543
92,2,2.35950726835855,0.328676481457318,1.14377428503597,-27.6133310118156
93,1,0.36621636655487,0.202472842257956,0.476985496023427,-17.149895134123
93,2,0.322642050826505,0.445770464160226,0.880880355834961,-3.30911212681633
141,1,0.611721814461075,0.231862308723586,0.576894453593663,-22.7182413878778
141,2,0.149091369821089,0.373756839169396,0.783883664343092,-1.01945019699381
142,1,2.540092173469,0.27628907497893,0.740528613963026,-43.576435268702
142,2,0.737278728741162,0.247166644249644,0.634206022535052,-21.774774934512
143,1,1.15981954800434,0.417553888125853,0.876932577653365,-15.8725636255897
143,2,0.0648925854516474,0.233795079920027,0.570961833000183,0.221002803337909
145,1,4.29817024263153,0.222343670411242,0.666478474934896,-72.4783546900833
145,2,1.57535979783852,0.229105146307694,0.846366756840756,-32.2060054783495
