"","sottoarea","data","prod","zona","area","key","latitudine","longitudine","giorno_mese","giorno_settimana","giorno_anno","mese","settimana_anno","anno","weekend","vacanza","stagione","primo_del_mese","vendite_giorn_prod","cluster3","cluster6","cluster20","vendite"
"50",3,2016-05-21,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,21,6,142,5,21,2016,1,0,2,0,259.145863947976,1,2,20,-1.69009709358215
"51",3,2016-05-22,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,22,7,143,5,21,2016,1,0,2,0,0,1,2,20,-1.59748506546021
"52",3,2016-05-23,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,23,1,144,5,21,2016,0,0,2,0,780.155965499916,1,2,20,1.82984364032745
"53",3,2016-05-24,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,24,2,145,5,21,2016,0,0,2,0,468.628404146751,1,2,20,1.46432483196259
"54",3,2016-05-25,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,25,3,146,5,21,2016,0,0,2,0,758.006136974609,1,2,20,1.74450600147247
"55",3,2016-05-26,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,26,4,147,5,21,2016,0,0,2,0,951.407652841837,1,2,20,1.4040287733078
"56",3,2016-05-27,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,27,5,148,5,22,2016,0,0,2,0,767.248723866546,1,2,20,1.11532175540924
"57",3,2016-05-28,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,28,6,149,5,22,2016,1,0,2,0,176.044081092898,1,2,20,-0.720153570175171
"58",3,2016-05-29,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,29,7,150,5,22,2016,1,0,2,0,0,1,2,20,-0.422450363636017
"59",3,2016-05-29,2,16,42,"16-42-3",45.3310171285714,8.26463187142857,29,7,150,5,22,2016,1,0,2,0,33.2544108599599,1,2,20,-0.286402106285095
"60",3,2016-05-28,2,16,42,"16-42-3",45.3310171285714,8.26463187142857,28,6,149,5,22,2016,1,0,2,0,189.253821575583,1,2,20,-0.152134001255035
"61",4,2016-05-21,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,21,6,142,5,21,2016,1,0,2,0,259.145863947976,1,2,12,-0.513730406761169
"62",4,2016-05-22,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,22,7,143,5,21,2016,1,0,2,0,0,1,2,12,-1.25703835487366
"63",4,2016-05-20,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,20,5,141,5,21,2016,0,0,2,0,751.907787779668,1,2,12,3.81564784049988
"64",4,2016-05-25,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,25,3,146,5,21,2016,0,0,2,0,758.006136974609,1,2,12,5.56564378738403
"65",4,2016-05-26,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,26,4,147,5,21,2016,0,0,2,0,951.407652841837,1,2,12,5.28813934326172
"66",4,2016-05-23,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,23,1,144,5,21,2016,0,0,2,0,780.155965499916,1,2,12,5.65373516082764
"67",4,2016-05-24,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,24,2,145,5,21,2016,0,0,2,0,468.628404146751,1,2,12,5.36907005310059
"68",4,2016-05-29,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,29,7,150,5,22,2016,1,0,2,0,0,1,2,12,-0.240156948566437
"69",4,2016-05-21,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,21,6,142,5,21,2016,1,0,2,0,233.605954878847,1,2,12,1.09994769096375
"70",4,2016-05-27,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,27,5,148,5,22,2016,0,0,2,0,767.248723866546,1,2,12,4.93611717224121
"71",4,2016-05-28,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,28,6,149,5,22,2016,1,0,2,0,176.044081092898,1,2,12,0.209660857915878
"72",4,2016-05-20,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,20,5,141,5,21,2016,0,0,2,0,417.836075248483,1,2,12,1.28873658180237
"73",4,2016-05-25,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,25,3,146,5,21,2016,0,0,2,0,336.547069185266,1,2,12,1.70712292194366
"74",4,2016-05-22,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,22,7,143,5,21,2016,1,0,2,0,57.6408683200873,1,2,12,0.344995141029358
"75",4,2016-05-23,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,23,1,144,5,21,2016,0,0,2,0,221.84072340059,1,2,12,1.08736729621887
"76",4,2016-05-24,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,24,2,145,5,21,2016,0,0,2,0,347.806826773757,1,2,12,1.34473371505737
"77",4,2016-05-29,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,29,7,150,5,22,2016,1,0,2,0,33.2544108599599,1,2,12,0.177575409412384
"78",4,2016-05-26,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,26,4,147,5,21,2016,0,0,2,0,454.107695216981,1,2,12,1.8138176202774
"79",4,2016-05-27,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,27,5,148,5,22,2016,0,0,2,0,389.198726658105,1,2,12,1.70732152462006
"80",4,2016-05-28,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,28,6,149,5,22,2016,1,0,2,0,189.253821575583,1,2,12,0.93901538848877
"81",5,2016-05-20,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,20,5,141,5,21,2016,0,0,2,0,751.907787779668,2,4,8,6.26542568206787
"82",5,2016-05-21,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,21,6,142,5,21,2016,1,0,2,0,259.145863947976,2,4,8,0.841392695903778
"83",5,2016-05-22,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,22,7,143,5,21,2016,1,0,2,0,0,2,4,8,-0.784952878952026
"84",5,2016-05-23,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,23,1,144,5,21,2016,0,0,2,0,780.155965499916,2,4,8,7.69532489776611
"85",5,2016-05-24,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,24,2,145,5,21,2016,0,0,2,0,468.628404146751,2,4,8,7.61501407623291
"86",5,2016-05-25,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,25,3,146,5,21,2016,0,0,2,0,758.006136974609,2,4,8,7.84614944458008
"87",5,2016-05-26,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,26,4,147,5,21,2016,0,0,2,0,951.407652841837,2,4,8,7.53343820571899
"88",5,2016-05-27,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,27,5,148,5,22,2016,0,0,2,0,767.248723866546,2,4,8,7.4922308921814
"89",5,2016-05-28,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,28,6,149,5,22,2016,1,0,2,0,176.044081092898,2,4,8,1.66727530956268
"90",5,2016-05-29,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,29,7,150,5,22,2016,1,0,2,0,0,2,4,8,0.384127825498581
"91",5,2016-05-21,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,21,6,142,5,21,2016,1,0,2,0,233.605954878847,2,4,8,2.65590500831604
"92",5,2016-05-22,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,22,7,143,5,21,2016,1,0,2,0,57.6408683200873,2,4,8,1.48139500617981
"93",5,2016-05-23,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,23,1,144,5,21,2016,0,0,2,0,221.84072340059,2,4,8,3.16523694992065
"94",5,2016-05-20,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,20,5,141,5,21,2016,0,0,2,0,417.836075248483,2,4,8,3.76570916175842
"95",5,2016-05-25,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,25,3,146,5,21,2016,0,0,2,0,336.547069185266,2,4,8,3.56685876846313
"96",5,2016-05-26,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,26,4,147,5,21,2016,0,0,2,0,454.107695216981,2,4,8,3.71506929397583
"97",5,2016-05-27,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,27,5,148,5,22,2016,0,0,2,0,389.198726658105,2,4,8,3.59570407867432
"98",5,2016-05-24,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,24,2,145,5,21,2016,0,0,2,0,347.806826773757,2,4,8,3.43048334121704
"99",5,2016-05-29,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,29,7,150,5,22,2016,1,0,2,0,33.2544108599599,2,4,8,0.761832892894745
"100",5,2016-05-28,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,28,6,149,5,22,2016,1,0,2,0,189.253821575583,2,4,8,1.90253734588623
"101",6,2016-05-21,1,1,1,"1-1-6",42.0110725,13.4630063571429,21,6,142,5,21,2016,1,0,2,0,259.145863947976,2,4,6,-1.52946090698242
"102",6,2016-05-22,1,1,1,"1-1-6",42.0110725,13.4630063571429,22,7,143,5,21,2016,1,0,2,0,0,2,4,6,-1.71424722671509
"103",6,2016-05-20,1,1,1,"1-1-6",42.0110725,13.4630063571429,20,5,141,5,21,2016,0,0,2,0,751.907787779668,2,4,6,-0.752780079841614
"104",6,2016-05-20,2,1,1,"1-1-6",42.0110725,13.4630063571429,20,5,141,5,21,2016,0,0,2,0,417.836075248483,2,4,6,0.404489576816559
"105",6,2016-05-21,2,1,1,"1-1-6",42.0110725,13.4630063571429,21,6,142,5,21,2016,1,0,2,0,233.605954878847,2,4,6,0.668507814407349
"106",6,2016-05-22,2,1,1,"1-1-6",42.0110725,13.4630063571429,22,7,143,5,21,2016,1,0,2,0,57.6408683200873,2,4,6,0.398156702518463
"107",6,2016-05-23,1,1,1,"1-1-6",42.0110725,13.4630063571429,23,1,144,5,21,2016,0,0,2,0,780.155965499916,2,4,6,0.957402944564819
"108",6,2016-05-24,1,1,1,"1-1-6",42.0110725,13.4630063571429,24,2,145,5,21,2016,0,0,2,0,468.628404146751,2,4,6,0.688549518585205
"109",6,2016-05-25,1,1,1,"1-1-6",42.0110725,13.4630063571429,25,3,146,5,21,2016,0,0,2,0,758.006136974609,2,4,6,0.699845910072327
"110",6,2016-05-26,1,1,1,"1-1-6",42.0110725,13.4630063571429,26,4,147,5,21,2016,0,0,2,0,951.407652841837,2,4,6,0.541373729705811
"111",6,2016-05-27,1,1,1,"1-1-6",42.0110725,13.4630063571429,27,5,148,5,22,2016,0,0,2,0,767.248723866546,2,4,6,0.508897483348846
"112",6,2016-05-28,1,1,1,"1-1-6",42.0110725,13.4630063571429,28,6,149,5,22,2016,1,0,2,0,176.044081092898,2,4,6,-0.69458019733429
"113",6,2016-05-29,1,1,1,"1-1-6",42.0110725,13.4630063571429,29,7,150,5,22,2016,1,0,2,0,0,2,4,6,-0.57875919342041
"114",6,2016-05-25,2,1,1,"1-1-6",42.0110725,13.4630063571429,25,3,146,5,21,2016,0,0,2,0,336.547069185266,2,4,6,0.328759402036667
"115",6,2016-05-26,2,1,1,"1-1-6",42.0110725,13.4630063571429,26,4,147,5,21,2016,0,0,2,0,454.107695216981,2,4,6,0.421179950237274
"116",6,2016-05-23,2,1,1,"1-1-6",42.0110725,13.4630063571429,23,1,144,5,21,2016,0,0,2,0,221.84072340059,2,4,6,0.506462633609772
"117",6,2016-05-24,2,1,1,"1-1-6",42.0110725,13.4630063571429,24,2,145,5,21,2016,0,0,2,0,347.806826773757,2,4,6,0.399270981550217
"118",6,2016-05-29,2,1,1,"1-1-6",42.0110725,13.4630063571429,29,7,150,5,22,2016,1,0,2,0,33.2544108599599,2,4,6,-0.383024275302887
"119",6,2016-05-27,2,1,1,"1-1-6",42.0110725,13.4630063571429,27,5,148,5,22,2016,0,0,2,0,389.198726658105,2,4,6,0.147432684898376
"120",6,2016-05-28,2,1,1,"1-1-6",42.0110725,13.4630063571429,28,6,149,5,22,2016,1,0,2,0,189.253821575583,2,4,6,-0.103887736797333
"121",7,2016-05-21,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,21,6,142,5,21,2016,1,0,2,0,259.145863947976,2,4,8,-0.460030853748322
"122",7,2016-05-20,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,20,5,141,5,21,2016,0,0,2,0,751.907787779668,2,4,8,1.15097403526306
"123",7,2016-05-25,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,25,3,146,5,21,2016,0,0,2,0,758.006136974609,2,4,8,2.60938334465027
"124",7,2016-05-22,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,22,7,143,5,21,2016,1,0,2,0,0,2,4,8,-1.12388801574707
"125",7,2016-05-23,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,23,1,144,5,21,2016,0,0,2,0,780.155965499916,2,4,8,2.78419232368469
"126",7,2016-05-24,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,24,2,145,5,21,2016,0,0,2,0,468.628404146751,2,4,8,2.28267812728882
"127",7,2016-05-20,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,20,5,141,5,21,2016,0,0,2,0,417.836075248483,2,4,8,1.76016688346863
"128",7,2016-05-21,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,21,6,142,5,21,2016,1,0,2,0,233.605954878847,2,4,8,1.6166205406189
"129",7,2016-05-22,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,22,7,143,5,21,2016,1,0,2,0,57.6408683200873,2,4,8,0.948051333427429
"130",7,2016-05-23,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,23,1,144,5,21,2016,0,0,2,0,221.84072340059,2,4,8,1.40219438076019
"131",7,2016-05-24,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,24,2,145,5,21,2016,0,0,2,0,347.806826773757,2,4,8,1.39893019199371
"132",7,2016-05-25,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,25,3,146,5,21,2016,0,0,2,0,336.547069185266,2,4,8,1.63087058067322
"133",7,2016-05-26,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,26,4,147,5,21,2016,0,0,2,0,454.107695216981,2,4,8,1.69082474708557
"134",7,2016-05-27,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,27,5,148,5,22,2016,0,0,2,0,389.198726658105,2,4,8,1.50507247447968
"135",7,2016-05-28,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,28,6,149,5,22,2016,1,0,2,0,189.253821575583,2,4,8,0.84854382276535
"136",7,2016-05-29,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,29,7,150,5,22,2016,1,0,2,0,33.2544108599599,2,4,8,0.202684015035629
"137",7,2016-05-29,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,29,7,150,5,22,2016,1,0,2,0,0,2,4,8,0.0536273717880249
"138",7,2016-05-26,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,26,4,147,5,21,2016,0,0,2,0,951.407652841837,2,4,8,2.42473959922791
"139",7,2016-05-27,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,27,5,148,5,22,2016,0,0,2,0,767.248723866546,2,4,8,2.41753196716309
"140",7,2016-05-28,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,28,6,149,5,22,2016,1,0,2,0,176.044081092898,2,4,8,0.384627759456635
"141",8,2016-05-21,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,21,6,142,5,21,2016,1,0,2,0,233.605954878847,2,4,8,1.87632215023041
"142",8,2016-05-25,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,25,3,146,5,21,2016,0,0,2,0,336.547069185266,2,4,8,2.59256505966187
"143",8,2016-05-22,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,22,7,143,5,21,2016,1,0,2,0,57.6408683200873,2,4,8,1.07936382293701
"144",8,2016-05-23,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,23,1,144,5,21,2016,0,0,2,0,221.84072340059,2,4,8,2.44199657440186
"145",8,2016-05-24,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,24,2,145,5,21,2016,0,0,2,0,347.806826773757,2,4,8,2.5019633769989
"146",8,2016-05-29,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,29,7,150,5,22,2016,1,0,2,0,33.2544108599599,2,4,8,0.187339752912521
"147",8,2016-05-26,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,26,4,147,5,21,2016,0,0,2,0,454.107695216981,2,4,8,2.69626951217651
"148",8,2016-05-27,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,27,5,148,5,22,2016,0,0,2,0,389.198726658105,2,4,8,2.38173961639404
"149",8,2016-05-28,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,28,6,149,5,22,2016,1,0,2,0,189.253821575583,2,4,8,1.0819251537323
"150",8,2016-05-20,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,20,5,141,5,21,2016,0,0,2,0,417.836075248483,2,4,8,2.6681182384491
"151",8,2016-05-20,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,20,5,141,5,21,2016,0,0,2,0,751.907787779668,2,4,8,4.58961009979248
"152",8,2016-05-21,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,21,6,142,5,21,2016,1,0,2,0,259.145863947976,2,4,8,0.166646718978882
"153",8,2016-05-22,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,22,7,143,5,21,2016,1,0,2,0,0,2,4,8,-0.805914521217346
"154",8,2016-05-23,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,23,1,144,5,21,2016,0,0,2,0,780.155965499916,2,4,8,6.19388723373413
"155",8,2016-05-24,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,24,2,145,5,21,2016,0,0,2,0,468.628404146751,2,4,8,5.94263124465942
"156",8,2016-05-25,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,25,3,146,5,21,2016,0,0,2,0,758.006136974609,2,4,8,6.15629911422729
"157",8,2016-05-26,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,26,4,147,5,21,2016,0,0,2,0,951.407652841837,2,4,8,5.96983909606934
"158",8,2016-05-27,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,27,5,148,5,22,2016,0,0,2,0,767.248723866546,2,4,8,5.84601497650146
"159",8,2016-05-28,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,28,6,149,5,22,2016,1,0,2,0,176.044081092898,2,4,8,1.00611627101898
"160",8,2016-05-29,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,29,7,150,5,22,2016,1,0,2,0,0,2,4,8,0.2598757147789
"161",9,2016-05-25,2,13,33,"13-33-9",43.7334912282608,12.741713076087,25,3,146,5,21,2016,0,0,2,0,336.547069185266,2,5,9,1.56951606273651
"162",9,2016-05-22,2,13,33,"13-33-9",43.7334912282608,12.741713076087,22,7,143,5,21,2016,1,0,2,0,57.6408683200873,2,5,9,-0.0384656190872192
"163",9,2016-05-23,2,13,33,"13-33-9",43.7334912282608,12.741713076087,23,1,144,5,21,2016,0,0,2,0,221.84072340059,2,5,9,0.957079589366913
"164",9,2016-05-24,2,13,33,"13-33-9",43.7334912282608,12.741713076087,24,2,145,5,21,2016,0,0,2,0,347.806826773757,2,5,9,1.28175568580627
"165",9,2016-05-20,2,13,33,"13-33-9",43.7334912282608,12.741713076087,20,5,141,5,21,2016,0,0,2,0,417.836075248483,2,5,9,1.18462252616882
"166",9,2016-05-21,2,13,33,"13-33-9",43.7334912282608,12.741713076087,21,6,142,5,21,2016,1,0,2,0,233.605954878847,2,5,9,0.931851267814636
