"data","prod","zona","area","sottoarea","key","latitudine","longitudine"
2016-05-27,2,1,2,7,"1-2-7",42.3167516511628,14.2181936046512
2016-05-28,2,1,2,7,"1-2-7",42.3167516511628,14.2181936046512
2016-05-29,2,1,2,7,"1-2-7",42.3167516511628,14.2181936046512
2016-05-20,1,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-21,1,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-22,1,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-23,1,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-24,1,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-25,1,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-26,1,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-27,1,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-28,1,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-29,1,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-20,2,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-21,2,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-22,2,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-23,2,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-24,2,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-25,2,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-26,2,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-27,2,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-28,2,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-29,2,1,2,8,"1-2-8",41.8170241764706,14.4429095429864
2016-05-20,1,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-21,1,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-22,1,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-23,1,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-24,1,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-25,1,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-26,1,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-27,1,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-28,1,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-29,1,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-20,2,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-21,2,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-22,2,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-23,2,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-24,2,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-25,2,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-26,2,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-27,2,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-28,2,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-29,2,2,3,15,"2-3-15",40.4182578301887,16.4805773962264
2016-05-20,1,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-21,1,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-22,1,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-23,1,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-24,1,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-25,1,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-26,1,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-27,1,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-28,1,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-29,1,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-20,2,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-21,2,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-22,2,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-23,2,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-24,2,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-25,2,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-26,2,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-27,2,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-28,2,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-29,2,2,3,16,"2-3-16",40.4880508846153,17.2766156923077
2016-05-20,1,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-21,1,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-22,1,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-23,1,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-24,1,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-25,1,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-26,1,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-27,1,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-28,1,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-29,1,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-20,2,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-21,2,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-22,2,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-23,2,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-24,2,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-25,2,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-26,2,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-27,2,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-28,2,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-29,2,2,4,17,"2-4-17",40.15105659375,15.911561515625
2016-05-20,1,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-21,1,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-22,1,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-23,1,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-24,1,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-25,1,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-26,1,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-27,1,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-28,1,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-29,1,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-20,2,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-21,2,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-22,2,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-23,2,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-24,2,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-25,2,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-26,2,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-27,2,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-28,2,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-29,2,2,4,18,"2-4-18",40.3498557642857,15.2505059857143
2016-05-20,1,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-21,1,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-22,1,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-23,1,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-24,1,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-25,1,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-26,1,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-27,1,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-28,1,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-29,1,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-20,2,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-21,2,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-22,2,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-23,2,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-24,2,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-25,2,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-26,2,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-27,2,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-28,2,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-29,2,2,4,19,"2-4-19",40.7242373797468,15.7913028607595
2016-05-20,1,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-21,1,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-22,1,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-23,1,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-24,1,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-25,1,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-26,1,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-27,1,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-28,1,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-29,1,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-20,2,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-21,2,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-22,2,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-23,2,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-24,2,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-25,2,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-26,2,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-27,2,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-28,2,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-29,2,2,4,20,"2-4-20",40.6667679090909,15.3345269090909
2016-05-20,1,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-21,1,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-22,1,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-23,1,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-24,1,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-25,1,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-26,1,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-27,1,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-28,1,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-29,1,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-20,2,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-21,2,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-22,2,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-23,2,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-24,2,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-25,2,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-26,2,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-27,2,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-28,2,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-29,2,3,5,30,"3-5-30",39.2751569553572,16.3865255267857
2016-05-20,1,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-21,1,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-22,1,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-23,1,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-24,1,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-25,1,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-26,1,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-27,1,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-28,1,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-29,1,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-20,2,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-21,2,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-22,2,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-23,2,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-24,2,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-25,2,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-26,2,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-27,2,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-28,2,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-29,2,3,5,31,"3-5-31",39.5381663976608,16.3663891637427
2016-05-20,1,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-21,1,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-22,1,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-23,1,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-24,1,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-25,1,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-26,1,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-27,1,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-28,1,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-29,1,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-20,2,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-21,2,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-22,2,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-23,2,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-24,2,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-25,2,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-26,2,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-27,2,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-28,2,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-29,2,3,5,32,"3-5-32",38.8436698571429,16.3074073571429
2016-05-20,1,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-21,1,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-22,1,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-23,1,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-24,1,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-25,1,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-26,1,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-27,1,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-28,1,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-29,1,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-20,2,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-21,2,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-22,2,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-23,2,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-24,2,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-25,2,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-26,2,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-27,2,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-28,2,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-29,2,3,6,33,"3-6-33",38.9520133939394,16.6400211515151
2016-05-20,1,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-21,1,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-22,1,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-23,1,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-24,1,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-25,1,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-26,1,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-27,1,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-28,1,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-29,1,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-20,2,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-21,2,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-22,2,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-23,2,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-24,2,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-25,2,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-26,2,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-27,2,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-28,2,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-29,2,3,6,34,"3-6-34",38.6637970853659,16.2717109390244
2016-05-20,1,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-21,1,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-22,1,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-23,1,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-24,1,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-25,1,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-26,1,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-27,1,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-28,1,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-29,1,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-20,2,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-21,2,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-22,2,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-23,2,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-24,2,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-25,2,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-26,2,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-27,2,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-28,2,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-29,2,3,6,35,"3-6-35",38.2229460145986,15.9874276277372
2016-05-20,1,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-21,1,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-22,1,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-23,1,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-24,1,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-25,1,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-26,1,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-27,1,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-28,1,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-29,1,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-20,2,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-21,2,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-22,2,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-23,2,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-24,2,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-25,2,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-26,2,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-27,2,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-28,2,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-29,2,4,7,36,"4-7-36",40.8824748947368,14.1081251052632
2016-05-20,1,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-21,1,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-22,1,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-23,1,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-24,1,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-25,1,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-26,1,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-27,1,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-28,1,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-29,1,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-20,2,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-21,2,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-22,2,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-23,2,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-24,2,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-25,2,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-26,2,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-27,2,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-28,2,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-29,2,4,7,37,"4-7-37",41.1801841214954,14.1543351028037
2016-05-20,1,4,8,38,"4-8-38",41.0632075535714,14.5751689285714
2016-05-21,1,4,8,38,"4-8-38",41.0632075535714,14.5751689285714
2016-05-22,1,4,8,38,"4-8-38",41.0632075535714,14.5751689285714
2016-05-23,1,4,8,38,"4-8-38",41.0632075535714,14.5751689285714
2016-05-24,1,4,8,38,"4-8-38",41.0632075535714,14.5751689285714
2016-05-25,1,4,8,38,"4-8-38",41.0632075535714,14.5751689285714
2016-05-26,1,4,8,38,"4-8-38",41.0632075535714,14.5751689285714
2016-05-27,1,4,8,38,"4-8-38",41.0632075535714,14.5751689285714
