"data","prod","zona","area","sottoarea","vendite","giorno_mese","giorno_settimana","giorno_anno","mese","settimana_anno","anno","weekend","stagione","key","primo_del_mese","sp_anno","sp_mese","sp_settimana","vendite_missing","latitudine","longitudine","cluster3","cluster6","cluster20","vacanza","vendite_giorn_prod","vendite_giorn_tot"
2016-05-10,1,16,42,3,1.79878425598145,10,2,131,5,19,2016,0,2,"16-42-3",0,166,11,4,0,45.3310171285714,8.26463187142857,1,2,20,0,792,1205
2016-05-11,1,16,42,3,1.70017755031586,11,3,132,5,19,2016,0,2,"16-42-3",0,167,12,5,0,45.3310171285714,8.26463187142857,1,2,20,0,919,1279
2016-05-12,1,16,42,3,1.78136789798737,12,4,133,5,19,2016,0,2,"16-42-3",0,169,14,7,0,45.3310171285714,8.26463187142857,1,2,20,0,877,1306
2016-05-13,1,16,42,3,1.75969409942627,13,5,134,5,20,2016,0,2,"16-42-3",0,171,16,0,0,45.3310171285714,8.26463187142857,1,2,20,0,816,1251
2016-05-14,1,16,42,3,0.019115686416626,14,6,135,5,20,2016,1,2,"16-42-3",0,173,18,2,0,45.3310171285714,8.26463187142857,1,2,20,0,53,290
2016-05-15,1,16,42,3,-0.22246778011322,15,7,136,5,20,2016,1,2,"16-42-3",0,173,18,2,0,45.3310171285714,8.26463187142857,1,2,20,0,9,70
2016-05-16,1,16,42,3,2.40533828735352,16,1,137,5,20,2016,0,2,"16-42-3",0,173,18,2,0,45.3310171285714,8.26463187142857,1,2,20,0,976,1274
2016-05-17,1,16,42,3,1.94365835189819,17,2,138,5,20,2016,0,2,"16-42-3",0,175,20,4,0,45.3310171285714,8.26463187142857,1,2,20,0,858,1226
2016-05-18,1,16,42,3,1.75933969020844,18,3,139,5,20,2016,0,2,"16-42-3",0,176,21,5,0,45.3310171285714,8.26463187142857,1,2,20,0,909,1216
2016-05-19,1,16,42,3,1.48240649700165,19,4,140,5,20,2016,0,2,"16-42-3",0,178,23,7,0,45.3310171285714,8.26463187142857,1,2,20,0,465,829
2016-05-10,1,16,42,4,5.70077800750732,10,2,131,5,19,2016,0,2,"16-42-4",0,608,37,11,0,44.8372005445026,8.63926629842932,1,2,12,0,792,1205
2016-05-11,1,16,42,4,5.60977840423584,11,3,132,5,19,2016,0,2,"16-42-4",0,613,42,16,0,44.8372005445026,8.63926629842932,1,2,12,0,919,1279
2016-05-12,1,16,42,4,5.66794538497925,12,4,133,5,19,2016,0,2,"16-42-4",0,619,48,22,0,44.8372005445026,8.63926629842932,1,2,12,0,877,1306
2016-05-13,1,16,42,4,5.60741901397705,13,5,134,5,20,2016,0,2,"16-42-4",0,624,53,0,0,44.8372005445026,8.63926629842932,1,2,12,0,816,1251
2016-05-14,1,16,42,4,1.02572679519653,14,6,135,5,20,2016,1,2,"16-42-4",0,629,58,5,0,44.8372005445026,8.63926629842932,1,2,12,0,53,290
2016-05-15,1,16,42,4,0.219259411096573,15,7,136,5,20,2016,1,2,"16-42-4",0,629,58,5,0,44.8372005445026,8.63926629842932,1,2,12,0,9,70
2016-05-16,1,16,42,4,5.95640087127686,16,1,137,5,20,2016,0,2,"16-42-4",0,629,58,5,0,44.8372005445026,8.63926629842932,1,2,12,0,976,1274
2016-05-17,1,16,42,4,5.8267993927002,17,2,138,5,20,2016,0,2,"16-42-4",0,635,64,11,0,44.8372005445026,8.63926629842932,1,2,12,0,858,1226
2016-05-18,1,16,42,4,5.63683032989502,18,3,139,5,20,2016,0,2,"16-42-4",0,640,69,16,0,44.8372005445026,8.63926629842932,1,2,12,0,909,1216
2016-05-19,1,16,42,4,5.36164331436157,19,4,140,5,20,2016,0,2,"16-42-4",0,646,75,22,0,44.8372005445026,8.63926629842932,1,2,12,0,465,829
2016-05-10,1,1,1,5,8.70217704772949,10,2,131,5,19,2016,0,2,"1-1-5",0,951,56,19,0,42.4990729575758,13.7617083090909,2,4,8,0,792,1205
2016-05-11,1,1,1,5,8.58222103118896,11,3,132,5,19,2016,0,2,"1-1-5",0,959,64,27,0,42.4990729575758,13.7617083090909,2,4,8,0,919,1279
2016-05-12,1,1,1,5,8.59260559082031,12,4,133,5,19,2016,0,2,"1-1-5",0,967,72,35,0,42.4990729575758,13.7617083090909,2,4,8,0,877,1306
2016-05-13,1,1,1,5,8.79251575469971,13,5,134,5,20,2016,0,2,"1-1-5",0,977,82,0,0,42.4990729575758,13.7617083090909,2,4,8,0,816,1251
2016-05-14,1,1,1,5,3.05295205116272,14,6,135,5,20,2016,1,2,"1-1-5",0,984,89,7,0,42.4990729575758,13.7617083090909,2,4,8,0,53,290
2016-05-15,1,1,1,5,1.21668100357056,15,7,136,5,20,2016,1,2,"1-1-5",0,984,89,7,0,42.4990729575758,13.7617083090909,2,4,8,0,9,70
2016-05-16,1,1,1,5,8.59097576141357,16,1,137,5,20,2016,0,2,"1-1-5",0,984,89,7,0,42.4990729575758,13.7617083090909,2,4,8,0,976,1274
2016-05-17,1,1,1,5,8.79240036010742,17,2,138,5,20,2016,0,2,"1-1-5",0,994,99,17,0,42.4990729575758,13.7617083090909,2,4,8,0,858,1226
2016-05-18,1,1,1,5,8.57082080841064,18,3,139,5,20,2016,0,2,"1-1-5",0,1002,107,25,0,42.4990729575758,13.7617083090909,2,4,8,0,909,1216
2016-05-19,1,1,1,5,8.26812839508057,19,4,140,5,20,2016,0,2,"1-1-5",0,1011,116,34,0,42.4990729575758,13.7617083090909,2,4,8,0,465,829
2016-05-10,1,1,1,6,1.92738473415375,10,2,131,5,19,2016,0,2,"1-1-6",0,108,6,2,0,42.0110725,13.4630063571429,2,4,6,0,792,1205
2016-05-11,1,1,1,6,1.82013118267059,11,3,132,5,19,2016,0,2,"1-1-6",0,109,7,3,0,42.0110725,13.4630063571429,2,4,6,0,919,1279
2016-05-12,1,1,1,6,1.66423332691193,12,4,133,5,19,2016,0,2,"1-1-6",0,110,8,4,0,42.0110725,13.4630063571429,2,4,6,0,877,1306
2016-05-13,1,1,1,6,1.9202846288681,13,5,134,5,20,2016,0,2,"1-1-6",0,111,9,0,0,42.0110725,13.4630063571429,2,4,6,0,816,1251
2016-05-14,1,1,1,6,-0.0341495871543884,14,6,135,5,20,2016,1,2,"1-1-6",0,112,10,1,0,42.0110725,13.4630063571429,2,4,6,0,53,290
2016-05-15,1,1,1,6,-0.407430410385132,15,7,136,5,20,2016,1,2,"1-1-6",0,112,10,1,0,42.0110725,13.4630063571429,2,4,6,0,9,70
2016-05-16,1,1,1,6,2.23943185806274,16,1,137,5,20,2016,0,2,"1-1-6",0,112,10,1,0,42.0110725,13.4630063571429,2,4,6,0,976,1274
2016-05-17,1,1,1,6,1.93578219413757,17,2,138,5,20,2016,0,2,"1-1-6",0,113,11,2,0,42.0110725,13.4630063571429,2,4,6,0,858,1226
2016-05-18,1,1,1,6,1.66846346855164,18,3,139,5,20,2016,0,2,"1-1-6",0,114,12,3,0,42.0110725,13.4630063571429,2,4,6,0,909,1216
2016-05-19,1,1,1,6,1.40935301780701,19,4,140,5,20,2016,0,2,"1-1-6",0,116,14,5,0,42.0110725,13.4630063571429,2,4,6,0,465,829
2016-05-10,1,1,2,7,3.27294778823853,10,2,131,5,19,2016,0,2,"1-2-7",0,304,18,5,0,42.3167516511628,14.2181936046512,2,4,8,0,792,1205
2016-05-11,1,1,2,7,3.14379405975342,11,3,132,5,19,2016,0,2,"1-2-7",0,307,21,8,0,42.3167516511628,14.2181936046512,2,4,8,0,919,1279
2016-05-12,1,1,2,7,3.18871784210205,12,4,133,5,19,2016,0,2,"1-2-7",0,310,24,11,0,42.3167516511628,14.2181936046512,2,4,8,0,877,1306
2016-05-13,1,1,2,7,3.44283843040466,13,5,134,5,20,2016,0,2,"1-2-7",0,314,28,0,0,42.3167516511628,14.2181936046512,2,4,8,0,816,1251
2016-05-14,1,1,2,7,0.796984434127808,14,6,135,5,20,2016,1,2,"1-2-7",0,317,31,3,0,42.3167516511628,14.2181936046512,2,4,8,0,53,290
2016-05-15,1,1,2,7,-0.0103533267974854,15,7,136,5,20,2016,1,2,"1-2-7",0,317,31,3,0,42.3167516511628,14.2181936046512,2,4,8,0,9,70
2016-05-16,1,1,2,7,3.42885589599609,16,1,137,5,20,2016,0,2,"1-2-7",0,317,31,3,0,42.3167516511628,14.2181936046512,2,4,8,0,976,1274
2016-05-17,1,1,2,7,3.38202428817749,17,2,138,5,20,2016,0,2,"1-2-7",0,321,35,7,0,42.3167516511628,14.2181936046512,2,4,8,0,858,1226
2016-05-18,1,1,2,7,3.18192005157471,18,3,139,5,20,2016,0,2,"1-2-7",0,323,37,9,0,42.3167516511628,14.2181936046512,2,4,8,0,909,1216
2016-05-19,1,1,2,7,2.92912697792053,19,4,140,5,20,2016,0,2,"1-2-7",0,326,40,12,0,42.3167516511628,14.2181936046512,2,4,8,0,465,829
2016-05-10,1,1,2,8,6.96554136276245,10,2,131,5,19,2016,0,2,"1-2-8",0,668,39,13,0,41.8170241764706,14.4429095429864,2,4,8,0,792,1205
2016-05-11,1,1,2,8,6.87230014801025,11,3,132,5,19,2016,0,2,"1-2-8",0,673,44,18,0,41.8170241764706,14.4429095429864,2,4,8,0,919,1279
2016-05-12,1,1,2,8,6.71859407424927,12,4,133,5,19,2016,0,2,"1-2-8",0,678,49,23,0,41.8170241764706,14.4429095429864,2,4,8,0,877,1306
2016-05-13,1,1,2,8,6.98860883712769,13,5,134,5,20,2016,0,2,"1-2-8",0,684,55,0,0,41.8170241764706,14.4429095429864,2,4,8,0,816,1251
2016-05-14,1,1,2,8,1.74387729167938,14,6,135,5,20,2016,1,2,"1-2-8",0,689,60,5,0,41.8170241764706,14.4429095429864,2,4,8,0,53,290
2016-05-15,1,1,2,8,0.654970407485962,15,7,136,5,20,2016,1,2,"1-2-8",0,690,61,6,0,41.8170241764706,14.4429095429864,2,4,8,0,9,70
2016-05-16,1,1,2,8,6.96376276016235,16,1,137,5,20,2016,0,2,"1-2-8",0,690,61,6,0,41.8170241764706,14.4429095429864,2,4,8,0,976,1274
2016-05-17,1,1,2,8,6.97393989562988,17,2,138,5,20,2016,0,2,"1-2-8",0,698,69,14,0,41.8170241764706,14.4429095429864,2,4,8,0,858,1226
2016-05-18,1,1,2,8,6.76666784286499,18,3,139,5,20,2016,0,2,"1-2-8",0,704,75,20,0,41.8170241764706,14.4429095429864,2,4,8,0,909,1216
2016-05-19,1,1,2,8,6.48888444900513,19,4,140,5,20,2016,0,2,"1-2-8",0,710,81,26,0,41.8170241764706,14.4429095429864,2,4,8,0,465,829
2016-05-10,1,13,33,9,4.74183177947998,10,2,131,5,19,2016,0,2,"13-33-9",0,500,30,11,0,43.7334912282608,12.741713076087,2,5,9,0,792,1205
2016-05-11,1,13,33,9,4.63872241973877,11,3,132,5,19,2016,0,2,"13-33-9",0,504,34,15,0,43.7334912282608,12.741713076087,2,5,9,0,919,1279
2016-05-12,1,13,33,9,4.69268894195557,12,4,133,5,19,2016,0,2,"13-33-9",0,510,40,21,0,43.7334912282608,12.741713076087,2,5,9,0,877,1306
2016-05-13,1,13,33,9,4.89398813247681,13,5,134,5,20,2016,0,2,"13-33-9",0,515,45,0,0,43.7334912282608,12.741713076087,2,5,9,0,816,1251
2016-05-14,1,13,33,9,1.25363349914551,14,6,135,5,20,2016,1,2,"13-33-9",0,518,48,3,0,43.7334912282608,12.741713076087,2,5,9,0,53,290
2016-05-15,1,13,33,9,0.124534457921982,15,7,136,5,20,2016,1,2,"13-33-9",0,519,49,4,0,43.7334912282608,12.741713076087,2,5,9,0,9,70
2016-05-16,1,13,33,9,4.89452981948853,16,1,137,5,20,2016,0,2,"13-33-9",0,519,49,4,0,43.7334912282608,12.741713076087,2,5,9,0,976,1274
2016-05-17,1,13,33,9,4.84877681732178,17,2,138,5,20,2016,0,2,"13-33-9",0,525,55,10,0,43.7334912282608,12.741713076087,2,5,9,0,858,1226
2016-05-18,1,13,33,9,4.6716833114624,18,3,139,5,20,2016,0,2,"13-33-9",0,529,59,14,0,43.7334912282608,12.741713076087,2,5,9,0,909,1216
2016-05-19,1,13,33,9,4.39229583740234,19,4,140,5,20,2016,0,2,"13-33-9",0,535,65,20,0,43.7334912282608,12.741713076087,2,5,9,0,465,829
2016-05-10,1,13,33,10,5.64689970016479,10,2,131,5,19,2016,0,2,"13-33-10",0,610,33,13,0,43.5490130625,13.17461525,2,4,9,0,792,1205
2016-05-11,1,13,33,10,5.55112504959106,11,3,132,5,19,2016,0,2,"13-33-10",0,615,38,18,0,43.5490130625,13.17461525,2,4,9,0,919,1279
2016-05-12,1,13,33,10,5.60509157180786,12,4,133,5,19,2016,0,2,"13-33-10",0,622,45,25,0,43.5490130625,13.17461525,2,4,9,0,877,1306
2016-05-13,1,13,33,10,5.79821157455444,13,5,134,5,20,2016,0,2,"13-33-10",0,628,51,0,0,43.5490130625,13.17461525,2,4,9,0,816,1251
2016-05-14,1,13,33,10,1.61962985992432,14,6,135,5,20,2016,1,2,"13-33-10",0,633,56,5,0,43.5490130625,13.17461525,2,4,9,0,53,290
2016-05-15,1,13,33,10,0.302855938673019,15,7,136,5,20,2016,1,2,"13-33-10",0,633,56,5,0,43.5490130625,13.17461525,2,4,9,0,9,70
2016-05-16,1,13,33,10,5.77792310714722,16,1,137,5,20,2016,0,2,"13-33-10",0,633,56,5,0,43.5490130625,13.17461525,2,4,9,0,976,1274
2016-05-17,1,13,33,10,5.7126088142395,17,2,138,5,20,2016,0,2,"13-33-10",0,640,63,12,0,43.5490130625,13.17461525,2,4,9,0,858,1226
2016-05-18,1,13,33,10,5.54285001754761,18,3,139,5,20,2016,0,2,"13-33-10",0,644,67,16,0,43.5490130625,13.17461525,2,4,9,0,909,1216
2016-05-19,1,13,33,10,5.26346254348755,19,4,140,5,20,2016,0,2,"13-33-10",0,650,73,22,0,43.5490130625,13.17461525,2,4,9,0,465,829
2016-05-10,1,22,68,11,5.41984367370605,10,2,131,5,19,2016,0,2,"22-68-11",0,590,42,14,0,45.5163374545455,7.58600771022728,1,2,7,0,792,1205
2016-05-11,1,22,68,11,5.31250715255737,11,3,132,5,19,2016,0,2,"22-68-11",0,594,46,18,0,45.5163374545455,7.58600771022728,1,2,7,0,919,1279
2016-05-12,1,22,68,11,5.39631175994873,12,4,133,5,19,2016,0,2,"22-68-11",0,599,51,23,0,45.5163374545455,7.58600771022728,1,2,7,0,877,1306
2016-05-13,1,22,68,11,5.36009073257446,13,5,134,5,20,2016,0,2,"22-68-11",0,605,57,0,0,45.5163374545455,7.58600771022728,1,2,7,0,816,1251
2016-05-14,1,22,68,11,1.39817118644714,14,6,135,5,20,2016,1,2,"22-68-11",0,609,61,4,0,45.5163374545455,7.58600771022728,1,2,7,0,53,290
2016-05-15,1,22,68,11,0.572643399238586,15,7,136,5,20,2016,1,2,"22-68-11",0,609,61,4,0,45.5163374545455,7.58600771022728,1,2,7,0,9,70
2016-05-16,1,22,68,11,5.69294357299805,16,1,137,5,20,2016,0,2,"22-68-11",0,609,61,4,0,45.5163374545455,7.58600771022728,1,2,7,0,976,1274
2016-05-17,1,22,68,11,5.48359155654907,17,2,138,5,20,2016,0,2,"22-68-11",0,617,69,12,0,45.5163374545455,7.58600771022728,1,2,7,0,858,1226
2016-05-18,1,22,68,11,5.31141233444214,18,3,139,5,20,2016,0,2,"22-68-11",0,624,76,19,0,45.5163374545455,7.58600771022728,1,2,7,0,909,1216
2016-05-19,1,22,68,11,5.06162977218628,19,4,140,5,20,2016,0,2,"22-68-11",0,629,81,24,0,45.5163374545455,7.58600771022728,1,2,7,0,465,829
2016-05-10,1,22,68,12,4.51979827880859,10,2,131,5,19,2016,0,2,"22-68-12",0,445,27,9,0,45.1816375897436,7.8064237948718,1,2,7,0,792,1205
2016-05-11,1,22,68,12,4.42693996429443,11,3,132,5,19,2016,0,2,"22-68-12",0,447,29,11,0,45.1816375897436,7.8064237948718,1,2,7,0,919,1279
2016-05-12,1,22,68,12,4.47614479064941,12,4,133,5,19,2016,0,2,"22-68-12",0,452,34,16,0,45.1816375897436,7.8064237948718,1,2,7,0,877,1306
2016-05-13,1,22,68,12,4.45253086090088,13,5,134,5,20,2016,0,2,"22-68-12",0,456,38,0,0,45.1816375897436,7.8064237948718,1,2,7,0,816,1251
2016-05-14,1,22,68,12,1.19770669937134,14,6,135,5,20,2016,1,2,"22-68-12",0,460,42,4,0,45.1816375897436,7.8064237948718,1,2,7,0,53,290
2016-05-15,1,22,68,12,0.291101187467575,15,7,136,5,20,2016,1,2,"22-68-12",0,460,42,4,0,45.1816375897436,7.8064237948718,1,2,7,0,9,70
2016-05-16,1,22,68,12,4.70798063278198,16,1,137,5,20,2016,0,2,"22-68-12",0,460,42,4,0,45.1816375897436,7.8064237948718,1,2,7,0,976,1274
2016-05-17,1,22,68,12,4.61068248748779,17,2,138,5,20,2016,0,2,"22-68-12",0,465,47,9,0,45.1816375897436,7.8064237948718,1,2,7,0,858,1226
2016-05-18,1,22,68,12,4.43013095855713,18,3,139,5,20,2016,0,2,"22-68-12",0,469,51,13,0,45.1816375897436,7.8064237948718,1,2,7,0,909,1216
2016-05-19,1,22,68,12,4.13003253936768,19,4,140,5,20,2016,0,2,"22-68-12",0,473,55,17,0,45.1816375897436,7.8064237948718,1,2,7,0,465,829
2016-05-10,1,17,45,13,10.5613107681274,10,2,131,5,19,2016,0,2,"17-45-13",0,1073,75,25,0,41.004753673913,16.996119326087,3,1,3,0,792,1205
2016-05-11,1,17,45,13,10.4535665512085,11,3,132,5,19,2016,0,2,"17-45-13",0,1083,85,35,0,41.004753673913,16.996119326087,3,1,3,0,919,1279
2016-05-12,1,17,45,13,10.1038904190063,12,4,133,5,19,2016,0,2,"17-45-13",0,1094,96,46,0,41.004753673913,16.996119326087,3,1,3,0,877,1306
2016-05-13,1,17,45,13,10.1749706268311,13,5,134,5,20,2016,0,2,"17-45-13",0,1107,109,0,0,41.004753673913,16.996119326087,3,1,3,0,816,1251
2016-05-14,1,17,45,13,2.24784421920776,14,6,135,5,20,2016,1,2,"17-45-13",0,1119,121,12,0,41.004753673913,16.996119326087,3,1,3,0,53,290
2016-05-15,1,17,45,13,2.18553829193115,15,7,136,5,20,2016,1,2,"17-45-13",0,1119,121,12,0,41.004753673913,16.996119326087,3,1,3,0,9,70
2016-05-16,1,17,45,13,10.3876333236694,16,1,137,5,20,2016,0,2,"17-45-13",0,1119,121,12,0,41.004753673913,16.996119326087,3,1,3,0,976,1274
2016-05-17,1,17,45,13,10.2770500183105,17,2,138,5,20,2016,0,2,"17-45-13",0,1130,132,23,0,41.004753673913,16.996119326087,3,1,3,0,858,1226
2016-05-18,1,17,45,13,9.92690181732178,18,3,139,5,20,2016,0,2,"17-45-13",0,1141,143,34,0,41.004753673913,16.996119326087,3,1,3,0,909,1216
2016-05-19,1,17,45,13,9.76026630401611,19,4,140,5,20,2016,0,2,"17-45-13",0,1152,154,45,0,41.004753673913,16.996119326087,3,1,3,0,465,829
2016-05-10,1,17,45,14,2.72879076004028,10,2,131,5,19,2016,0,2,"17-45-14",0,241,16,6,0,40.9330190666667,16.6620516,3,1,3,0,792,1205
2016-05-11,1,17,45,14,2.62104988098145,11,3,132,5,19,2016,0,2,"17-45-14",0,243,18,8,0,40.9330190666667,16.6620516,3,1,3,0,919,1279
2016-05-12,1,17,45,14,2.46670055389404,12,4,133,5,19,2016,0,2,"17-45-14",0,245,20,10,0,40.9330190666667,16.6620516,3,1,3,0,877,1306
2016-05-13,1,17,45,14,2.63598823547363,13,5,134,5,20,2016,0,2,"17-45-14",0,247,22,0,0,40.9330190666667,16.6620516,3,1,3,0,816,1251
2016-05-14,1,17,45,14,0.177677303552628,14,6,135,5,20,2016,1,2,"17-45-14",0,250,25,3,0,40.9330190666667,16.6620516,3,1,3,0,53,290
2016-05-15,1,17,45,14,-0.0632885098457336,15,7,136,5,20,2016,1,2,"17-45-14",0,250,25,3,0,40.9330190666667,16.6620516,3,1,3,0,9,70
2016-05-16,1,17,45,14,2.9866054058075,16,1,137,5,20,2016,0,2,"17-45-14",0,250,25,3,0,40.9330190666667,16.6620516,3,1,3,0,976,1274
2016-05-17,1,17,45,14,2.76054620742798,17,2,138,5,20,2016,0,2,"17-45-14",0,252,27,5,0,40.9330190666667,16.6620516,3,1,3,0,858,1226
2016-05-18,1,17,45,14,2.43648505210876,18,3,139,5,20,2016,0,2,"17-45-14",0,255,30,8,0,40.9330190666667,16.6620516,3,1,3,0,909,1216
2016-05-19,1,17,45,14,2.21759653091431,19,4,140,5,20,2016,0,2,"17-45-14",0,257,32,10,0,40.9330190666667,16.6620516,3,1,3,0,465,829
2016-05-10,1,2,3,15,2.73865723609924,10,2,131,5,19,2016,0,2,"2-3-15",0,238,15,6,0,40.4182578301887,16.4805773962264,3,1,3,0,792,1205
2016-05-11,1,2,3,15,2.62209010124207,11,3,132,5,19,2016,0,2,"2-3-15",0,240,17,8,0,40.4182578301887,16.4805773962264,3,1,3,0,919,1279
2016-05-12,1,2,3,15,2.44991445541382,12,4,133,5,19,2016,0,2,"2-3-15",0,243,20,11,0,40.4182578301887,16.4805773962264,3,1,3,0,877,1306
2016-05-13,1,2,3,15,2.72055315971375,13,5,134,5,20,2016,0,2,"2-3-15",0,246,23,0,0,40.4182578301887,16.4805773962264,3,1,3,0,816,1251
2016-05-14,1,2,3,15,0.0268288850784302,14,6,135,5,20,2016,1,2,"2-3-15",0,249,26,3,0,40.4182578301887,16.4805773962264,3,1,3,0,53,290
2016-05-15,1,2,3,15,0.0435701906681061,15,7,136,5,20,2016,1,2,"2-3-15",0,249,26,3,0,40.4182578301887,16.4805773962264,3,1,3,0,9,70
2016-05-16,1,2,3,15,2.92519593238831,16,1,137,5,20,2016,0,2,"2-3-15",0,249,26,3,0,40.4182578301887,16.4805773962264,3,1,3,0,976,1274
2016-05-17,1,2,3,15,2.74786901473999,17,2,138,5,20,2016,0,2,"2-3-15",0,252,29,6,0,40.4182578301887,16.4805773962264,3,1,3,0,858,1226
2016-05-18,1,2,3,15,2.46741914749146,18,3,139,5,20,2016,0,2,"2-3-15",0,254,31,8,0,40.4182578301887,16.4805773962264,3,1,3,0,909,1216
2016-05-19,1,2,3,15,2.25957942008972,19,4,140,5,20,2016,0,2,"2-3-15",0,256,33,10,0,40.4182578301887,16.4805773962264,3,1,3,0,465,829
2016-05-10,1,2,3,16,6.99700021743774,10,2,131,5,19,2016,0,2,"2-3-16",0,690,45,16,0,40.4880508846153,17.2766156923077,3,1,3,0,792,1205
2016-05-11,1,2,3,16,6.88461685180664,11,3,132,5,19,2016,0,2,"2-3-16",0,695,50,21,0,40.4880508846153,17.2766156923077,3,1,3,0,919,1279
2016-05-12,1,2,3,16,6.6281943321228,12,4,133,5,19,2016,0,2,"2-3-16",0,703,58,29,0,40.4880508846153,17.2766156923077,3,1,3,0,877,1306
2016-05-13,1,2,3,16,6.77320194244385,13,5,134,5,20,2016,0,2,"2-3-16",0,710,65,0,0,40.4880508846153,17.2766156923077,3,1,3,0,816,1251
2016-05-14,1,2,3,16,1.03546667098999,14,6,135,5,20,2016,1,2,"2-3-16",0,716,71,6,0,40.4880508846153,17.2766156923077,3,1,3,0,53,290
2016-05-15,1,2,3,16,1.60490047931671,15,7,136,5,20,2016,1,2,"2-3-16",0,716,71,6,0,40.4880508846153,17.2766156923077,3,1,3,0,9,70
2016-05-16,1,2,3,16,6.94254112243652,16,1,137,5,20,2016,0,2,"2-3-16",0,716,71,6,0,40.4880508846153,17.2766156923077,3,1,3,0,976,1274
2016-05-17,1,2,3,16,6.69568586349487,17,2,138,5,20,2016,0,2,"2-3-16",0,724,79,14,0,40.4880508846153,17.2766156923077,3,1,3,0,858,1226
2016-05-18,1,2,3,16,6.39334011077881,18,3,139,5,20,2016,0,2,"2-3-16",0,730,85,20,0,40.4880508846153,17.2766156923077,3,1,3,0,909,1216
2016-05-19,1,2,3,16,6.34883165359497,19,4,140,5,20,2016,0,2,"2-3-16",0,737,92,27,0,40.4880508846153,17.2766156923077,3,1,3,0,465,829
