"sottoarea","data","prod","zona","area","key","latitudine","longitudine","giorno_mese","giorno_settimana","giorno_anno","mese","settimana_anno","anno","weekend","vacanza","stagione","primo_del_mese","vendite_giorn_prod","cluster3","cluster6","cluster20","vendite"
1,2016-05-28,2,21,57,"21-57-1",37.5725143333333,14.2033541176471,28,6,149,5,22,2016,1,0,2,0,189.253821575583,3,6,17,0.617905974388123
1,2016-05-29,2,21,57,"21-57-1",37.5725143333333,14.2033541176471,29,7,150,5,22,2016,1,0,2,0,33.2544108599599,3,6,17,0.0360728204250336
1,2016-05-29,1,21,57,"21-57-1",37.5725143333333,14.2033541176471,29,7,150,5,22,2016,1,0,2,0,0,3,6,17,0.123047888278961
1,2016-05-28,1,21,57,"21-57-1",37.5725143333333,14.2033541176471,28,6,149,5,22,2016,1,0,2,0,176.044081092898,3,6,17,0.550147175788879
2,2016-05-21,2,21,57,"21-57-2",37.3371075151515,13.5432962424242,21,6,142,5,21,2016,1,0,2,0,233.605954878847,3,6,17,1.06165671348572
2,2016-05-22,2,21,57,"21-57-2",37.3371075151515,13.5432962424242,22,7,143,5,21,2016,1,0,2,0,57.6408683200873,3,6,17,0.387434899806976
2,2016-05-23,2,21,57,"21-57-2",37.3371075151515,13.5432962424242,23,1,144,5,21,2016,0,0,2,0,221.84072340059,3,6,17,2.53806638717651
2,2016-05-25,2,21,57,"21-57-2",37.3371075151515,13.5432962424242,25,3,146,5,21,2016,0,0,2,0,336.547069185266,3,6,17,2.74462199211121
2,2016-05-26,2,21,57,"21-57-2",37.3371075151515,13.5432962424242,26,4,147,5,21,2016,0,0,2,0,454.107695216981,3,6,17,2.75790405273438
2,2016-05-27,2,21,57,"21-57-2",37.3371075151515,13.5432962424242,27,5,148,5,22,2016,0,0,2,0,389.198726658105,3,6,17,2.63133120536804
2,2016-05-24,2,21,57,"21-57-2",37.3371075151515,13.5432962424242,24,2,145,5,21,2016,0,0,2,0,347.806826773757,3,6,17,2.65508770942688
2,2016-05-29,2,21,57,"21-57-2",37.3371075151515,13.5432962424242,29,7,150,5,22,2016,1,0,2,0,33.2544108599599,3,6,17,0.314394652843475
2,2016-05-29,1,21,57,"21-57-2",37.3371075151515,13.5432962424242,29,7,150,5,22,2016,1,0,2,0,0,3,6,17,0.330977946519852
2,2016-05-21,1,21,57,"21-57-2",37.3371075151515,13.5432962424242,21,6,142,5,21,2016,1,0,2,0,259.145863947976,3,6,17,0
2,2016-05-28,2,21,57,"21-57-2",37.3371075151515,13.5432962424242,28,6,149,5,22,2016,1,0,2,0,189.253821575583,3,6,17,0.992426991462708
2,2016-05-20,2,21,57,"21-57-2",37.3371075151515,13.5432962424242,20,5,141,5,21,2016,0,0,2,0,417.836075248483,3,6,17,2.31281232833862
2,2016-05-20,1,21,57,"21-57-2",37.3371075151515,13.5432962424242,20,5,141,5,21,2016,0,0,2,0,751.907787779668,3,6,17,3.07543516159058
2,2016-05-25,1,21,57,"21-57-2",37.3371075151515,13.5432962424242,25,3,146,5,21,2016,0,0,2,0,758.006136974609,3,6,17,4.81082153320312
2,2016-05-22,1,21,57,"21-57-2",37.3371075151515,13.5432962424242,22,7,143,5,21,2016,1,0,2,0,0,3,6,17,0
2,2016-05-23,1,21,57,"21-57-2",37.3371075151515,13.5432962424242,23,1,144,5,21,2016,0,0,2,0,780.155965499916,3,6,17,5.09722328186035
2,2016-05-24,1,21,57,"21-57-2",37.3371075151515,13.5432962424242,24,2,145,5,21,2016,0,0,2,0,468.628404146751,3,6,17,4.68184471130371
2,2016-05-26,1,21,57,"21-57-2",37.3371075151515,13.5432962424242,26,4,147,5,21,2016,0,0,2,0,951.407652841837,3,6,17,4.69173192977905
2,2016-05-27,1,21,57,"21-57-2",37.3371075151515,13.5432962424242,27,5,148,5,22,2016,0,0,2,0,767.248723866546,3,6,17,4.62724494934082
2,2016-05-28,1,21,57,"21-57-2",37.3371075151515,13.5432962424242,28,6,149,5,22,2016,1,0,2,0,176.044081092898,3,6,17,1.08975267410278
3,2016-05-21,2,16,42,"16-42-3",45.3310171285714,8.26463187142857,21,6,142,5,21,2016,1,0,2,0,233.605954878847,1,2,20,0.291194289922714
3,2016-05-22,2,16,42,"16-42-3",45.3310171285714,8.26463187142857,22,7,143,5,21,2016,1,0,2,0,57.6408683200873,1,2,20,0.179039388895035
3,2016-05-23,2,16,42,"16-42-3",45.3310171285714,8.26463187142857,23,1,144,5,21,2016,0,0,2,0,221.84072340059,1,2,20,0
3,2016-05-25,2,16,42,"16-42-3",45.3310171285714,8.26463187142857,25,3,146,5,21,2016,0,0,2,0,336.547069185266,1,2,20,0.362481534481049
3,2016-05-26,2,16,42,"16-42-3",45.3310171285714,8.26463187142857,26,4,147,5,21,2016,0,0,2,0,454.107695216981,1,2,20,0.267577916383743
3,2016-05-27,2,16,42,"16-42-3",45.3310171285714,8.26463187142857,27,5,148,5,22,2016,0,0,2,0,389.198726658105,1,2,20,0.0810579657554626
3,2016-05-24,2,16,42,"16-42-3",45.3310171285714,8.26463187142857,24,2,145,5,21,2016,0,0,2,0,347.806826773757,1,2,20,0.141701340675354
3,2016-05-20,2,16,42,"16-42-3",45.3310171285714,8.26463187142857,20,5,141,5,21,2016,0,0,2,0,417.836075248483,1,2,20,0
3,2016-05-20,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,20,5,141,5,21,2016,0,0,2,0,751.907787779668,1,2,20,0
3,2016-05-21,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,21,6,142,5,21,2016,1,0,2,0,259.145863947976,1,2,20,0
3,2016-05-22,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,22,7,143,5,21,2016,1,0,2,0,0,1,2,20,0
3,2016-05-23,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,23,1,144,5,21,2016,0,0,2,0,780.155965499916,1,2,20,1.82710146903992
3,2016-05-24,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,24,2,145,5,21,2016,0,0,2,0,468.628404146751,1,2,20,1.50325334072113
3,2016-05-25,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,25,3,146,5,21,2016,0,0,2,0,758.006136974609,1,2,20,1.70981669425964
3,2016-05-26,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,26,4,147,5,21,2016,0,0,2,0,951.407652841837,1,2,20,1.48113536834717
3,2016-05-27,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,27,5,148,5,22,2016,0,0,2,0,767.248723866546,1,2,20,1.21873831748962
3,2016-05-28,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,28,6,149,5,22,2016,1,0,2,0,176.044081092898,1,2,20,0
3,2016-05-29,1,16,42,"16-42-3",45.3310171285714,8.26463187142857,29,7,150,5,22,2016,1,0,2,0,0,1,2,20,0
3,2016-05-29,2,16,42,"16-42-3",45.3310171285714,8.26463187142857,29,7,150,5,22,2016,1,0,2,0,33.2544108599599,1,2,20,0
3,2016-05-28,2,16,42,"16-42-3",45.3310171285714,8.26463187142857,28,6,149,5,22,2016,1,0,2,0,189.253821575583,1,2,20,0
4,2016-05-21,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,21,6,142,5,21,2016,1,0,2,0,259.145863947976,1,2,12,0
4,2016-05-22,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,22,7,143,5,21,2016,1,0,2,0,0,1,2,12,0
4,2016-05-20,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,20,5,141,5,21,2016,0,0,2,0,751.907787779668,1,2,12,3.49484729766846
4,2016-05-25,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,25,3,146,5,21,2016,0,0,2,0,758.006136974609,1,2,12,5.50881147384644
4,2016-05-26,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,26,4,147,5,21,2016,0,0,2,0,951.407652841837,1,2,12,5.30375289916992
4,2016-05-23,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,23,1,144,5,21,2016,0,0,2,0,780.155965499916,1,2,12,5.70218181610107
4,2016-05-24,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,24,2,145,5,21,2016,0,0,2,0,468.628404146751,1,2,12,5.34382009506226
4,2016-05-29,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,29,7,150,5,22,2016,1,0,2,0,0,1,2,12,0
4,2016-05-21,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,21,6,142,5,21,2016,1,0,2,0,233.605954878847,1,2,12,1.02862501144409
4,2016-05-27,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,27,5,148,5,22,2016,0,0,2,0,767.248723866546,1,2,12,4.90289640426636
4,2016-05-28,1,16,42,"16-42-4",44.8372005445026,8.63926629842932,28,6,149,5,22,2016,1,0,2,0,176.044081092898,1,2,12,0.703626155853271
4,2016-05-20,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,20,5,141,5,21,2016,0,0,2,0,417.836075248483,1,2,12,1.53887844085693
4,2016-05-25,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,25,3,146,5,21,2016,0,0,2,0,336.547069185266,1,2,12,2.04025077819824
4,2016-05-22,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,22,7,143,5,21,2016,1,0,2,0,57.6408683200873,1,2,12,0.288961350917816
4,2016-05-23,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,23,1,144,5,21,2016,0,0,2,0,221.84072340059,1,2,12,1.7927770614624
4,2016-05-24,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,24,2,145,5,21,2016,0,0,2,0,347.806826773757,1,2,12,1.84749293327332
4,2016-05-29,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,29,7,150,5,22,2016,1,0,2,0,33.2544108599599,1,2,12,0.0210375487804413
4,2016-05-26,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,26,4,147,5,21,2016,0,0,2,0,454.107695216981,1,2,12,1.92776274681091
4,2016-05-27,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,27,5,148,5,22,2016,0,0,2,0,389.198726658105,1,2,12,1.82829833030701
4,2016-05-28,2,16,42,"16-42-4",44.8372005445026,8.63926629842932,28,6,149,5,22,2016,1,0,2,0,189.253821575583,1,2,12,0.891064763069153
5,2016-05-20,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,20,5,141,5,21,2016,0,0,2,0,751.907787779668,2,4,8,6.05219173431396
5,2016-05-21,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,21,6,142,5,21,2016,1,0,2,0,259.145863947976,2,4,8,0.803035259246826
5,2016-05-22,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,22,7,143,5,21,2016,1,0,2,0,0,2,4,8,0
5,2016-05-23,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,23,1,144,5,21,2016,0,0,2,0,780.155965499916,2,4,8,7.92601919174194
5,2016-05-24,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,24,2,145,5,21,2016,0,0,2,0,468.628404146751,2,4,8,7.73226308822632
5,2016-05-25,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,25,3,146,5,21,2016,0,0,2,0,758.006136974609,2,4,8,8.15929412841797
5,2016-05-26,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,26,4,147,5,21,2016,0,0,2,0,951.407652841837,2,4,8,7.79862213134766
5,2016-05-27,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,27,5,148,5,22,2016,0,0,2,0,767.248723866546,2,4,8,7.66327142715454
5,2016-05-28,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,28,6,149,5,22,2016,1,0,2,0,176.044081092898,2,4,8,2.2698540687561
5,2016-05-29,1,1,1,"1-1-5",42.4990729575758,13.7617083090909,29,7,150,5,22,2016,1,0,2,0,0,2,4,8,0.666126489639282
5,2016-05-21,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,21,6,142,5,21,2016,1,0,2,0,233.605954878847,2,4,8,2.57744145393372
5,2016-05-22,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,22,7,143,5,21,2016,1,0,2,0,57.6408683200873,2,4,8,1.45011925697327
5,2016-05-23,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,23,1,144,5,21,2016,0,0,2,0,221.84072340059,2,4,8,3.18874669075012
5,2016-05-20,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,20,5,141,5,21,2016,0,0,2,0,417.836075248483,2,4,8,3.82727146148682
5,2016-05-25,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,25,3,146,5,21,2016,0,0,2,0,336.547069185266,2,4,8,3.89633274078369
5,2016-05-26,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,26,4,147,5,21,2016,0,0,2,0,454.107695216981,2,4,8,3.71052980422974
5,2016-05-27,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,27,5,148,5,22,2016,0,0,2,0,389.198726658105,2,4,8,3.57034659385681
5,2016-05-24,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,24,2,145,5,21,2016,0,0,2,0,347.806826773757,2,4,8,3.39016938209534
5,2016-05-29,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,29,7,150,5,22,2016,1,0,2,0,33.2544108599599,2,4,8,0.600339531898499
5,2016-05-28,2,1,1,"1-1-5",42.4990729575758,13.7617083090909,28,6,149,5,22,2016,1,0,2,0,189.253821575583,2,4,8,1.84158563613892
6,2016-05-21,1,1,1,"1-1-6",42.0110725,13.4630063571429,21,6,142,5,21,2016,1,0,2,0,259.145863947976,2,4,6,0
6,2016-05-22,1,1,1,"1-1-6",42.0110725,13.4630063571429,22,7,143,5,21,2016,1,0,2,0,0,2,4,6,0
6,2016-05-20,1,1,1,"1-1-6",42.0110725,13.4630063571429,20,5,141,5,21,2016,0,0,2,0,751.907787779668,2,4,6,0
6,2016-05-20,2,1,1,"1-1-6",42.0110725,13.4630063571429,20,5,141,5,21,2016,0,0,2,0,417.836075248483,2,4,6,0.411886036396027
6,2016-05-21,2,1,1,"1-1-6",42.0110725,13.4630063571429,21,6,142,5,21,2016,1,0,2,0,233.605954878847,2,4,6,0.48446586728096
6,2016-05-22,2,1,1,"1-1-6",42.0110725,13.4630063571429,22,7,143,5,21,2016,1,0,2,0,57.6408683200873,2,4,6,0.347829520702362
6,2016-05-23,1,1,1,"1-1-6",42.0110725,13.4630063571429,23,1,144,5,21,2016,0,0,2,0,780.155965499916,2,4,6,1.59076762199402
6,2016-05-24,1,1,1,"1-1-6",42.0110725,13.4630063571429,24,2,145,5,21,2016,0,0,2,0,468.628404146751,2,4,6,1.21369183063507
6,2016-05-25,1,1,1,"1-1-6",42.0110725,13.4630063571429,25,3,146,5,21,2016,0,0,2,0,758.006136974609,2,4,6,1.37926912307739
6,2016-05-26,1,1,1,"1-1-6",42.0110725,13.4630063571429,26,4,147,5,21,2016,0,0,2,0,951.407652841837,2,4,6,1.03693270683289
6,2016-05-27,1,1,1,"1-1-6",42.0110725,13.4630063571429,27,5,148,5,22,2016,0,0,2,0,767.248723866546,2,4,6,0.957783579826355
6,2016-05-28,1,1,1,"1-1-6",42.0110725,13.4630063571429,28,6,149,5,22,2016,1,0,2,0,176.044081092898,2,4,6,0
6,2016-05-29,1,1,1,"1-1-6",42.0110725,13.4630063571429,29,7,150,5,22,2016,1,0,2,0,0,2,4,6,0
6,2016-05-25,2,1,1,"1-1-6",42.0110725,13.4630063571429,25,3,146,5,21,2016,0,0,2,0,336.547069185266,2,4,6,0.340795516967773
6,2016-05-26,2,1,1,"1-1-6",42.0110725,13.4630063571429,26,4,147,5,21,2016,0,0,2,0,454.107695216981,2,4,6,0.132282793521881
6,2016-05-23,2,1,1,"1-1-6",42.0110725,13.4630063571429,23,1,144,5,21,2016,0,0,2,0,221.84072340059,2,4,6,0.319618135690689
6,2016-05-24,2,1,1,"1-1-6",42.0110725,13.4630063571429,24,2,145,5,21,2016,0,0,2,0,347.806826773757,2,4,6,0.054791659116745
6,2016-05-29,2,1,1,"1-1-6",42.0110725,13.4630063571429,29,7,150,5,22,2016,1,0,2,0,33.2544108599599,2,4,6,0
6,2016-05-27,2,1,1,"1-1-6",42.0110725,13.4630063571429,27,5,148,5,22,2016,0,0,2,0,389.198726658105,2,4,6,0
6,2016-05-28,2,1,1,"1-1-6",42.0110725,13.4630063571429,28,6,149,5,22,2016,1,0,2,0,189.253821575583,2,4,6,0
7,2016-05-21,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,21,6,142,5,21,2016,1,0,2,0,259.145863947976,2,4,8,0
7,2016-05-20,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,20,5,141,5,21,2016,0,0,2,0,751.907787779668,2,4,8,1.22710633277893
7,2016-05-25,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,25,3,146,5,21,2016,0,0,2,0,758.006136974609,2,4,8,3.29767107963562
7,2016-05-22,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,22,7,143,5,21,2016,1,0,2,0,0,2,4,8,0
7,2016-05-23,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,23,1,144,5,21,2016,0,0,2,0,780.155965499916,2,4,8,3.43023633956909
7,2016-05-24,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,24,2,145,5,21,2016,0,0,2,0,468.628404146751,2,4,8,2.85437035560608
7,2016-05-20,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,20,5,141,5,21,2016,0,0,2,0,417.836075248483,2,4,8,1.7983330488205
7,2016-05-21,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,21,6,142,5,21,2016,1,0,2,0,233.605954878847,2,4,8,1.49102067947388
7,2016-05-22,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,22,7,143,5,21,2016,1,0,2,0,57.6408683200873,2,4,8,0.895301103591919
7,2016-05-23,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,23,1,144,5,21,2016,0,0,2,0,221.84072340059,2,4,8,1.33324062824249
7,2016-05-24,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,24,2,145,5,21,2016,0,0,2,0,347.806826773757,2,4,8,1.33356785774231
7,2016-05-25,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,25,3,146,5,21,2016,0,0,2,0,336.547069185266,2,4,8,1.85599982738495
7,2016-05-26,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,26,4,147,5,21,2016,0,0,2,0,454.107695216981,2,4,8,1.6474871635437
7,2016-05-27,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,27,5,148,5,22,2016,0,0,2,0,389.198726658105,2,4,8,1.44236183166504
7,2016-05-28,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,28,6,149,5,22,2016,1,0,2,0,189.253821575583,2,4,8,0.721529245376587
7,2016-05-29,2,1,2,"1-2-7",42.3167516511628,14.2181936046512,29,7,150,5,22,2016,1,0,2,0,33.2544108599599,2,4,8,0.0118834972381592
7,2016-05-29,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,29,7,150,5,22,2016,1,0,2,0,0,2,4,8,0
7,2016-05-26,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,26,4,147,5,21,2016,0,0,2,0,951.407652841837,2,4,8,2.91428709030151
7,2016-05-27,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,27,5,148,5,22,2016,0,0,2,0,767.248723866546,2,4,8,2.81736183166504
7,2016-05-28,1,1,2,"1-2-7",42.3167516511628,14.2181936046512,28,6,149,5,22,2016,1,0,2,0,176.044081092898,2,4,8,0.694579839706421
8,2016-05-21,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,21,6,142,5,21,2016,1,0,2,0,233.605954878847,2,4,8,1.69698798656464
8,2016-05-25,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,25,3,146,5,21,2016,0,0,2,0,336.547069185266,2,4,8,2.73641991615295
8,2016-05-22,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,22,7,143,5,21,2016,1,0,2,0,57.6408683200873,2,4,8,1.00799655914307
8,2016-05-23,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,23,1,144,5,21,2016,0,0,2,0,221.84072340059,2,4,8,2.25955390930176
8,2016-05-24,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,24,2,145,5,21,2016,0,0,2,0,347.806826773757,2,4,8,2.42082023620605
8,2016-05-29,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,29,7,150,5,22,2016,1,0,2,0,33.2544108599599,2,4,8,0
8,2016-05-26,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,26,4,147,5,21,2016,0,0,2,0,454.107695216981,2,4,8,2.56438994407654
8,2016-05-27,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,27,5,148,5,22,2016,0,0,2,0,389.198726658105,2,4,8,2.34174489974976
8,2016-05-28,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,28,6,149,5,22,2016,1,0,2,0,189.253821575583,2,4,8,0.807695508003235
8,2016-05-20,2,1,2,"1-2-8",41.8170241764706,14.4429095429864,20,5,141,5,21,2016,0,0,2,0,417.836075248483,2,4,8,2.79613780975342
8,2016-05-20,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,20,5,141,5,21,2016,0,0,2,0,751.907787779668,2,4,8,4.41922569274902
8,2016-05-21,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,21,6,142,5,21,2016,1,0,2,0,259.145863947976,2,4,8,0
8,2016-05-22,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,22,7,143,5,21,2016,1,0,2,0,0,2,4,8,0
8,2016-05-23,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,23,1,144,5,21,2016,0,0,2,0,780.155965499916,2,4,8,6.41051864624023
8,2016-05-24,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,24,2,145,5,21,2016,0,0,2,0,468.628404146751,2,4,8,6.12698984146118
8,2016-05-25,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,25,3,146,5,21,2016,0,0,2,0,758.006136974609,2,4,8,6.46002149581909
8,2016-05-26,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,26,4,147,5,21,2016,0,0,2,0,951.407652841837,2,4,8,6.1315279006958
8,2016-05-27,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,27,5,148,5,22,2016,0,0,2,0,767.248723866546,2,4,8,6.00762510299683
8,2016-05-28,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,28,6,149,5,22,2016,1,0,2,0,176.044081092898,2,4,8,1.37363362312317
8,2016-05-29,1,1,2,"1-2-8",41.8170241764706,14.4429095429864,29,7,150,5,22,2016,1,0,2,0,0,2,4,8,0.321034342050552
9,2016-05-25,2,13,33,"13-33-9",43.7334912282608,12.741713076087,25,3,146,5,21,2016,0,0,2,0,336.547069185266,2,5,9,1.86480557918549
9,2016-05-22,2,13,33,"13-33-9",43.7334912282608,12.741713076087,22,7,143,5,21,2016,1,0,2,0,57.6408683200873,2,5,9,0
9,2016-05-23,2,13,33,"13-33-9",43.7334912282608,12.741713076087,23,1,144,5,21,2016,0,0,2,0,221.84072340059,2,5,9,1.36665868759155
9,2016-05-24,2,13,33,"13-33-9",43.7334912282608,12.741713076087,24,2,145,5,21,2016,0,0,2,0,347.806826773757,2,5,9,1.46844935417175
9,2016-05-20,2,13,33,"13-33-9",43.7334912282608,12.741713076087,20,5,141,5,21,2016,0,0,2,0,417.836075248483,2,5,9,1.24238681793213
9,2016-05-21,2,13,33,"13-33-9",43.7334912282608,12.741713076087,21,6,142,5,21,2016,1,0,2,0,233.605954878847,2,5,9,0.871347188949585
9,2016-05-20,1,13,33,"13-33-9",43.7334912282608,12.741713076087,20,5,141,5,21,2016,0,0,2,0,751.907787779668,2,5,9,2.43531703948975
9,2016-05-21,1,13,33,"13-33-9",43.7334912282608,12.741713076087,21,6,142,5,21,2016,1,0,2,0,259.145863947976,2,5,9,0
9,2016-05-22,1,13,33,"13-33-9",43.7334912282608,12.741713076087,22,7,143,5,21,2016,1,0,2,0,0,2,5,9,0
9,2016-05-23,1,13,33,"13-33-9",43.7334912282608,12.741713076087,23,1,144,5,21,2016,0,0,2,0,780.155965499916,2,5,9,4.49170398712158
9,2016-05-24,1,13,33,"13-33-9",43.7334912282608,12.741713076087,24,2,145,5,21,2016,0,0,2,0,468.628404146751,2,5,9,4.20303249359131
9,2016-05-25,1,13,33,"13-33-9",43.7334912282608,12.741713076087,25,3,146,5,21,2016,0,0,2,0,758.006136974609,2,5,9,4.57502222061157
9,2016-05-26,1,13,33,"13-33-9",43.7334912282608,12.741713076087,26,4,147,5,21,2016,0,0,2,0,951.407652841837,2,5,9,4.2920126914978
9,2016-05-27,1,13,33,"13-33-9",43.7334912282608,12.741713076087,27,5,148,5,22,2016,0,0,2,0,767.248723866546,2,5,9,3.9711377620697
9,2016-05-28,1,13,33,"13-33-9",43.7334912282608,12.741713076087,28,6,149,5,22,2016,1,0,2,0,176.044081092898,2,5,9,1.03641629219055
9,2016-05-29,1,13,33,"13-33-9",43.7334912282608,12.741713076087,29,7,150,5,22,2016,1,0,2,0,0,2,5,9,0
